codigo_dane,municipio_productor,departamento,recurso_natural,nombre_del_proyecto,year,trimestre,unidad_medida,tipo_contraprestacion,valor_contraprestacion,cantidad_produccion
05001,Medellin,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,54337944,16517
05001,Medellin,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,61057047,19375
05001,Medellin,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,78266238,24477
05001,Medellin,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,179431,2972
05001,Medellin,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,216835,3710
05001,Medellin,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,1258,20
05002,Abejorral,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,603237,193
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 1,Gramos,Regalia,792963,222
05002,Abejorral,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,580478,231
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 1,Gramos,Regalia,4441859,1199
05002,Abejorral,Antioquia,Oro,Productores,2017,Trimestre 1,Gramos,Regalia,840290,233
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 1,Gramos,Regalia,4712723,1155
05002,Abejorral,Antioquia,Oro,Productores,2020,Trimestre 1,Gramos,Regalia,133820,25
05002,Abejorral,Antioquia,Oro,Productores,2015,Trimestre 2,Gramos,Regalia,7198211,2295
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 2,Gramos,Regalia,824385,205
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 2,Gramos,Regalia,488023,127
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 2,Gramos,Regalia,3787105,976
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 3,Gramos,Regalia,1704468,434
05002,Abejorral,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,2719465,1080
05002,Abejorral,Antioquia,Oro,Productores,2015,Trimestre 3,Gramos,Regalia,5187657,1633
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 3,Gramos,Regalia,794043,198
05002,Abejorral,Antioquia,Oro,Productores,2012,Trimestre 3,Gramos,Regalia,1701014,563
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 3,Gramos,Regalia,1614236,395
05002,Abejorral,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,506359,156
05002,Abejorral,Antioquia,Oro,Productores,2015,Trimestre 4,Gramos,Regalia,9259777,2605
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 4,Gramos,Regalia,2641046,663
05002,Abejorral,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,1358938,532
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 4,Gramos,Regalia,2389984,606
05002,Abejorral,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,1233199,378
05002,Abejorral,Antioquia,Oro,Productores,2015,Trimestre 4,Gramos,Regalia,424326,127
05002,Abejorral,Antioquia,Oro,Productores,2016,Trimestre 4,Gramos,Regalia,905675,229
05002,Abejorral,Antioquia,Plata,Productores,2020,Trimestre 1,Gramos,Regalia,156,3
05002,Abejorral,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,15975,420
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,493047,150
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,425712,137
05004,Abriaqui,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,1231281,505
05004,Abriaqui,Antioquia,Oro,Productores,2018,Trimestre 1,Gramos,Regalia,14609831,3757
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,624658,198
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,793626,261
05004,Abriaqui,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,394070,157
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,1129812,353
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,2079447,693
05004,Abriaqui,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,487241,178
05004,Abriaqui,Antioquia,Oro,Productores,2018,Trimestre 1,Gramos,Regalia,10855451,2771
05004,Abriaqui,Antioquia,Oro,Productores,2020,Trimestre 1,Gramos,Regalia,18310150,3378
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 2,Gramos,Regalia,218400,72
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,1082889,365
05004,Abriaqui,Antioquia,Oro,Productores,2014,Trimestre 2,Gramos,Regalia,537064,193
05004,Abriaqui,Antioquia,Oro,Productores,2018,Trimestre 2,Gramos,Regalia,18330248,4721
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,865505,310
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 2,Gramos,Regalia,44026,15
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,2923702,1088
05004,Abriaqui,Antioquia,Oro,Productores,2014,Trimestre 2,Gramos,Regalia,344351,133
05004,Abriaqui,Antioquia,Oro,Productores,2015,Trimestre 2,Gramos,Regalia,9186757,3181
05004,Abriaqui,Antioquia,Oro,Productores,2019,Trimestre 2,Gramos,Regalia,20733499,5168
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,1389478,527
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 3,Gramos,Regalia,1874119,641
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,1347696,535
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 3,Gramos,Regalia,2933768,971
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,730147,277
05004,Abriaqui,Antioquia,Oro,Productores,2020,Trimestre 3,Gramos,Regalia,80993873,11674
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,2265055,700
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,1444340,542
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,486836,150
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,3981493,1559
05004,Abriaqui,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,1138419,353
05004,Abriaqui,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,5394102,2138
05004,Abriaqui,Antioquia,Oro,Productores,2017,Trimestre 4,Gramos,Regalia,6191781,1557
05004,Abriaqui,Antioquia,Oro,Productores,2019,Trimestre 4,Gramos,Regalia,5887412,1129
05004,Abriaqui,Antioquia,Oro,Productores,2020,Trimestre 4,Gramos,Regalia,44845038,6077
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 1,Gramos,Regalia,1934,33
05004,Abriaqui,Antioquia,Plata,Productores,2014,Trimestre 1,Gramos,Regalia,2890,75
05004,Abriaqui,Antioquia,Plata,Productores,2018,Trimestre 1,Gramos,Regalia,17686,352
05004,Abriaqui,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,423,7
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 1,Gramos,Regalia,2221,39
05004,Abriaqui,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,276,4
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 1,Gramos,Regalia,7194,129
05004,Abriaqui,Antioquia,Plata,Productores,2018,Trimestre 1,Gramos,Regalia,15900,323
05004,Abriaqui,Antioquia,Plata,Productores,2020,Trimestre 1,Gramos,Regalia,67520,1097
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 2,Gramos,Regalia,2385,44
05004,Abriaqui,Antioquia,Plata,Productores,2014,Trimestre 2,Gramos,Regalia,1840,42
05004,Abriaqui,Antioquia,Plata,Productores,2018,Trimestre 2,Gramos,Regalia,26204,547
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 2,Gramos,Regalia,2920,61
05004,Abriaqui,Antioquia,Plata,Productores,2012,Trimestre 2,Gramos,Regalia,109,2
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 2,Gramos,Regalia,9989,229
05004,Abriaqui,Antioquia,Plata,Productores,2014,Trimestre 2,Gramos,Regalia,2691,69
05004,Abriaqui,Antioquia,Plata,Productores,2019,Trimestre 2,Gramos,Regalia,8856,180
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,3946,96
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,4469,118
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,1839,43
05004,Abriaqui,Antioquia,Plata,Productores,2020,Trimestre 3,Gramos,Regalia,288326,3998
05004,Abriaqui,Antioquia,Plata,Productores,2012,Trimestre 4,Gramos,Regalia,527,8
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 4,Gramos,Regalia,4793,108
05004,Abriaqui,Antioquia,Plata,Productores,2012,Trimestre 4,Gramos,Regalia,1996,32
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 4,Gramos,Regalia,17730,420
05004,Abriaqui,Antioquia,Plata,Productores,2012,Trimestre 4,Gramos,Regalia,1695,28
05004,Abriaqui,Antioquia,Plata,Productores,2013,Trimestre 4,Gramos,Regalia,17761,428
05004,Abriaqui,Antioquia,Plata,Productores,2017,Trimestre 4,Gramos,Regalia,9100,172
05004,Abriaqui,Antioquia,Plata,Productores,2019,Trimestre 4,Gramos,Regalia,20362,331
05004,Abriaqui,Antioquia,Plata,Productores,2020,Trimestre 4,Gramos,Regalia,94310,986
05021,Alejandria,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,9316587,3467
05021,Alejandria,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,2629202,1042
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,30154817,9166
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,71533427,22543
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,111946745,45648
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 1,Gramos,Regalia,23101187,7975
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 1,Gramos,Regalia,168929713,47215
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 1,Gramos,Regalia,80616869,25069
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 1,Gramos,Regalia,53256338,10065
05031,Amalfi,Antioquia,Oro,Productores,2019,Trimestre 1,Gramos,Regalia,23256104,6332
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,42891722,13235
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,29245615,9026
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,95227675,37947
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 1,Gramos,Regalia,15583003,5163
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 1,Gramos,Regalia,266282575,71960
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 1,Gramos,Regalia,141668354,40555
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 1,Gramos,Regalia,33734031,8616
05031,Amalfi,Antioquia,Oro,Productores,2019,Trimestre 1,Gramos,Regalia,56421529,14489
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 1,Gramos,Regalia,81072557,21792
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 1,Gramos,Regalia,47559571,15323
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 1,Gramos,Regalia,290783813,106474
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 1,Gramos,Regalia,7136122,2335
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 1,Gramos,Regalia,311635762,76748
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 1,Gramos,Regalia,246767258,69297
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 1,Gramos,Regalia,136543280,29005
05031,Amalfi,Antioquia,Oro,Productores,2019,Trimestre 1,Gramos,Regalia,44663590,11082
05031,Amalfi,Antioquia,Oro,Productores,2020,Trimestre 1,Gramos,Regalia,516806843,83168
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 2,Gramos,Regalia,163084687,53183
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,73175879,24111
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 2,Gramos,Regalia,210846357,75892
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 2,Gramos,Regalia,26647357,8623
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 2,Gramos,Regalia,341831783,83972
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 2,Gramos,Regalia,140326801,38746
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 2,Gramos,Regalia,138431774,34570
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 2,Gramos,Regalia,87559712,28720
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,49167819,16747
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 2,Gramos,Regalia,87254805,33668
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 2,Gramos,Regalia,5993263,1949
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 2,Gramos,Regalia,231221172,59483
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 2,Gramos,Regalia,132436999,36463
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 2,Gramos,Regalia,216618441,56942
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 2,Gramos,Regalia,141004145,47829
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 2,Gramos,Regalia,27135129,10090
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 2,Gramos,Regalia,65337861,25736
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 2,Gramos,Regalia,369996519,122661
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 2,Gramos,Regalia,221403879,59344
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 2,Gramos,Regalia,152953543,42382
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 2,Gramos,Regalia,250942578,59290
05031,Amalfi,Antioquia,Oro,Productores,2019,Trimestre 2,Gramos,Regalia,129932986,34813
05031,Amalfi,Antioquia,Oro,Productores,2020,Trimestre 2,Gramos,Regalia,629099536,88201
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 3,Gramos,Regalia,96190033,32022
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,75386693,27924
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 3,Gramos,Regalia,95688116,38508
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 3,Gramos,Regalia,68589975,22162
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 3,Gramos,Regalia,186140208,49069
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 3,Gramos,Regalia,84727292,22929
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 3,Gramos,Regalia,169271756,46025
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 3,Gramos,Regalia,106939357,35803
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,82715362,32568
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 3,Gramos,Regalia,69361834,27672
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 3,Gramos,Regalia,81757201,25738
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 3,Gramos,Regalia,116687639,29411
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 3,Gramos,Regalia,86958736,22919
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 3,Gramos,Regalia,115031777,32180
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 3,Gramos,Regalia,89306731,28677
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 3,Gramos,Regalia,38008613,14337
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 3,Gramos,Regalia,87941604,34770
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 3,Gramos,Regalia,120366249,34975
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 3,Gramos,Regalia,107491283,28608
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 3,Gramos,Regalia,69672190,18142
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 3,Gramos,Regalia,102671905,29225
05031,Amalfi,Antioquia,Oro,Productores,2019,Trimestre 3,Gramos,Regalia,291210461,64879
05031,Amalfi,Antioquia,Oro,Productores,2020,Trimestre 3,Gramos,Regalia,624480693,74610
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,93952576,27642
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,120150402,45112
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 4,Gramos,Regalia,78039219,31063
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 4,Gramos,Regalia,163609993,46153
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 4,Gramos,Regalia,174512931,45029
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 4,Gramos,Regalia,152083487,39631
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 4,Gramos,Regalia,113063120,30848
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,85709908,25558
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,107633810,42014
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 4,Gramos,Regalia,65573317,25469
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 4,Gramos,Regalia,117991029,33579
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 4,Gramos,Regalia,105187961,32311
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 4,Gramos,Regalia,94062621,32854
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 4,Gramos,Regalia,78112625,21907
05031,Amalfi,Antioquia,Oro,Productores,2012,Trimestre 4,Gramos,Regalia,126003644,38600
05031,Amalfi,Antioquia,Oro,Productores,2013,Trimestre 4,Gramos,Regalia,91112478,36116
05031,Amalfi,Antioquia,Oro,Productores,2014,Trimestre 4,Gramos,Regalia,85443808,33209
05031,Amalfi,Antioquia,Oro,Productores,2015,Trimestre 4,Gramos,Regalia,364952937,108939
05031,Amalfi,Antioquia,Oro,Productores,2016,Trimestre 4,Gramos,Regalia,126797317,34694
05031,Amalfi,Antioquia,Oro,Productores,2017,Trimestre 4,Gramos,Regalia,146072136,32299
05031,Amalfi,Antioquia,Oro,Productores,2018,Trimestre 4,Gramos,Regalia,62185309,16288
05031,Amalfi,Antioquia,Oro,Productores,2019,Trimestre 4,Gramos,Regalia,782190698,122543
05031,Amalfi,Antioquia,Oro,Productores,2020,Trimestre 4,Gramos,Regalia,535301179,58327
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,82385,1364
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 1,Gramos,Regalia,301937,5128
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 1,Gramos,Regalia,182133,4707
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 1,Gramos,Regalia,21377,543
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 1,Gramos,Regalia,482433,10308
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 1,Gramos,Regalia,252226,5238
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 1,Gramos,Regalia,140686,2263
05031,Amalfi,Antioquia,Plata,Productores,2019,Trimestre 1,Gramos,Regalia,29385,686
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,125845,2153
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 1,Gramos,Regalia,132758,2344
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 1,Gramos,Regalia,215798,5399
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 1,Gramos,Regalia,27288,647
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 1,Gramos,Regalia,977953,20693
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 1,Gramos,Regalia,491392,9838
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 1,Gramos,Regalia,118988,2350
05031,Amalfi,Antioquia,Plata,Productores,2019,Trimestre 1,Gramos,Regalia,64073,1391
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 1,Gramos,Regalia,210836,3358
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 1,Gramos,Regalia,128773,2304
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 1,Gramos,Regalia,871088,19764
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 1,Gramos,Regalia,903742,17993
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 1,Gramos,Regalia,985799,18949
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 1,Gramos,Regalia,379049,6576
05031,Amalfi,Antioquia,Plata,Productores,2019,Trimestre 1,Gramos,Regalia,78246,1597
05031,Amalfi,Antioquia,Plata,Productores,2020,Trimestre 1,Gramos,Regalia,579629,10523
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 2,Gramos,Regalia,302162,5032
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 2,Gramos,Regalia,164424,3066
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 2,Gramos,Regalia,307003,7033
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 2,Gramos,Regalia,67686,1585
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 2,Gramos,Regalia,933312,18448
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 2,Gramos,Regalia,579846,10899
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 2,Gramos,Regalia,245158,4964
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 2,Gramos,Regalia,267476,4651
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 2,Gramos,Regalia,151045,3175
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 2,Gramos,Regalia,52804,1361
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 2,Gramos,Regalia,32896,785
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 2,Gramos,Regalia,722178,14343
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 2,Gramos,Regalia,580183,11105
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 2,Gramos,Regalia,426089,9142
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 2,Gramos,Regalia,232271,4373
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 2,Gramos,Regalia,90470,2075
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 2,Gramos,Regalia,24361,636
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 2,Gramos,Regalia,25337,605
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 2,Gramos,Regalia,895684,17752
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 2,Gramos,Regalia,664470,13127
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 2,Gramos,Regalia,553091,10665
05031,Amalfi,Antioquia,Plata,Productores,2019,Trimestre 2,Gramos,Regalia,106943,2705
05031,Amalfi,Antioquia,Plata,Productores,2020,Trimestre 2,Gramos,Regalia,324202,5848
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 3,Gramos,Regalia,295331,5735
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,233676,5667
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 3,Gramos,Regalia,49908,1296
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 3,Gramos,Regalia,24184,563
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 3,Gramos,Regalia,633561,12261
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 3,Gramos,Regalia,336133,6637
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 3,Gramos,Regalia,418033,8839
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 3,Gramos,Regalia,283316,5672
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,259280,6817
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 3,Gramos,Regalia,35929,895
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 3,Gramos,Regalia,10708,258
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 3,Gramos,Regalia,303422,5182
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 3,Gramos,Regalia,283593,5576
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 3,Gramos,Regalia,323265,6956
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 3,Gramos,Regalia,272466,5098
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 3,Gramos,Regalia,95657,2245
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 3,Gramos,Regalia,64307,1662
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 3,Gramos,Regalia,46459,1014
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 3,Gramos,Regalia,432374,7561
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 3,Gramos,Regalia,281786,5542
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 3,Gramos,Regalia,135070,3132
05031,Amalfi,Antioquia,Plata,Productores,2019,Trimestre 3,Gramos,Regalia,336072,6862
05031,Amalfi,Antioquia,Plata,Productores,2020,Trimestre 3,Gramos,Regalia,1034618,13714
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 4,Gramos,Regalia,361511,5828
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 4,Gramos,Regalia,237542,5334
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 4,Gramos,Regalia,57488,1551
05031,Amalfi,Antioquia,Plata,Productores,2015,Trimestre 4,Gramos,Regalia,18572,398
05031,Amalfi,Antioquia,Plata,Productores,2016,Trimestre 4,Gramos,Regalia,411238,7156
05031,Amalfi,Antioquia,Plata,Productores,2017,Trimestre 4,Gramos,Regalia,665755,12903
05031,Amalfi,Antioquia,Plata,Productores,2018,Trimestre 4,Gramos,Regalia,132918,2998
05031,Amalfi,Antioquia,Plata,Productores,2012,Trimestre 4,Gramos,Regalia,382974,6169
05031,Amalfi,Antioquia,Plata,Productores,2013,Trimestre 4,Gramos,Regalia,258354,6116
05031,Amalfi,Antioquia,Plata,Productores,2014,Trimestre 4,Gramos,Regalia,38483,1068
