departamento,municipio,tiempo_establecimiento,topografia,drenaje,riego,fertilizacion,pH,materia_organica,fosforo,azufre,acidez,aluminio,calcio,magnesio,potasio,sodio,CICE,conductividad,hierro,cobre,manganeso,zinc,boro
Meta,Granada,De 5 a 10 años,Plano,Bueno,Cuenta con riego,Aplica fertilizantes,5.25,2.089143772480188,27.19919139344262,6.75561797752809,0.5474157036882604,0.4404143821438785,3.5042772200000005,0.69805168,0.094699044,0.15549625,4.999939897688261,0.2187576,519.134,4.241,12.702,1.577,0.2088830255057168
Meta,Granada,De 1 a 5 años,Plano,Bueno,Cuenta con riego,No indica,4.96,1.892528756770456,6.757756967213114,3.24438202247191,1.7896282620577746,1.551936394221286,1.5199327600000003,0.44804925,0.09,0.17071096,3.988321232057775,0.1284012,409.50800000000004,2.601,8.88,1,0.25285839929639403
Meta,Granada,Mas de 10 años,Plano,Bueno,Cuenta con riego,No indica,4.859999999999999,1.8876740650245365,29.457675,6.193820224719101,1.589610985710141,1.363187373302481,2.10665052,0.57096862,0.11062288799999999,0.16429972999999998,4.54215274371014,0.2018488,641.267,3.46,11.273,2.3899999999999997,0.25285839929639403
Meta,Granada,De 5 a 10 años,Plano,Bueno,Cuenta con riego,Aplica fertilizantes,5.1,1.589110522650499,12.29607663934426,2.1207865168539324,1.0421952820218805,0.9437451045940254,2.17406158,0.67234542,0.230473728,0.24649743999999998,4.365573450021881,0.2018488,434.775,1.799,16.598,1,0.16490765171503957
Meta,Granada,De 1 a 5 años,Plano,Bueno,Cuenta con riego,No indica,5,1.4070595821785243,10.368453688524589,4.087078651685394,0.98955915666724,0.7864542538283544,1.87718942,0.40351587,0.06836561999999999,0.10573745,3.44436751666724,0.18546839999999998,284.009,2.699,8.411999999999999,1.078,0.2088830255057168
Meta,Granada,De 5 a 10 años,Plano,Bueno,Cuenta con riego,No indica,5.02,2.0794343889883495,15.77730614754098,2.5421348314606744,1.6738287862775656,1.4575618837618836,2.30591937,0.55467592,0.10094479199999999,0.15903678,4.794405648277566,0.155878,367.576,3.023,7.054,1.014,0.14291996481970098
Meta,Granada,De 5 a 10 años,Plano,Bueno,Cuenta con riego,No indica,5.46,1.7541700420117556,11.634355327868851,2.4016853932584272,0.33687120226969874,0.2621514179427848,3.8642786300000003,1.1084466899999998,0.09402382799999999,0.12650218000000002,5.5301225302697,0.18388319999999997,319.82500000000005,2.854,7.382,1.681,0.18689533861037821
Meta,Granada,De 1 a 5 años,Plano,Bueno,Cuenta con riego,No indica,5.39,1.5696917556668213,17.748084836065573,2.1207865168539324,0.736905754964966,0.6291634030626836,2.8391694000000003,0.46271268,0.09,0.15224279,4.251030624964966,0.10303799999999999,212.256,2.1959999999999997,5.766,1,0.14291996481970098
Cesar,Pueblo bello,De 5 a 10 años,Pendiente,Bueno,Cuenta con riego,No indica,4.91,1.538136259318346,9.721117622950818,3.3848314606741576,1.5580293104973566,1.226868635972233,3.1469107700000003,1.1330667700000001,0.200370348,0.17769632999999999,6.216073528497358,0.2409504,275.924,1,3.4560000000000004,1,0.18689533861037821
Cesar,Pueblo bello,De 5 a 10 años,Pendiente,Bueno,Cuenta con riego,No indica,5.1,1.4944440336050722,10.210215983606556,3.24438202247191,1.2948486837241546,1.1010359553596962,2.9298559400000004,1.08038704,0.16087021199999998,0.13406169,5.600023565724155,0.2182292,365.76099999999997,1,3.606,1,0.31882145998240985
