departamento,municipio,tiempo_establecimiento,topografia,drenaje,riego,fertilizacion,pH,materia_organica,fosforo,azufre,acidez,aluminio,calcio,magnesio,potasio,sodio,CICE,conductividad,hierro,cobre,manganeso,zinc,boro
Nariño,El rosario,De 1 a 5 años,Pendiente,Bueno,No cuenta con riego,No ha aplicado fertilizantes,5.26,3.8051592442733018,6.245296393310497,16.68918918918919,0.806009783277679,0.5157135847901793,2.11642183,0.8090230700000001,0.26423452799999997,0.11808146,4.113770671277679,0.3080572,134.222,4.536,11.017999999999999,1.093,0.28346456692913385
Nariño,El rosario,De 5 a 10 años,Pendiente,Bueno,No cuenta con riego,No ha aplicado fertilizantes,4.9,2.4909036880661812,5.962402982067297,7.454954954954954,1.9204924465752107,1.5273056164939924,0.90807309,0.25018345999999997,0.130204152,0.14,3.3089531485752106,0.1463668,99.069,2.7910000000000004,7.724,1,0.1062992125984252
Nariño,El rosario,De 0 a 1 año,Ondulado,Bueno,No cuenta con riego,No ha aplicado fertilizantes,5.44,11.228269330257952,4.5479359258512995,2.725225225225225,0.4378324748668873,0.21818651664199892,2.9568642800000005,0.63233779,0.263671848,0.10822539,4.398931782866888,0.30277319999999996,84.694,1.721,6.005000000000001,2.136,0.08661417322834646
Boyacá,Coper,De 1 a 5 años,Ondulado,No indica,Cuenta con riego,No indica,4.83,3.4092670534855656,3.87,1.4338235294117645,2.9073979871481863,2.356002456508776,2.9772852200000006,0.35916352,0.18377128799999998,0.12975564,6.5573736551481865,0.169088,431.53,2.7079999999999997,3.5260000000000002,1,0.10612244897959183
Boyacá,Coper,De 1 a 5 años,Pendiente,No indica,Cuenta con riego,No indica,4.42,3.2646165781372027,4.024301177836762,2.536764705882353,4.931959512674597,3.971001198970279,0.59,0.20311566,0.162558252,0.14,5.9476334246745965,0.2092464,509.795,1.007,1.983,1,0.3510204081632653
Boyacá,Coper,De 1 a 5 años,Ondulado,No indica,Cuenta con riego,No indica,5.08,2.9994240399985372,8.682562624419374,9.154411764705884,1.11335584324112,0.7709110981669299,2.5661216700000002,0.58345969,0.12215782799999998,0.14,4.48509503124112,0.2177008,446.721,1.496,5.8919999999999995,1.7879999999999998,0.2693877551020408
Boyacá,Coper,Mas de 10 años,Pendiente,No indica,Cuenta con riego,No indica,5.1,4.63879609394665,6.9357145819508945,11.544117647058822,0.7725880617168728,0.43196074481081204,4.14303544,1.16854865,0.260689644,0.22621116,6.571072955716873,0.3841468,419.111,1.208,6.53,2.503,0.28979591836734697
Putumayo,Valle del guamuez,De 1 a 5 años,Plano,Regular,Cuenta con riego,No indica,4.87,12.762202902952138,5.198080491649539,5.716911764705882,1.0998263525599363,0.7992756745332772,0.59,0.22755471000000002,0.14173909199999998,0.14,2.119120154559936,0.27741,147.334,12.280999999999999,6.511,1,0.07065217391304347
Caldas,Samaná,Mas de 10 años,Ondulado,Bueno,Cuenta con riego,No indica,5.01,8.39718489567,10.80096973082986,20.42279411764706,0.8017425747633181,0.4933800460081958,1.03652739,0.33327623,0.12542137199999998,0.14,2.396967566763318,0.1896956,211.079,1,1.59,1.202,0.07065217391304347
Arauca,Saravena,De 0 a 1 año,Plano,Bueno,No cuenta con riego,No indica,5.119999999999999,0.8740874418324668,24.976805567165425,8.36206896551724,1.120850229779198,0.9206247188205885,0.59,0.24873521999999998,0.09,0.14,2.189585449779198,0.16538920000000001,192.06,1.1600000000000001,12.08,1,0.13642806520198442
Cundinamarca,Nilo,De 1 a 5 años,Ondulado,Bueno,Cuenta con riego,No indica,4.67,3.287391068718837,16.705239662891753,7.596899224806202,2.905489407977339,2.67704657761258,1.4656965000000002,0.50815121,0.244146852,0.14,5.263483969977339,0.18811039999999998,429.022,1,2.652,1.563,0.2724224643755239
Cundinamarca,Nilo,De 5 a 10 años,Ondulado,Bueno,Cuenta con riego,No indica,5.17,2.8903067418166057,45.5161430076376,4.496124031007752,0.7238236770750563,0.5779986928936252,3.5462170000000004,1.1256445400000001,0.21151141199999998,0.14,5.747196629075057,0.2171724,254.59499999999997,1,3.511,2.07,0.23051131601005864
Cundinamarca,Nilo,De 1 a 5 años,Ondulado,Bueno,Cuenta con riego,No ha aplicado fertilizantes,5.33,2.329717103836982,5.920409533842507,4.496124031007752,0.45876148547010603,0.3346308222015725,1.72095825,0.50344443,0.11968203599999999,0.14,2.942846201470106,0.10568,245.971,1,2.3680000000000003,1.051,0.18860016764459347
Cundinamarca,Nilo,De 5 a 10 años,Pendiente,Bueno,Cuenta con riego,No indica,5.31,3.73119119878604,75.40552936528837,5.0775193798449605,0.41798268676165223,0.2535081986375549,8.2946345,2.2502029,0.602461476,0.14,11.705281562761654,0.2943188,345.554,1,5.053,6.601,0.4191114836546522
Cundinamarca,Nilo,De 1 a 5 años,Ondulado,Bueno,Cuenta con riego,No ha aplicado fertilizantes,5.03,1.8158432690223285,4.225650513563339,9.728682170542635,1.4680367535043395,1.3081023049697833,1.5617627500000002,0.42741183,0.10657159199999999,0.14,3.70378292550434,0.0903564,91.738,1,1,1,0.5448449287510477
Boyacá,Otanche,No indica,Ondulado,Bueno,No cuenta con riego,No indica,4.83,2.126000004259107,9.172618679668284,7.499999999999999,4.910839341067227,3.9581496307153916,0.68322317,0.2,0.09,0.14,6.024062511067227,0.0903564,654.115,2.291,2.226,1.4369999999999998,0.0884046052631579
Boyacá,Quípama,De 1 a 5 años,Ondulado,Bueno,No cuenta con riego,No indica,5.05,1.5771331396859334,8.561426550290578,26.458333333333336,0.5609576000818275,0.35726766262989285,1.78683225,0.36495648,0.09,0.14,2.9427463300818273,0.14372479999999999,153.296,1.723,11.228,3.681,0.0884046052631579
Antioquia,Nariño,De 1 a 5 años,Pendiente,Bueno,No cuenta con riego,No ha aplicado fertilizantes,4.63,2.340773994744262,5.811061968090895,11.458333333333332,4.467978077844732,3.7607122382093983,0.59,0.2,0.09464277599999998,0.14,5.492620853844731,0.08612919999999999,218.185,1,1.5690000000000002,1,0.0884046052631579
Antioquia,Nariño,De 5 a 10 años,Pendiente,Bueno,No cuenta con riego,No ha aplicado fertilizantes,4.79,2.770321975714572,7.49184032387959,21.666666666666664,3.995592730407403,3.4128463561750286,0.86262003,0.26213144000000005,0.141626556,0.14,5.401970756407403,0.13738399999999998,226.952,1,4.176,1,0.4584703947368421
Antioquia,Nariño,De 0 a 1 año,Pendiente,Bueno,No cuenta con riego,No ha aplicado fertilizantes,4.96,1.5055418095242157,7.49184032387959,6.666666666666666,3.96606864619257,3.5068641621302636,0.70529096,0.2,0.104771016,0.14,5.11613062219257,0.081902,88.793,1.272,2.242,1,0.0884046052631579
Antioquia,Nariño,De 1 a 5 años,Pendiente,Bueno,No cuenta con riego,No ha aplicado fertilizantes,4.88,1.624860693127079,3.87,3.958333333333333,6.259105853544603,5.039354399200594,0.8887500500000001,0.25851084,0.115236864,0.14,7.661603607544603,0.06816359999999999,201.64099999999996,1,2.663,1,0.1089638157894737
