NoBloc,NoTraitement,test_type,NtotDose,PtotDose,KtotDose,NsemisDose,NfracDose,LatDD,LonDD,Annee,DatePlantation,DensitePlants,PrecCropFiveClasses,Cultivar,Maturity5,pH1dans1,MOsol,CaSol,MgSol,Ksol,CuSol,ZnSol,FeSol,MnSol,AlSol,Psol,Texture,ArgileMesure,SableMesure,LimonCentroid,Yield
4,3,N,140,229,240,70,70,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,31.0388764
4,4,N,210,229,240,105,105,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.64606742
1,1,N,0,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,14.26382022
1,2,N,70,229,240,70,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,22.70157303
1,3,N,140,229,240,140,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,26.41820225
1,4,N,210,229,240,210,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,24.30876404
2,1,N,0,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,13.46022472
2,2,N,70,229,240,70,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,24.00741573
2,3,N,140,229,240,140,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,28.52764045
2,4,N,210,229,240,210,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,26.71955056
3,1,N,0,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,13.46022472
3,2,N,70,229,240,35,35,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,24.30876404
3,3,N,140,229,240,70,70,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,28.32674157
3,4,N,210,229,240,105,105,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,24.61011236
4,1,N,0,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,14.26382022
4,2,N,70,229,240,35,35,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,24.61011236
4,3,N,140,229,240,70,70,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,27.92494382
4,4,N,210,229,240,105,105,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sablo-graveleux,NA,NA,NA,24.30876404
1,1,N,0,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,9.140898876
1,2,N,70,229,240,70,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,19.68808989
1,3,N,140,229,240,140,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,23.20382022
1,4,N,210,229,240,210,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,18.48269663
2,1,N,0,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,9.140898876
2,2,N,70,229,240,70,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,20.59213483
2,3,N,140,229,240,140,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,27.22179775
2,4,N,210,229,240,210,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,29.02988764
3,1,N,0,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,9.140898876
3,2,N,70,229,240,35,35,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,18.08089888
3,3,N,140,229,240,70,70,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,23.30426966
3,4,N,210,229,240,105,105,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,24.30876404
4,1,N,0,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,9.140898876
4,2,N,70,229,240,35,35,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,17.17685393
4,3,N,140,229,240,70,70,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,23.60561798
4,4,N,210,229,240,105,105,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,27.82449438
1,1,N,0,229,240,0,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,8.94
1,2,N,70,229,240,70,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,24.7105618
1,3,N,140,229,240,140,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,28.52764045
1,4,N,210,229,240,210,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,21.2952809
2,1,N,0,229,240,0,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,8.94
2,2,N,70,229,240,70,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,23.90696629
2,3,N,140,229,240,140,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,30.43617978
2,4,N,210,229,240,210,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,27.82449438
3,1,N,0,229,240,0,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,9.844044944
3,2,N,70,229,240,35,35,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,20.89348315
3,3,N,140,229,240,70,70,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,29.23078652
3,4,N,210,229,240,105,105,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,33.6505618
4,1,N,0,229,240,0,0,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,10.44674157
4,2,N,70,229,240,35,35,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,20.69258427
4,3,N,140,229,240,70,70,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,26.41820225
4,4,N,210,229,240,105,105,48.55,-71.333333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,27.12134831
1,1,N,0,229,240,0,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,7.131910112
1,2,N,70,229,240,70,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,19.78853933
1,3,N,140,229,240,140,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,24.91146067
1,4,N,210,229,240,210,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,22.70157303
2,1,N,0,229,240,0,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,8.136404494
2,2,N,70,229,240,70,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,16.97595506
2,3,N,140,229,240,140,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,24.40921348
2,4,N,210,229,240,210,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,29.73303371
3,1,N,0,229,240,0,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,5.424269663
3,2,N,70,229,240,35,35,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,14.56516854
3,3,N,140,229,240,70,70,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,22.0988764
3,4,N,210,229,240,105,105,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,27.42269663
4,1,N,0,229,240,0,0,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,7.332808989
4,2,N,70,229,240,35,35,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,14.26382022
4,3,N,140,229,240,70,70,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,18.08089888
4,4,N,210,229,240,105,105,48.883333,-72.233333,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sable loameux,NA,NA,12.1,17.77955056
1,1,N,0,229,240,0,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,18.58314607
1,2,N,70,229,240,70,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,34.35370787
1,3,N,140,229,240,140,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,40.17977528
1,4,N,210,229,240,210,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,38.27123596
2,1,N,0,229,240,0,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,18.58314607
2,2,N,70,229,240,70,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,33.34921348
2,3,N,140,229,240,140,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,40.17977528
2,4,N,210,229,240,210,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,40.38067416
3,1,N,0,229,240,0,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,18.08089888
3,2,N,70,229,240,35,35,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,27.42269663
3,3,N,140,229,240,70,70,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,35.35820225
3,4,N,210,229,240,105,105,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,40.78247191
4,1,N,0,229,240,0,0,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,18.08089888
4,2,N,70,229,240,35,35,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,28.72853933
4,3,N,140,229,240,70,70,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,35.05685393
4,4,N,210,229,240,105,105,48.766667,-72.05,1981,1981-05-10,54645,LRC,Kennebec,mid-season,NA,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,36.66404494
1,1,N,0,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,21.2952809
1,2,N,30,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,32.74651685
1,3,N,60,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,35.65955056
1,4,N,90,229,240,0,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,33.44966292
1,5,N,60,229,240,60,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,22.7
1,6,N,90,229,240,60,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,35.2
1,7,N,120,229,240,60,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,37.8
1,8,N,150,229,240,60,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,31.4
1,9,N,120,229,240,120,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,24.9
1,10,N,150,229,240,120,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,32.8
1,11,N,180,229,240,120,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,34.4
1,12,N,210,229,240,120,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,30.3
1,13,N,180,229,240,180,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,27.7
1,14,N,210,229,240,180,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,34.2
1,15,N,240,229,240,180,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,35.1
1,16,N,270,229,240,180,0,48.55,-71.333333,1979,1979-05-10,54645,LRC,Kennebec,mid-season,NA,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam,NA,NA,41.1,31.5
1,1,N,0,229,240,0,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,13.76157303
1,2,N,30,229,240,0,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,24.00741573
1,3,N,60,229,240,0,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,30.33573034
1,4,N,90,229,240,0,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.84696629
1,5,N,60,229,240,60,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,15.1
1,6,N,90,229,240,60,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,25.3
1,7,N,120,229,240,60,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,30
1,8,N,150,229,240,60,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,29.9
1,9,N,120,229,240,120,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,21.9
1,10,N,150,229,240,120,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,30.1
1,11,N,180,229,240,120,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.7
1,12,N,210,229,240,120,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,30.6
1,13,N,180,229,240,180,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,20.4
1,14,N,210,229,240,180,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,29.2
1,15,N,240,229,240,180,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.8
1,16,N,270,229,240,180,0,48.883333,-72.233333,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,31.3
1,1,N,0,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,29.83348315
1,2,N,30,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,31.23977528
1,3,N,60,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.3447191
1,4,N,90,229,240,0,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.64606742
1,5,N,60,229,240,60,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,30.2
1,6,N,90,229,240,60,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,32.6
1,7,N,120,229,240,60,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,34.6
1,8,N,150,229,240,60,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,35.9
1,9,N,120,229,240,120,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,27.8
1,10,N,150,229,240,120,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,31.4
1,11,N,180,229,240,120,0,46.583333,-71.2,1980,1980-05-10,54645,LRC,Kennebec,mid-season,NA,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loam sableux,NA,NA,25,34.2
