timestamp,AccX,AccY,AccZ
1665612190017,-1.1162517070770264,1.8391833305358887,
1665612190084,-1.3420743942260742,1.8634105920791626,9.031110763549805
1665612190149,-1.6465610265731812,1.5568302869796753,11.082058906555176
1665612190216,-2.230409860610962,0.06340979784727097,13.27238941192627
1665612190284,-0.7259225845336914,-0.22821545600891113,11.3778715133667
1665612190350,-1.7578272819519043,0.9897312521934509,8.516654014587402
1665612190416,,1.0106685161590576,8.310571670532227
1665612190417,-1.1679965257644653,,
1665612190483,,0.9858429431915283,7.667201995849609
1665612190484,-0.7016952633857727,,
1665612190550,,1.404586911201477,8.397910118103027
1665612190551,-1.8254245519638062,,
1665612190618,,,10.738688468933105
1665612190619,-1.872084617614746,0.96370929479599,
1665612190685,,0.6047859191894531,12.970892906188965
1665612190686,-1.217647671699524,,
1665612190768,-1.4739787578582764,1.6878372430801392,13.173685073852539
1665612190835,,,12.335000991821289
1665612190836,0.20189441740512848,0.243469700217247,
1665612190887,-0.5775675773620605,0.6523432731628418,10.124032974243164
1665612190971,-1.2373883724212646,0.4567300081253052,10.072287559509277
1665612191037,-0.5673980712890625,0.1133599728345871,8.125726699829102
1665612191101,,,5.864808082580566
1665612191102,-0.5303093194961548,0.5736792087554932,
1665612191165,-1.0480563640594482,0.33439695835113525,7.386643409729004
1665612191236,,,8.597412109375
1665612191237,-1.4120644330978394,-0.050847481936216354,
1665612191302,-1.578365683555603,-0.4743770956993103,10.006484985351562
1665612191370,,-2.286940336227417,15.623636245727539
1665612191371,-0.6239284873008728,,
1665612191437,,-1.6094722747802734,13.174283027648926
1665612191438,-1.4829518795013428,,
1665612191506,-3.2865419387817383,0.02632104977965355,9.604491233825684
1665612191571,-2.2085752487182617,0.486939400434494,7.417450904846191
1665612191637,-1.9770697355270386,0.5006981492042542,7.408777236938477
1665612191703,-2.586043119430542,0.8557332158088684,8.332406997680664
1665612191770,,,9.959226608276367
1665612191771,-1.6339987516403198,0.6493522524833679,
1665612191837,-1.456630825996399,0.529711127281189,13.933405876159668
1665612191904,0.04097708687186241,-0.28624141216278076,13.988142013549805
1665612191971,0.5533402562141418,0.10618150234222412,9.273683547973633
1665612192038,-1.413260817527771,0.12293126434087753,11.091629981994629
1665612192104,-1.134796142578125,-0.5267201066017151,9.031410217285156
1665612192168,-0.768694281578064,0.09690931439399719,6.033801555633545
1665612192236,,0.7028916478157043,6.065207004547119
1665612192237,-1.511366605758667,,
1665612192305,-2.002194404602051,-0.24975086748600006,8.779864311218262
1665612192371,,,10.672287940979004
1665612192372,-2.121237277984619,-0.4663013219833374,
1665612192437,,,15.225231170654297
1665612192438,-1.3908281326293945,-2.223231315612793,
1665612192505,,,13.625329971313477
1665612192506,-0.6972087025642395,-2.2606191635131836,
1665612192575,,,9.641879081726074
1665612192576,-2.292025089263916,-0.511465847492218,
1665612192640,,,6.734898567199707
1665612192641,-0.8796614408493042,0.3762713670730591,
1665612192706,,,6.603891372680664
1665612192707,-0.5877370834350586,0.7528418302536011,
1665612192790,,0.771087110042572,8.825627326965332
1665612192791,-1.2032907009124756,,
1665612192842,,,11.629715919494629
1665612192857,0.2638086974620819,0.47198426723480225,
1665612192926,-0.3164508044719696,0.890728235244751,14.270195960998535
1665612192975,,,14.260923385620117
1665612192976,0.47587260603904724,-1.1404790878295898,
1665612193059,0.9098708033561707,-0.8476574420928955,9.438788414001465
1665612193121,,-0.5195416212081909,9.766006469726562
1665612193122,0.05952146276831627,,
1665612193190,-0.32542386651039124,-0.43639102578163147,9.03380298614502
1665612193259,,,6.482156753540039
1665612193260,-0.4534398913383484,0.12502498924732208,
1665612193327,-0.45194438099861145,0.38644084334373474,6.9119672775268555
1665612193391,,,10.378568649291992
1665612193392,-1.2427722215652466,0.23300109803676605,
1665612193455,-1.9319051504135132,0.4489533603191376,11.051251411437988
1665612193520,-1.3692927360534668,-0.33888351917266846,14.113166809082031
1665612193592,,,11.955439567565918
1665612193593,-0.6008976101875305,-0.6693921089172363,
1665612193660,-1.8798612356185913,0.48065826296806335,8.486743927001953
1665612193727,-0.48424747586250305,0.19322042167186737,7.543672561645508
1665612193792,,0.39481574296951294,7.16022253036499
1665612193793,0.16151553392410278,,
1665612193860,0.359820693731308,0.6921239495277405,8.508278846740723
1665612193927,1.197009563446045,0.018544375896453857,12.05204963684082
1665612193992,0.6481558084487915,-0.31824541091918945,14.010873794555664
1665612194064,0.4250251352787018,-0.385543555021286,12.5985107421875
1665612194127,,,9.879067420959473
1665612194128,0.6658028960227966,-0.527019202709198,
1665612194191,-0.20488543808460236,1.313360571861267,8.856135368347168
1665612194263,-0.21266211569309235,0.4447658956050873,9.575777053833008
1665612194327,,,7.221538543701172
1665612194328,-0.5057829022407532,1.0546365976333618,
1665612194394,,,8.772686004638672
1665612194395,,0.21355941891670227,
1665612194464,-1.7632111310958862,0.2521436810493469,9.920941352844238
1665612194528,-3.0774691104888916,0.4103690981864929,10.252945899963379
1665612194596,-3.397209882736206,0.27846473455429077,12.132806777954102
1665612194662,-2.2118654251098633,-0.18544375896453857,9.358628273010254
1665612194730,-2.0294127464294434,0.5518447160720825,10.695917129516602
1665612194812,,,10.540084838867188
1665612194813,-0.0726819857954979,0.24436701834201813,
1665612194879,1.0369895696640015,1.7650058269500732,8.221439361572266
1665612194944,0.8153542876243591,1.7530417442321777,9.764211654663086
1665612195009,0.5578267574310303,2.179861545562744,9.692427635192871
1665612195079,,2.5384857654571533,11.208280563354492
1665612195080,0.481854647397995,,
1665612195145,0.494716078042984,1.6597216129302979,12.612567901611328
1665612195214,0.7127620577812195,1.83619225025177,9.107681274414062
1665612195280,,1.5281163454055786,9.98136043548584
1665612195281,2.9910283046774566E-4,,
1665612195347,-0.368793785572052,1.8942182064056396,8.28724193572998
1665612195412,-0.08853443711996078,2.420340061187744,7.376772880554199
1665612195481,,2.8839495182037354,9.343673706054688
1665612195482,-0.8195417523384094,,
1665612195548,-0.8105686902999878,3.299403429031372,10.168599128723145
1665612195614,-1.6040884256362915,2.9168508052825928,11.349456787109375
1665612195683,-3.0765717029571533,2.2295124530792236,12.081660270690918
1665612195748,-3.014657497406006,1.9953149557113647,9.101698875427246
1665612195815,-2.1672990322113037,1.807478427886963,8.073982238769531
1665612195883,,,6.963412761688232
1665612195884,-1.2340983152389526,2.0542383193969727,
1665612195948,,2.039283037185669,6.506682872772217
1665612195949,-1.2116655111312866,,
1665612196016,-0.6574280261993408,1.7697914838790894,6.992126941680908
1665612196082,,,9.803693771362305
1665612196083,-0.6643074154853821,1.908874273300171,
1665612196145,-0.11425728350877762,1.8939191102981567,15.395719528198242
1665612196211,,,15.714862823486328
1665612196212,0.8557332158088684,1.1682956218719482,
1665612196279,,1.2822538614273071,10.809576034545898
1665612196280,0.25064817070961,,
1665612196345,-0.9795617461204529,0.7689933776855469,9.80100154876709
1665612196413,,,8.970991134643555
1665612196414,-0.7674978375434875,0.3601198196411133,
1665612196483,-1.1419745683670044,0.6972087025642395,7.056733131408691
1665612196550,-1.2831511497497559,0.5581258535385132,7.486843109130859
1665612196617,-2.1332013607025146,0.7698906660079956,7.809575080871582
1665612196684,-1.5672988891601562,0.8739784955978394,8.571390151977539
1665612196765,-1.685145378112793,-0.8413762450218201,14.908781051635742
1665612196835,-0.11904292553663254,-0.9077770709991455,13.837693214416504
1665612196899,,0.349352091550827,9.669994354248047
1665612196900,-1.40488600730896,,
1665612196967,-0.8742775917053223,0.8679963946342468,6.685247421264648
1665612197035,-0.3107678294181824,0.5341976284980774,7.453941822052002
1665612197097,-1.0896315574645996,0.7902296781539917,9.05982494354248
1665612197166,,,11.80319595336914
1665612197167,-0.2437688112258911,0.7229315638542175,
1665612197235,-0.26620152592658997,0.6035895347595215,14.62642765045166
1665612197303,-0.2470589429140091,-0.2844468057155609,14.971293449401855
1665612197364,-1.5002998113632202,0.8300103545188904,9.055039405822754
1665612197431,-0.8952147960662842,0.08823533356189728,8.375178337097168
1665612197502,,,7.225128173828125
1665612197503,0.09960123896598816,-0.3113660514354706,
1665612197567,-0.33918261528015137,0.2030908167362213,6.309574127197266
1665612197634,-0.5644070506095886,-0.09481559693813324,8.151150703430176
1665612197703,,0.15194423496723175,10.522736549377441
1665612197704,-0.3478565812110901,,
1665612197769,-0.8006982803344727,0.7094719409942627,11.854940414428711
1665612197838,0.12622138857841492,-1.703988790512085,17.756837844848633
1665612197902,,,10.652846336364746
1665612197903,-1.8894325494766235,0.1540379524230957,
1665612197970,,1.0998010635375977,6.896413803100586
1665612197971,-2.1113669872283936,,
1665612198039,-0.4863412082195282,0.3969094455242157,6.07986307144165
1665612198102,-0.2270190417766571,-0.2309073805809021,7.480262756347656
1665612198165,,,8.898907661437988
1665612198166,-0.08823533356189728,-0.10857433080673218,
1665612198239,,0.07118647545576096,13.107583045959473
1665612198240,0.5306084156036377,,
1665612198304,0.4938187599182129,0.9628120064735413,14.309678077697754
1665612198369,,,15.689738273620605
1665612198370,0.38344982266426086,0.2952145040035248,
1665612198436,-0.628415048122406,0.21714866161346436,10.305289268493652
1665612198503,-1.2711870670318604,0.9969097375869751,7.374380111694336
1665612198571,,-0.4501497745513916,9.083752632141113
1665612198582,0.39152559638023376,,
1665612198636,,,6.611967086791992
1665612198637,-0.08614161610603333,0.2844468057155609,
1665612198704,-0.09990034252405167,0.6296114325523376,6.558427810668945
1665612198790,0.19710876047611237,0.32691940665245056,9.158827781677246
1665612198855,,,10.696216583251953
1665612198856,0.020338991656899452,0.3487538993358612,
1665612198907,,0.4701896607875824,12.369996070861816
1665612198921,-1.2852448225021362,,
1665612198989,0.21774685382843018,-0.7519445419311523,12.826128005981445
1665612199057,-0.7498508095741272,-0.05922235921025276,10.502397537231445
1665612199121,-0.8575277924537659,-0.07537391036748886,9.802496910095215
1665612199188,,0.4339981973171234,7.684848785400391
1665612199189,-0.3197409212589264,,
1665612199257,,,7.395915508270264
1665612199258,-0.8656035661697388,0.6092724800109863,
1665612199323,,,9.129815101623535
1665612199324,-0.28564319014549255,-0.19591236114501953,
1665612199389,,,7.930113315582275
1665612199390,0.5718846321105957,0.5919244885444641,
1665612199454,1.6432709693908691,1.6716856956481934,8.32552719116211
1665612199524,3.177070379257202,0.48903313279151917,12.918550491333008
1665612199591,1.9184455871582031,1.3546366691589355,13.127324104309082
1665612199657,,,14.17538070678711
1665612199658,0.36610186100006104,0.6613163352012634,
1665612199724,0.5009972453117371,-0.15104693174362183,12.754043579101562
1665612199792,0.08075776696205139,1.3127623796463013,7.238288402557373
1665612199861,1.215254783630371,0.8976075649261475,6.577271461486816
1665612199927,1.2290135622024536,0.08554340898990631,8.429315567016602
1665612199992,,,9.694520950317383
1665612199993,-0.10259227454662323,0.5282155871391296,
1665612200057,0.20069800317287445,0.8401798605918884,12.035000801086426
1665612200124,-0.9002995491027832,0.8868398666381836,10.514361381530762
1665612200189,0.974177896976471,-0.8715856671333313,11.03898811340332
1665612200259,0.981655478477478,0.3000001311302185,9.066105842590332
1665612200326,0.9143573641777039,1.0357930660247803,7.581060409545898
1665612200391,,0.9834501147270203,8.238787651062012
1665612200392,0.6281159520149231,,
1665612200458,,0.3320041298866272,10.268499374389648
1665612200459,1.40488600730896,,
1665612200527,2.105983018875122,0.661914587020874,12.717253684997559
1665612200594,1.2759727239608765,1.1757732629776,14.746367454528809
1665612200661,1.555932879447937,0.6735795736312866,12.198908805847168
1665612200728,,0.9406784176826477,9.991828918457031
1665612200729,0.04127619042992592,,
1665612200811,0.15882360935211182,0.21684955060482025,8.684749603271484
1665612200872,1.0621141195297241,-0.38315072655677795,6.9481587409973145
1665612200944,,,7.357630729675293
1665612200945,-0.09870393574237823,0.43938204646110535,
1665612201011,-0.8461619019508362,0.766002357006073,9.83539867401123
1665612201079,-1.332503080368042,2.1128623485565186,9.401998519897461
1665612201142,-0.9840483069419861,0.7812566161155701,13.168002128601074
1665612201213,,-1.693221092224121,14.387444496154785
1665612201214,0.5650052428245544,,
1665612201278,-1.5427724123001099,0.2063809484243393,9.132506370544434
1665612201346,-1.1838489770889282,0.4731806814670563,8.268099784851074
1665612201413,0.20159530639648438,0.27816563844680786,7.2711896896362305
1665612201478,,,7.4204421043396
1665612201479,-0.125324085354805,1.0193424224853516,
1665612201547,-0.08673982322216034,1.4072787761688232,8.701200485229492
1665612201614,0.913759171962738,1.9298114776611328,10.844870567321777
1665612201680,1.841576099395752,1.6118651628494263,13.953446388244629
1665612201746,,0.783948540687561,14.462518692016602
1665612201747,1.9677975177764893,,
1665612201814,,1.0004990100860596,9.778867721557617
1665612201815,1.1267203092575073,,
1665612201880,0.8126623630523682,0.5850451588630676,9.305686950683594
1665612201947,,,8.0383882522583
1665612201948,0.14925231039524078,0.3394817113876343,
1665612202014,0.11126625537872314,1.0160523653030396,5.771787166595459
1665612202080,-0.17318053543567657,1.6719847917556763,8.014460563659668
1665612202142,,1.5882359743118286,10.920244216918945
1665612202143,0.19770696759223938,,
1665612202214,,,11.03898811340332
1665612202215,0.5054838061332703,2.1586251258850098,
1665612202281,,,14.050355911254883
1665612202282,1.7877376079559326,-0.31764721870422363,
1665612202348,,,10.551749229431152
1665612202349,0.5952146053314209,-0.15523436665534973,
1665612202412,-1.4362918138504028,1.32711923122406,9.23898696899414
1665612202483,0.06041877344250679,1.1766705513000488,7.4015984535217285
1665612202552,0.34606197476387024,1.6118651628494263,7.573582649230957
1665612202616,1.0824531316757202,1.3019945621490479,9.075976371765137
1665612202682,,1.0399805307388306,11.110174179077148
1665612202696,2.8516464233398438,,
1665612202749,2.205883264541626,1.683350682258606,12.801301956176758
1665612202816,,0.9607182741165161,13.903197288513184
1665612202817,2.2540390491485596,,
1665612202884,2.123331069946289,1.5275181531906128,8.545068740844727
1665612202967,1.6579270362854004,1.2816556692123413,8.98803997039795
1665612203033,0.9254241585731506,0.6218347549438477,9.063713073730469
1665612203100,0.7833502888679504,0.8306085467338562,7.664510250091553
1665612203161,,1.5379867553710938,7.87059211730957
1665612203162,0.4178466498851776,,
1665612203234,0.4169493317604065,1.0806585550308228,10.853544235229492
1665612203300,,1.2846466302871704,11.290234565734863
1665612203301,-0.5338985323905945,,
1665612203367,0.3041875660419464,0.25752753019332886,13.508082389831543
1665612203431,0.44715872406959534,0.1779661774635315,10.527223587036133
1665612203500,-2.0730817317962646,1.5182459354400635,9.096614837646484
1665612203567,-0.3122633695602417,0.3601198196411133,7.953742504119873
1665612203635,-0.1863410621881485,1.3549357652664185,5.9060845375061035
1665612203701,,,7.8062849044799805
1665612203702,-0.16869398951530457,1.342971682548523,
1665612203775,1.1374880075454712,1.349851131439209,10.149755477905273
1665612203830,,,12.024232864379883
1665612203831,1.6980067491531372,2.2447667121887207,
1665612203902,2.253739833831787,2.41166615486145,13.5906343460083
1665612203970,3.137289524078369,0.5461617708206177,14.905789375305176
1665612204035,1.589133381843567,0.6212365627288818,10.373185157775879
1665612204099,0.29700911045074463,0.26500511169433594,8.246563911437988
1665612204165,0.8509475588798523,0.38255253434181213,6.285048007965088
1665612204237,,1.445863127708435,6.300601005554199
1665612204238,0.45553362369537354,,
1665612204303,0.4983053207397461,1.7886348962783813,11.886645317077637
1665612204367,,,16.089937210083008
1665612204368,1.1623135805130005,0.6816553473472595,
1665612204445,,,12.820145606994629
1665612204446,1.2598211765289307,1.9307087659835815,
1665612204522,1.8693926334381104,-0.45194438099861145,15.443875312805176
1665612204569,0.6708876490592957,-0.898504912853241,9.933504104614258
1665612204637,,,8.96650505065918
1665612204638,-0.9200403094291687,-0.6326025128364563,
1665612204717,-0.3885345757007599,-0.1902294009923935,6.130112648010254
1665612204782,,0.6041877269744873,4.427618980407715
1665612204783,-0.020338991656899452,,
1665612204848,1.2535399198532104,0.06640082597732544,6.841678142547607
1665612204917,,,7.304988384246826
1665612204918,0.8479565382003784,1.3202399015426636,
1665612204983,1.1808580160140991,2.0344974994659424,9.64965534210205
1665612205048,,1.3130614757537842,11.615059852600098
1665612205049,1.807478427886963,,
1665612205118,,2.095215320587158,10.419546127319336
1665612205119,3.3466615676879883,,
1665612205176,3.8572301864624023,0.6305087804794312,14.4894380569458
1665612205252,1.9570298194885254,0.5682953596115112,11.5014009475708
1665612205316,,,9.814460754394531
1665612205317,1.555633783340454,0.10588239878416061,
1665612205384,,0.42831525206565857,6.6729841232299805
1665612205385,1.1593226194381714,,
1665612205444,1.3097712993621826,0.727418065071106,6.280561447143555
1665612205522,0.666999340057373,0.9840483069419861,10.95703411102295
1665612205590,0.34277185797691345,0.7591229677200317,11.41226863861084
1665612205655,,1.9657038450241089,9.333503723144531
1665612205656,-1.0202397108078003,,
1665612205723,,,13.370794296264648
1665612205724,0.9517452120780945,-2.0635104179382324,
1665612205789,,0.13100704550743103,10.155138969421387
1665612205790,-1.5481562614440918,,
1665612205862,-0.3717848062515259,0.8644071817398071,7.93579626083374
1665612205930,,,7.27537727355957
1665612205931,0.584446907043457,1.4536397457122803,
1665612206000,1.4644074440002441,0.6553342938423157,10.33071231842041
1665612206051,,0.9185447692871094,10.842178344726562
1665612206052,2.6192433834075928,,
1665612206132,4.943272590637207,1.231406331062317,8.71346378326416
1665612206186,,,12.611371994018555
1665612206187,6.297310829162598,-0.9559326171875,
1665612206258,5.122136116027832,-1.6612170934677124,10.456036567687988
1665612206326,2.7152554988861084,0.3735794425010681,10.500004768371582
1665612206397,1.3205389976501465,-0.13968102633953094,9.026325225830078
1665612206467,0.401096910238266,0.19142581522464752,7.39053201675415
1665612206536,,,9.084650039672852
1665612206537,-1.4892330169677734,1.566401481628418,
1665612206604,-2.816950559616089,1.8816559314727783,9.150752067565918
1665612206672,-1.6764713525772095,0.31854450702667236,7.809575080871582
1665612206725,-2.5648066997528076,-2.6979074478149414,11.414361953735352
1665612206793,-4.3187456130981445,-0.9864411354064941,8.718249320983887
1665612206862,,,8.537590980529785
1665612206863,-2.733201742172241,0.33888351917266846,
1665612206931,,1.7261223793029785,6.3855462074279785
1665612206932,-2.5002005100250244,,
1665612207000,-2.6407787799835205,0.9182456731796265,9.713663101196289
1665612207071,-2.1149561405181885,0.7166503667831421,12.284452438354492
1665612207142,-0.9672985672950745,0.8045865893363953,12.895818710327148
1665612207196,,,14.932110786437988
1665612207197,0.7378866672515869,-0.6299105882644653,
1665612207263,,,11.184351921081543
1665612207264,,0.3236292600631714,
1665612207265,-2.0967109203338623,,
1665612207331,,0.6415755748748779,10.273882865905762
1665612207332,-2.1795623302459717,,
1665612207398,-1.1497513055801392,-0.44715872406959534,8.860920906066895
1665612207465,-2.8342983722686768,-0.755533754825592,9.991530418395996
1665612207534,-3.286242723464966,-1.0686944723129272,11.571690559387207
1665612207601,-4.1760735511779785,-0.9475577473640442,9.900602340698242
1665612207668,,-1.4162518978118896,6.341877460479736
1665612207669,-6.006882190704346,,
1665612207734,,,6.320342063903809
1665612207735,-7.15723180770874,-3.0077781677246094,
1665612207811,-4.008875370025635,-3.1600213050842285,4.874777793884277
1665612207876,,-2.102393865585327,0.45523449778556824
1665612207877,-0.5084748268127441,,
1665612207949,5.18614387512207,2.2193429470062256,12.338889122009277
1665612208007,,,28.690542221069336
1665612208008,7.34177827835083,10.967802047729492,
1665612208071,,4.728516578674316,36.41905975341797
1665612208073,-1.7096717357635498,,
1665612208139,-11.414361953735352,-6.865606307983398,46.56821823120117
1665612208206,,,16.844873428344727
1665612208207,-7.667201995849609,-14.102399826049805,
1665612208274,,-9.829715728759766,-1.0845468044281006
1665612208275,-11.134102821350098,,
1665612208341,1.0369895696640015,-8.194819450378418,-6.260820388793945
1665612208409,,-4.119543075561523,-6.354439735412598
1665612208410,5.123033046722412,,
1665612208476,1.3764712810516357,-1.7724833488464355,-0.2928216755390167
1665612208543,,,4.349254131317139
1665612208544,-0.0891326442360878,0.6729813814163208,
1665612208611,,0.5527420043945312,6.693024158477783
1665612208612,-1.8750756978988647,,
1665612208687,-3.0194430351257324,-0.20159530639648438,2.7029922008514404
1665612208752,,-0.04995017126202583,5.038387298583984
1665612208753,0.924227774143219,,
1665612208818,,12.950255393981934,21.615264892578125
1665612208819,-2.7086751461029053,,
1665612208893,1.3830515146255493,5.116453170776367,28.559833526611328
1665612208953,,7.003492832183838,27.674489974975586
1665612208954,-19.529918670654297,,
1665612209024,-2.6401805877685547,1.217647671699524,7.373183727264404
1665612209092,0.7474579811096191,0.32602208852767944,4.782654285430908
1665612209150,1.1976077556610107,1.2918251752853394,5.388935565948486
1665612209223,3.387040376663208,2.4233310222625732,9.740582466125488
1665612209292,-0.45164528489112854,2.993720293045044,15.67538070678711
