ingrediente,departamento,municipio,topografia,textura_de_suelo,epoca_recoleccion,altura_corte_cm,altura_planta_cm,edad_corte_d,proteina,ceniza,extracto_etereo,FDN,FDA,lignina,hemicelulosa,almidon,carbohidratos_noes,carbohidratos_solubles,digestibilidad_ms,energia_digestible,energia_metabolizable,energia_neta_manten,energia_neta_ganancia,energia_neta_lactancia
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104.2,35,7.92,10.5,1.67,65.28,35.02,7.88,30.26,7.26,8.9,1.64,54.8,2.23,1.76,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99,35,11,11.77,1.77,65.44,36.49,8.06,28.95,5.87,6.05,0.18,56.8,2.34,1.84,1,0.45,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,88.2,35,6.39,9,1.28,68.63,37.95,8.62,30.68,8.05,10.34,2.29,52.66,2.13,1.67,0.83,0.29,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,75.8,35,7.28,9.79,2.06,67.58,36.98,8.45,30.6,5.28,6.14,0.86,53.67,2.19,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,77.2,35,7.54,9.24,1.76,64.1,34.35,7.42,29.75,7.33,10.09,2.76,54.71,2.22,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,94,35,6.69,8.17,1.62,65.95,35.45,8.3,30.5,8.29,11.02,2.73,53.69,2.17,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,120,35,9.12,10.58,1.93,64.41,33.01,7.22,31.4,9.26,11.9,2.64,56.4,2.29,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,115.4,35,7.9,8.61,1.5,65.07,35.18,7.94,29.89,7.57,10.16,2.6,54.74,2.21,1.75,0.91,0.37,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,102.8,35,8.88,10.04,1.58,65.07,35.12,7.59,29.95,6.95,8.88,1.93,55.54,2.25,1.79,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,92,35,7.96,10.81,1.77,65.67,37.26,8.08,28.41,6.33,7.64,1.31,54.13,2.19,1.73,0.89,0.35,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,82,35,7.27,8.77,1.82,66.44,37.16,8.52,29.28,5.4,6.93,1.54,53.61,2.18,1.71,0.87,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,103,35,10.46,9.13,1.69,65.37,36.01,6.97,29.36,9.24,11.15,1.92,56.52,2.32,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,76.8,35,8.23,8.66,1.54,64.38,33.96,7.8,30.42,7.11,8.11,1,55.39,2.26,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,59.4,35,8.88,10.69,1.57,60.81,31.05,7.11,29.76,12.55,16.66,4.1,56.82,2.31,1.84,1,0.45,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,116.8,35,8.52,11.67,1.85,64.65,33.68,8.34,30.97,6.7,8.29,1.59,55.7,2.26,1.79,0.95,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,87.6,35,8.29,10.77,2.13,64.84,34.47,7.64,30.37,5.74,7.24,1.49,55.27,2.26,1.77,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,91.6,35,8.13,9.56,1.75,62.13,32.5,7.54,29.63,6.9,9.65,2.75,55.77,2.26,1.79,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,113.4,35,8.51,10.94,1.59,65.73,34.89,7.92,30.84,7.01,8.3,1.3,55.32,2.25,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99.2,35,10.08,10.32,1.76,63.95,35.24,7.16,28.71,7.45,9.3,1.85,56.46,2.3,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,100.6,35,9.16,10.11,1.73,62.77,32.79,7.23,29.98,7.06,10.07,3.01,56.5,2.31,1.82,0.98,0.44,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,113,35,7.56,10.71,1.66,67.22,35.51,8.97,31.71,6.09,8.12,2.03,54.36,2.2,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,125.4,35,8.02,7.78,1.62,62.73,31.34,7.25,31.39,8.8,11.2,2.39,56.04,2.26,1.81,0.97,0.42,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,120.8,35,10.09,9.56,1.75,65.5,36.22,7.44,29.28,6.97,7.7,0.73,56.16,2.31,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,96.8,35,9.2,8.91,1.47,67.67,36.6,8.02,31.07,7.36,7.84,0.48,55.33,2.26,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,103.2,35,8.95,9.01,1.3,65.82,35.38,8.27,30.44,8.94,10.69,1.75,55.51,2.25,1.78,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,95.6,35,9.45,10.34,1.86,62.09,30.48,7.25,31.61,7.8,10.9,3.1,57.46,2.32,1.86,1.02,0.47,1.17
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,121.2,35,9.5,9.34,1.4,65.51,34.88,7.95,30.63,8.01,9.28,1.27,56.11,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,73.2,35,6.93,7.94,1.4,69.66,40.16,9.29,29.5,8,10.23,2.23,52.39,2.12,1.66,0.82,0.28,1.05
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,102.2,35,9.52,10.86,1.71,63.19,33.81,6.6,29.38,7.55,9.69,2.13,56.46,2.3,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,110,35,7.91,11.65,1.69,65.72,33.83,8.09,31.89,7.71,9.51,1.8,55.17,2.23,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,102,35,9.04,10.22,1.57,66.21,35.47,8.13,30.74,6.97,8.17,1.2,55.56,2.26,1.79,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,115.4,35,10.02,10.25,1.66,64.26,34.41,7.11,29.85,7.43,8.51,1.07,56.67,2.32,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,100.2,35,8.79,9.63,1.78,64.33,33.92,7.87,30.41,6.92,8.37,1.45,55.84,2.28,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,105,35,10.03,9.52,1.77,63.29,33.39,7.33,29.9,8.86,11.25,2.39,57,2.32,1.85,1,0.45,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,123.2,35,8.98,7.56,1.34,63.53,33.61,7.31,29.92,8.45,10.34,1.89,56.09,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,100.2,35,9.28,11.28,1.92,62.61,31.65,6.74,30.96,9.47,11.48,2.01,56.95,2.32,1.84,1,0.45,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104.4,35,8.94,10.05,1.7,64.95,35.31,7.64,29.64,7.35,9.9,2.55,55.53,2.25,1.79,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,89.6,35,8.41,10.41,1.82,65.19,34.64,7.01,30.55,9.01,11.1,2.09,55.31,2.26,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,93,35,7.52,8.91,1.8,66.63,35.25,8.32,31.38,6.03,7.47,1.44,54.41,2.21,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,89.4,35,6.23,9.54,1.68,67.65,37.67,9.48,29.98,6.02,8.59,2.58,52.62,2.11,1.67,0.83,0.29,1.06
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,60.6,35,8.57,10.56,1.79,62.9,32.64,7.01,30.26,9.65,11.66,2.01,56.07,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,112.8,35,9.01,9.67,1.48,64.91,34.21,8.55,30.7,7.07,9.4,2.33,55.93,2.25,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,108,35,7.01,10.3,1.77,66.02,34.13,8.63,31.89,6.22,8.2,1.99,54.36,2.19,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,88.4,35,8.38,10.91,1.73,64.55,34.25,8.51,30.3,5.45,7.27,1.83,55.41,2.24,1.78,0.94,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,96,35,9.3,8.41,1.51,63.27,34.98,6.94,28.29,8.08,10.11,2.03,55.92,2.26,1.8,0.96,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99.4,35,9.43,7.9,1.52,64.21,35.24,7.43,28.97,7.93,9,1.07,55.94,2.28,1.8,0.96,0.42,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,112,35,8.33,9.2,1.32,64.91,34.15,8.03,30.76,8.98,11.14,2.16,55.41,2.23,1.78,0.94,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,98,35,8.26,10.59,1.94,67.39,36.76,8.25,30.63,6.01,6.77,0.76,54.53,2.22,1.74,0.91,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,86.6,35,9.52,10.32,1.58,64.33,34.3,7.74,30.03,5.48,6.94,1.46,56.31,2.3,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,101.4,35,9.82,10.27,1.59,63.39,34.47,7.49,28.92,7.34,8.34,1,56.49,2.31,1.82,0.98,0.44,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,88.4,35,8.63,9.59,1.63,65.33,34.53,8.05,30.8,6.3,8.68,2.38,55.52,2.24,1.79,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,100.2,35,9.28,8.39,1.35,64.67,35.86,7,28.81,8.78,11,2.22,55.62,2.27,1.79,0.95,0.4,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,75.4,35,7.52,10.59,1.88,66.78,34.74,8.74,32.04,4.8,7.03,2.23,54.57,2.2,1.75,0.91,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,89.6,35,10.43,11.34,1.7,64.55,33.77,7.74,30.78,7.05,8.01,0.95,57.2,2.34,1.85,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,86.6,35,7.32,9.82,1.99,68.37,37.58,8.82,30.79,5.79,6.56,0.77,53.52,2.18,1.7,0.86,0.32,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,86.8,35,9.02,11.06,1.76,63.2,31.99,6.94,31.21,8.81,11.27,2.46,56.64,2.3,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,104,35,10.98,9.98,1.4,63.38,34,7.65,29.38,7.84,8.72,0.88,57.57,2.35,1.87,1.03,0.48,1.17
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,76.2,35,9.83,9.4,1.66,62.09,32.39,6.91,29.7,8.42,10.54,2.13,57.16,2.33,1.85,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,87,35,8.79,9.92,1.6,65.27,34.96,7.94,30.31,7.39,8.9,1.51,55.52,2.26,1.78,0.95,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,93.6,35,8.72,8.85,1.54,64.47,35.46,7.5,29.01,6.32,8.99,2.67,55.3,2.24,1.78,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,83.6,35,10.16,11.67,1.62,63.55,33.28,7.88,30.27,7.04,9.58,2.55,57.14,2.31,1.85,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,95.2,35,8.18,10.36,1.96,65.61,35.17,8.35,30.44,7.39,9.38,1.98,54.96,2.24,1.76,0.92,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,78.8,35,7.96,11.32,1.95,65.28,34.19,7.9,31.09,6.48,8.44,1.96,55.1,2.23,1.77,0.93,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,82.4,35,8.1,8.71,1.39,68.51,38.73,8.83,29.78,6.66,8,1.34,53.78,2.19,1.71,0.88,0.33,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,108.4,35,8.34,8.72,1.8,65.03,35.02,8.25,30.01,7.08,9.55,2.47,55.14,2.26,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,107.4,35,8.63,7.66,1.33,65.39,34.6,7.67,30.79,8.19,10.02,1.83,55.5,2.24,1.78,0.94,0.4,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,131.8,35,10.28,10.94,1.44,64.34,34.34,7.74,30,6.76,7.04,0.29,56.9,2.32,1.84,1,0.45,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,101.8,35,7.74,8.43,1.3,68.24,37.52,8.45,30.72,8.37,10.34,1.97,53.87,2.19,1.72,0.88,0.34,1.09
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,74.8,35,7.83,9.16,1.43,65.23,36.15,8.62,29.08,6.37,9.06,2.69,54.38,2.19,1.74,0.9,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,103.6,35,8.24,11.88,1.73,63.98,31.54,7.77,32.44,7.41,9.86,2.45,56.16,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,105.4,35,9.25,9.88,1.68,63.92,34.02,7.67,29.9,7.47,9.2,1.74,56.18,2.28,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,101.4,35,10.64,10.92,1.79,62.97,33.47,7.59,29.5,7.55,9.23,1.68,57.46,2.34,1.86,1.02,0.47,1.17
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,107,35,6.37,7.96,1.48,67.72,36.57,8.77,31.15,8.91,11.08,2.17,53.08,2.14,1.69,0.85,0.31,1.07
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,74,35,7.76,10.56,1.7,66.28,35.54,8.31,30.74,7.63,9.36,1.73,54.51,2.21,1.74,0.91,0.36,1.1
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,60.6,35,8.04,11.93,1.57,65.86,34.62,8.57,31.24,5.08,6.19,1.11,55.03,2.23,1.76,0.93,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,77,35,10.25,9.89,1.34,63.09,33.39,7.47,29.7,9.99,11.91,1.92,57.18,2.32,1.85,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,102,35,9.22,10.99,1.65,66.12,35.37,7.78,30.75,6.67,6.68,0.01,55.73,2.29,1.79,0.95,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,70.8,35,8.46,11.53,1.78,62.6,32.08,7.92,30.52,8.52,10.43,1.91,56.16,2.27,1.81,0.97,0.42,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,75.4,35,8.94,11.59,1.76,62.32,32.31,7.52,30.01,9.16,11.55,2.39,56.47,2.28,1.82,0.98,0.44,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,69,35,8.22,9.63,1.85,65.88,35.82,8.22,30.06,5.68,7.11,1.43,54.79,2.23,1.76,0.92,0.37,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,64.4,35,7.28,8.31,1.3,67.7,37.47,8.79,30.23,8.52,10.5,1.98,53.52,2.16,1.7,0.87,0.32,1.08
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,74.8,35,7.19,9.42,2.01,63.41,32.85,7.5,30.56,7.81,9.79,1.99,54.9,2.23,1.76,0.92,0.38,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,78.4,35,8.34,10.2,1.76,65.09,35.01,8.46,30.08,6.69,9.02,2.34,55.14,2.23,1.77,0.93,0.39,1.11
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,94.6,35,8.33,8.83,1.51,63.74,33.1,7.51,30.64,7.93,9.64,1.71,55.74,2.25,1.79,0.95,0.41,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,124.4,28,10.92,11.39,1.81,64.61,35.93,7.28,28.68,7.95,8.93,0.98,56.91,2.36,1.84,1,0.45,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,73.2,28,10,11.96,1.83,64.08,34.45,7.43,29.63,7.92,8.67,0.75,56.64,2.33,1.83,0.99,0.44,1.15
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,64.2,28,11.59,10.85,1.81,63.03,33.8,6.99,29.23,7.58,9.31,1.73,58.12,2.37,1.89,1.05,0.5,1.18
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,88.2,28,12.99,12.51,1.92,60.64,32.32,7.19,28.32,6.75,8.87,2.12,59.7,2.46,1.96,1.11,0.55,1.22
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,92.2,28,10.6,11.71,1.71,63.47,32.82,7.71,30.65,6.02,7.47,1.45,57.64,2.35,1.87,1.03,0.48,1.17
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,78.8,28,10.05,10.7,1.74,62.38,32.91,6.77,29.47,10.95,12.89,1.94,57.17,2.34,1.85,1.01,0.46,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,85.4,28,8.98,12,1.49,65.28,33,8.53,32.28,5.81,7.07,1.26,56.29,2.26,1.82,0.98,0.43,1.14
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,76.4,28,8.73,9.16,1.56,64.43,35.58,7.07,28.85,8.6,10.84,2.24,55.27,2.26,1.77,0.94,0.39,1.12
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,90.6,28,12.17,11.26,1.83,62.38,34.05,7.07,28.33,7.55,8.79,1.24,58.5,2.41,1.91,1.06,0.51,1.19
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,93.4,28,11.08,11.07,1.41,62.75,32.96,7.61,29.79,7.38,9.69,2.3,57.98,2.37,1.89,1.04,0.49,1.18
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,99.2,28,11.21,11.31,1.73,64.4,35.41,7.43,28.99,5.65,7.07,1.42,57.31,2.35,1.86,1.02,0.47,1.16
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,77.2,28,9.96,10.72,1.78,65.54,36.23,7.59,29.31,8.28,9.12,0.84,56.05,2.3,1.81,0.97,0.42,1.13
"Megathyrsus maximus sp. - Megathyrsus maximus sp. - Hoja, Tallo",Antioquia,San Roque,Ondulada,Franco arenoso,Lluvia,20,127.2,28,11.45,11.3,1.88,64.92,36.07,7.25,28.85,7.35,7.39,0.04,57.29,2.38,1.86,1.02,0.47,1.16
