Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo,Estado físico del cultivo,Código del cultivo,Nombre científico del cultivo
05,Antioquia,05001,Medellín,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,437.58,378.22,276.10,0.73,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
05,Antioquia,05001,Medellín,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,77.20,77.20,4632.00,60.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
05,Antioquia,05001,Medellín,Frutales,Cítricos,Limón,Limón  Tahiti,2021,2021,4.50,4.50,36.00,8.00,Permanente,En Fresco,2043603,Citrus limon L.
05,Antioquia,05001,Medellín,Frutales,Cítricos,Mandarina,Mandarina Arrayana y/o Oneco,2021,2021,14.50,14.50,87.00,6.00,Permanente,En Fresco,2044101,Citrus reticulata
05,Antioquia,05001,Medellín,Frutales,Cítricos,Naranja,Naranja Valencia,2021,2021,12.50,12.50,87.50,7.00,Permanente,En Fresco,2044903,Citrus sinensis L. OSBECK
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,8.52,4.52,27.12,6.00,Permanente,En Fresco,2040299,Persea americana
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,15.00,15.00,90.00,6.00,Permanente,En Fresco,2040201,Persea americana hass
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Brevo,Brevo,2021,2021,12.00,12.00,84.00,7.00,Permanente,En Fresco,2041100,Ficus carica L.
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Fresa,Fresa,2021,2021,29.00,29.00,203.00,7.00,Permanente,En Fresco,2042700,Fragaria vesca
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Mango,Mango demás variedades,2021,2021,7.00,7.00,42.00,6.00,Permanente,En Fresco,2044299,Mangifera indica L
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Mora,Mora,2021,2021,126.00,86.00,602.00,7.00,Permanente,En Fresco,2044700,Morus ssp
05,Antioquia,05001,Medellín,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,120.00,120.00,720.00,6.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
05,Antioquia,05001,Medellín,Frutales,Myrtaceas,Guayaba,Guayaba,2021,2021,1.00,1.00,4.00,4.00,Permanente,En Fresco,2043000,Psidium guajava L.
05,Antioquia,05001,Medellín,Frutales,Solanaceas,Tomate de árbol,Tomate de árbol,2021,2021,30.00,30.00,300.00,10.00,Permanente,En Fresco,2046300,Solanum betaceum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Flor,Coliflor,Coliflor,2021,2021A,3.00,3.00,60.00,20.00,Transitorio,En Fresco,1051500,Brassica oleracea var. botrytis
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Flor,Coliflor,Coliflor,2021,2021B,3.00,3.00,60.00,20.00,Transitorio,En Fresco,1051500,Brassica oleracea var. botrytis
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Futo,Pepino Cohombro,Pepino Cohombro,2021,2021A,5.00,5.00,75.00,15.00,Transitorio,En Fresco,1052300,Cucumis sativus
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Futo,Pepino Cohombro,Pepino Cohombro,2021,2021B,5.00,5.00,75.00,15.00,Transitorio,En Fresco,1052300,Cucumis sativus
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Futo,Pimentón,Pimentón,2021,2021A,10.00,10.00,120.00,12.00,Transitorio,En Fresco,1052500,Capsicum annuum L
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Futo,Pimentón,Pimentón,2021,2021B,8.00,8.00,96.00,12.00,Transitorio,En Fresco,1052500,Capsicum annuum L
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021A,35.00,35.00,4060.00,116.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021B,30.00,30.00,3480.00,116.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Cilantro,Cilantro,2021,2021A,25.00,25.00,125.00,5.00,Transitorio,En Fresco,1051300,Coriandrum sativum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Cilantro,Cilantro,2021,2021B,25.00,25.00,125.00,5.00,Transitorio,En Fresco,1051300,Coriandrum sativum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Col,Col,2021,2021A,12.00,12.00,60.00,5.00,Transitorio,En Fresco,1051400,Brassica oleracea var. acephala
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Espinaca,Espinaca,2021,2021A,10.00,10.00,180.00,18.00,Transitorio,En Fresco,1051700,Spinacia oleracea
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Espinaca,Espinaca,2021,2021B,10.00,10.00,180.00,18.00,Transitorio,En Fresco,1051700,Spinacia oleracea
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Lechuga,Lechuga,2021,2021A,4.00,4.00,60.00,15.00,Transitorio,En Fresco,1051900,Lactuca sativa
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Lechuga,Lechuga,2021,2021B,4.00,4.00,60.00,15.00,Transitorio,En Fresco,1051900,Lactuca sativa
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Repollo,Repollo,2021,2021A,4.00,4.00,120.00,30.00,Transitorio,En Fresco,1052800,Brassica oleracea var. capitata
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Hoja,Repollo,Repollo,2021,2021B,4.00,4.00,120.00,30.00,Transitorio,En Fresco,1052800,Brassica oleracea var. capitata
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Ajo,Ajo,2021,2021A,2.00,2.00,8.00,4.00,Transitorio,En Fresco,1050400,Allium sativum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Ajo,Ajo,2021,2021B,2.00,2.00,8.00,4.00,Transitorio,En Fresco,1050400,Allium sativum
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Cebolla De Bulbo,Cebolla De Bulbo,2021,2021A,5.00,5.00,70.00,14.00,Transitorio,En Fresco,1051100,Allium cepa
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Cebolla De Bulbo,Cebolla De Bulbo,2021,2021B,5.00,5.00,70.00,14.00,Transitorio,En Fresco,1051100,Allium cepa
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Remolacha,Remolacha,2021,2021A,6.00,6.00,90.00,15.00,Transitorio,En Fresco,1052700,Beta vulgaris
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Remolacha,Remolacha,2021,2021B,6.00,6.00,90.00,15.00,Transitorio,En Fresco,1052700,Beta vulgaris
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2021,2021A,5.00,5.00,60.00,12.00,Transitorio,En Fresco,1053000,Daucus carota
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2021,2021B,5.00,5.00,60.00,12.00,Transitorio,En Fresco,1053000,Daucus carota
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Tallo,Apio,Apio,2021,2021A,8.00,8.00,128.00,16.00,Transitorio,En Fresco,1050600,Apium graveolens
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Tallo,Apio,Apio,2021,2021B,8.00,8.00,152.00,19.00,Transitorio,En Fresco,1050600,Apium graveolens
05,Antioquia,05001,Medellín,Hortalizas,Hortalizas de Tallo,Cebolla De Rama,Cebolla De Rama,2021,2021A,80.00,80.00,1040.00,13.00,Transitorio,En Fresco,1051200,Allium fistulosum
05,Antioquia,05001,Medellín,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,35.00,35.00,45.50,1.30,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05001,Medellín,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,30.00,30.00,39.00,1.30,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05001,Medellín,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021A,5.00,5.00,35.00,7.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
05,Antioquia,05001,Medellín,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021B,4.00,4.00,28.00,7.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
05,Antioquia,05001,Medellín,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021A,35.00,35.00,560.00,16.00,Transitorio,En Fresco,1080701,Solanum tuberosum
05,Antioquia,05001,Medellín,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021B,30.00,30.00,480.00,16.00,Transitorio,En Fresco,1080701,Solanum tuberosum
05,Antioquia,05001,Medellín,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,10.00,9.00,180.00,20.00,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05002,Abejorral,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,51.00,49.00,98.00,2.00,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05002,Abejorral,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,40.00,35.00,70.00,2.00,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05002,Abejorral,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,51.00,49.00,98.00,2.00,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05002,Abejorral,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,50.00,45.00,90.00,2.00,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05002,Abejorral,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,5.00,5.00,2.50,0.50,Permanente,Grano Seco,2030200,Theobrama cacao L.
05,Antioquia,05002,Abejorral,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,3025.74,2474.81,3736.96,1.51,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
05,Antioquia,05002,Abejorral,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,215.10,215.10,11830.50,55.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
05,Antioquia,05002,Abejorral,Frutales,Cítricos,Limón,Limón  Tahiti,2021,2021,40.00,40.00,320.00,8.00,Permanente,En Fresco,2043603,Citrus limon L.
05,Antioquia,05002,Abejorral,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,1007.00,707.00,13433.00,19.00,Permanente,En Fresco,2040201,Persea americana hass
05,Antioquia,05002,Abejorral,Frutales,Demas frutales,Banano,Banano consumo interno,2021,2021,22.00,21.00,315.00,15.00,Permanente,En Fresco,2040902,Musa cavendishii
05,Antioquia,05002,Abejorral,Frutales,Demas frutales,Mango,Mango demás variedades,2021,2021,20.00,20.00,120.00,6.00,Permanente,En Fresco,2044299,Mangifera indica L
05,Antioquia,05002,Abejorral,Frutales,Demas frutales,Mora,Mora,2021,2021,6.00,6.00,48.00,8.00,Permanente,En Fresco,2044700,Morus ssp
05,Antioquia,05002,Abejorral,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,2037.50,2037.50,9168.75,4.50,Permanente,En Fresco,2045802,Musa paradisiaca L.
05,Antioquia,05002,Abejorral,Frutales,Solanaceas,Tomate de árbol,Tomate de árbol,2021,2021,5.00,5.00,125.00,25.00,Permanente,En Fresco,2046300,Solanum betaceum
05,Antioquia,05002,Abejorral,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,100.00,95.00,142.50,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05002,Abejorral,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,105.00,100.00,150.00,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05002,Abejorral,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021A,95.00,90.00,900.00,10.00,Transitorio,En Fresco,1080701,Solanum tuberosum
05,Antioquia,05002,Abejorral,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021B,95.00,90.00,900.00,10.00,Transitorio,En Fresco,1080701,Solanum tuberosum
05,Antioquia,05004,Abriaquí,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,10.00,9.00,10.80,1.20,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05004,Abriaquí,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,3.00,3.00,3.60,1.20,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05004,Abriaquí,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,5.00,4.00,4.80,1.20,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05004,Abriaquí,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,4.00,3.00,3.60,1.20,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05004,Abriaquí,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,117.44,102.40,111.62,1.09,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
05,Antioquia,05004,Abriaquí,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,135.50,134.50,5380.00,40.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
05,Antioquia,05004,Abriaquí,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,235.00,148.00,740.00,5.00,Permanente,En Fresco,2040201,Persea americana hass
05,Antioquia,05004,Abriaquí,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,5.00,3.00,12.00,4.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
05,Antioquia,05004,Abriaquí,Frutales,Passifloraceas,Granadilla,Granadilla,2021,2021,9.00,9.00,54.00,6.00,Permanente,En Fresco,2042800,Passiflora ligularis.
05,Antioquia,05004,Abriaquí,Frutales,Passifloraceas,Gulupa o cholupa,Gulupa o cholupa,2021,2021,9.00,4.00,42.00,10.50,Permanente,En Fresco,2043100,Passiflora edulis Sims fo. Edulis
05,Antioquia,05004,Abriaquí,Frutales,Solanaceas,Lulo,Lulo,2021,2021,18.50,18.50,46.25,2.50,Permanente,En Fresco,2043700,Solanum quitoense Lam
05,Antioquia,05004,Abriaquí,Frutales,Solanaceas,Tomate de árbol,Tomate de árbol,2021,2021,34.00,34.00,510.00,15.00,Permanente,En Fresco,2046300,Solanum betaceum
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de Futo,Pepino Cohombro,Pepino Cohombro,2021,2021A,0.80,0.50,1.00,2.00,Transitorio,En Fresco,1052300,Cucumis sativus
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de Futo,Tomate,Tomate Invernadero,2021,2021A,6.50,6.50,682.50,105.00,Transitorio,En Fresco,1052902,Lycopersicon esculentum
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de Hoja,Cilantro,Cilantro,2021,2021A,1.50,1.00,3.00,3.00,Transitorio,En Fresco,1051300,Coriandrum sativum
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de Hoja,Lechuga,Lechuga,2021,2021A,1.00,0.80,7.20,9.00,Transitorio,En Fresco,1051900,Lactuca sativa
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de Hoja,Repollo,Repollo,2021,2021A,1.50,1.00,20.00,20.00,Transitorio,En Fresco,1052800,Brassica oleracea var. capitata
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de raíz,Cebolla De Bulbo,Cebolla De Bulbo,2021,2021A,1.00,0.80,1.16,1.45,Transitorio,En Fresco,1051100,Allium cepa
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2021,2021A,1.50,1.00,5.40,5.40,Transitorio,En Fresco,1053000,Daucus carota
05,Antioquia,05004,Abriaquí,Hortalizas,Hortalizas de Tallo,Cebolla De Rama,Cebolla De Rama,2021,2021A,1.50,1.00,3.50,3.50,Transitorio,En Fresco,1051200,Allium fistulosum
05,Antioquia,05004,Abriaquí,Leguminosas,Leguminosas,Arveja,Arveja,2021,2021A,0.50,0.40,0.60,1.50,Transitorio,Grano,1060100,Pisum sativum
05,Antioquia,05004,Abriaquí,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,77.00,75.00,90.00,1.20,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05004,Abriaquí,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,20.00,15.00,15.00,1.00,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05004,Abriaquí,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021A,1.00,1.00,11.00,11.00,Transitorio,En Fresco,1060600,Phaseolus vulgaris
05,Antioquia,05004,Abriaquí,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa Criolla,2021,2021A,2.50,2.25,9.22,4.10,Transitorio,En Fresco,1080702,Solanum tuberosum
05,Antioquia,05004,Abriaquí,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa Criolla,2021,2021B,1.00,0.80,3.28,4.10,Transitorio,En Fresco,1080702,Solanum tuberosum
05,Antioquia,05004,Abriaquí,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021A,3.00,2.50,10.25,4.10,Transitorio,En Fresco,1080701,Solanum tuberosum
05,Antioquia,05004,Abriaquí,Raíces y Tubérculos,Raíces y Tubérculos,Papa,Papa todas las variedades,2021,2021B,0.80,0.60,2.46,4.10,Transitorio,En Fresco,1080701,Solanum tuberosum
05,Antioquia,05004,Abriaquí,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,1.80,1.50,5.25,3.50,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05021,Alejandría,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,7.00,7.00,7.83,1.12,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05021,Alejandría,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,7.00,7.00,7.83,1.12,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05021,Alejandría,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,555.08,458.23,623.19,1.36,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
05,Antioquia,05021,Alejandría,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,180.00,180.00,12600.00,70.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
05,Antioquia,05021,Alejandría,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Fique,Fique,2021,2021,2.00,2.00,4.00,2.00,Permanente,Fibra O Cabuya,2030500,Furcraea gigantea
05,Antioquia,05021,Alejandría,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,91.00,88.00,264.00,3.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
05,Antioquia,05021,Alejandría,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021A,1.00,1.00,16.00,16.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
05,Antioquia,05021,Alejandría,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021B,1.00,1.00,16.00,16.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
05,Antioquia,05021,Alejandría,Hortalizas,Hortalizas de Tallo,Cebolla De Rama,Cebolla De Rama,2021,2021A,1.00,1.00,20.00,20.00,Transitorio,En Fresco,1051200,Allium fistulosum
05,Antioquia,05021,Alejandría,Hortalizas,Hortalizas de Tallo,Cebolla De Rama,Cebolla De Rama,2021,2021B,1.00,1.00,20.00,20.00,Transitorio,En Fresco,1051200,Allium fistulosum
05,Antioquia,05021,Alejandría,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,9.00,9.00,13.50,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05021,Alejandría,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,9.00,9.00,13.50,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05021,Alejandría,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,7.00,7.00,112.00,16.00,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05021,Alejandría,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,7.00,7.00,112.00,16.00,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05030,Amagá,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,10.00,10.00,8.39,0.84,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05030,Amagá,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,4.00,4.00,3.36,0.84,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05030,Amagá,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,10.00,9.50,7.97,0.84,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05030,Amagá,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,5.90,5.90,4.95,0.84,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05030,Amagá,Cultivos para Condimentos y Bebidas Medicinales y Aromáticas,Cultivos para Condimentos y Bebidas Medicinales y Aromáticas,Plantas Aromáticas,Plantas Aromáticas,2021,2021,2.00,2.00,6.00,3.00,Transitorio,En Fresco,1022300,No aplica
05,Antioquia,05030,Amagá,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,551.22,475.21,646.29,1.36,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
05,Antioquia,05030,Amagá,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,89.50,58.50,1755.00,30.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
05,Antioquia,05030,Amagá,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,7.00,3.00,30.00,10.00,Permanente,En Fresco,2040299,Persea americana
05,Antioquia,05030,Amagá,Frutales,Demas frutales,Aguacate,Aguacate Hass,2021,2021,74.00,3.50,35.00,10.00,Permanente,En Fresco,2040201,Persea americana hass
05,Antioquia,05030,Amagá,Frutales,Demas frutales,Banano,Banano consumo interno,2021,2021,11.00,10.00,100.00,10.00,Permanente,En Fresco,2040902,Musa cavendishii
05,Antioquia,05030,Amagá,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,109.10,105.50,422.00,4.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
05,Antioquia,05030,Amagá,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021A,9.30,9.30,241.80,26.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
05,Antioquia,05030,Amagá,Hortalizas,Hortalizas de Futo,Tomate,Tomate,2021,2021B,10.30,9.90,257.40,26.00,Transitorio,En Fresco,1052901,Lycopersicon esculentum
05,Antioquia,05030,Amagá,Hortalizas,Hortalizas de Hoja,Lechuga,Lechuga,2021,2021A,1.50,1.50,19.50,13.00,Transitorio,En Fresco,1051900,Lactuca sativa
05,Antioquia,05030,Amagá,Hortalizas,Hortalizas de Hoja,Lechuga,Lechuga,2021,2021B,1.50,1.50,19.50,13.00,Transitorio,En Fresco,1051900,Lactuca sativa
05,Antioquia,05030,Amagá,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,14.10,13.60,204.00,15.00,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05031,Amalfi,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,125.00,120.00,132.00,1.10,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05031,Amalfi,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,721.00,712.00,712.00,1.00,Permanente,Grano Seco,2030200,Theobrama cacao L.
05,Antioquia,05031,Amalfi,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Café,Café,2021,2021,1761.72,1489.11,1355.09,0.91,Permanente,Pergamino O Seco De Trilla,2030300,Coffea arabica L.
05,Antioquia,05031,Amalfi,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Caña,Caña Panelera,2021,2021,762.00,749.00,29960.00,40.00,Permanente,Caña O Verde,2030402,Saccharum officinarum L.
05,Antioquia,05031,Amalfi,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Fique,Fique,2021,2021,1300.00,1249.00,1249.00,1.00,Permanente,Fibra O Cabuya,2030500,Furcraea gigantea
05,Antioquia,05031,Amalfi,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,98.00,63.00,315.00,5.00,Permanente,En Fresco,2040299,Persea americana
05,Antioquia,05031,Amalfi,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,455.00,447.00,1341.00,3.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
05,Antioquia,05031,Amalfi,Frutales,Solanaceas,Lulo,Lulo,2021,2021,10.00,10.00,20.00,2.00,Permanente,En Fresco,2043700,Solanum quitoense Lam
05,Antioquia,05031,Amalfi,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,165.00,160.00,144.00,0.90,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05031,Amalfi,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,60.00,55.00,49.50,0.90,Transitorio,Grano Seco,1060200,Phaseolus sp.
05,Antioquia,05031,Amalfi,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,59.00,59.00,708.00,12.00,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05031,Amalfi,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,41.00,41.00,492.00,12.00,Transitorio,En Fresco,1081001,Manihot esculenta
05,Antioquia,05034,Andes,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,40.00,35.00,33.56,0.96,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05034,Andes,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,35.00,35.00,33.84,0.97,Transitorio,Grano Seco,1010402,Zea mays
05,Antioquia,05034,Andes,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,30.00,30.00,29.08,0.97,Transitorio,Grano Seco,1010404,Zea mays
05,Antioquia,05034,Andes,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,38.00,38.00,33.56,0.88,Transitorio,Grano Seco,1010404,Zea mays
