Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo,Estado físico del cultivo,Código del cultivo,Nombre científico del cultivo
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Ají,Ají,2021,2021A,3.50,3.50,10.50,3.00,Transitorio,En Fresco,1050300,Capsicum annuum
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Ají,Ají,2021,2021B,13.00,13.00,71.50,5.50,Transitorio,En Fresco,1050300,Capsicum annuum
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Berenjena,Berenjena,2021,2021A,3.50,3.50,21.00,6.00,Transitorio,En Fresco,1050800,Solanum melongena
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Berenjena,Berenjena,2021,2021B,5.00,5.00,5.50,1.10,Transitorio,En Fresco,1050800,Solanum melongena
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,"Calabacín, Calabaza","Calabacín, Calabaza",2021,2021B,1.50,1.50,0.87,0.58,Transitorio,En Fresco,1051000,Cucurbita pepo
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021A,16.00,16.00,110.40,6.90,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021B,57.00,57.00,428.60,7.52,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Pepino Cohombro,Pepino Cohombro,2021,2021A,3.10,3.10,7.81,2.52,Transitorio,En Fresco,1052300,Cucumis sativus
23,Córdoba,23350,La Apartada,Hortalizas,Hortalizas de Futo,Pepino Cohombro,Pepino Cohombro,2021,2021B,2.70,2.70,4.16,1.54,Transitorio,En Fresco,1052300,Cucumis sativus
23,Córdoba,23350,La Apartada,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021A,2.50,2.50,3.00,1.20,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23350,La Apartada,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,2.50,2.50,2.10,0.84,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23350,La Apartada,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021A,13.20,13.20,24.02,1.82,Transitorio,En Fresco,1060600,Phaseolus vulgaris
23,Córdoba,23350,La Apartada,Leguminosas,Leguminosas,Habichuela,Habichuela,2021,2021B,4.50,4.50,12.60,2.80,Transitorio,En Fresco,1060600,Phaseolus vulgaris
23,Córdoba,23350,La Apartada,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,23.00,23.00,126.50,5.50,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23350,La Apartada,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021B,23.50,23.50,132.07,5.62,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23350,La Apartada,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,27.00,27.00,243.00,9.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23350,La Apartada,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,51.50,51.50,284.80,5.53,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23417,Lorica,Cereales,Cereales,Arroz,Arroz Riego,2021,2021B,890.00,890.00,6354.60,7.14,Transitorio,Paddy O Cascara Verde,1010101,Oryza sativa
23,Córdoba,23417,Lorica,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021A,400.00,400.00,1428.00,3.57,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23417,Lorica,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021B,450.00,450.00,1606.50,3.57,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Amarillo Tecnificado,2021,2021A,1050.00,1050.00,4200.00,4.00,Transitorio,Grano Seco,1010401,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Amarillo Tecnificado,2021,2021B,200.00,200.00,139.83,0.70,Transitorio,Grano Seco,1010401,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,1225.00,1225.00,2817.50,2.30,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,250.00,250.00,314.62,1.26,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Blanco Tecnificado,2021,2021A,700.00,700.00,2800.00,4.00,Transitorio,Grano Seco,1010403,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Blanco Tecnificado,2021,2021B,200.00,200.00,139.83,0.70,Transitorio,Grano Seco,1010403,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,475.00,475.00,1092.50,2.30,Transitorio,Grano Seco,1010404,Zea mays
23,Córdoba,23417,Lorica,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,150.00,150.00,188.77,1.26,Transitorio,Grano Seco,1010404,Zea mays
23,Córdoba,23417,Lorica,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Algodón,Algodón,2021,2021B,250.00,250.00,187.50,0.75,Transitorio,Algodón Semilla,1030100,Gossypium sp.
23,Córdoba,23417,Lorica,Frutales,Araceas,Coco,Coco,2021,2021,50.00,49.00,490.00,10.00,Permanente,En Fresco,2041900,Cocos nucifera
23,Córdoba,23417,Lorica,Frutales,Demas frutales,Mango,Mango demás variedades,2021,2021,95.00,92.00,1840.00,20.00,Permanente,En Fresco,2044299,Mangifera indica L
23,Córdoba,23417,Lorica,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,4366.00,4366.00,52392.00,12.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23417,Lorica,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021B,25.00,25.00,350.00,14.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23417,Lorica,Hortalizas,Hortalizas de Futo,Pepino Cohombro,Pepino Cohombro,2021,2021B,15.00,15.00,90.00,6.00,Transitorio,En Fresco,1052300,Cucumis sativus
23,Córdoba,23417,Lorica,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,350.00,350.00,350.00,1.00,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23417,Lorica,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2021,2021,900.00,768.00,3379.20,4.40,Permanente,Aceite Crudo,2070400,Elaeis guineensis Jacq.
23,Córdoba,23417,Lorica,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,800.00,800.00,14400.00,18.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23417,Lorica,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,1000.00,1000.00,10000.00,10.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23419,Los Córdobas,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021A,35.00,34.00,102.00,3.00,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23419,Los Córdobas,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021B,30.00,28.00,84.00,3.00,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23419,Los Córdobas,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,162.00,155.00,465.00,3.00,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23419,Los Córdobas,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,70.00,66.00,198.00,3.00,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23419,Los Córdobas,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,62.00,59.00,177.00,3.00,Transitorio,Grano Seco,1010404,Zea mays
23,Córdoba,23419,Los Córdobas,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,40.00,38.00,114.00,3.00,Transitorio,Grano Seco,1010404,Zea mays
23,Córdoba,23419,Los Córdobas,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,50.00,50.00,50.00,1.00,Permanente,Grano Seco,2030200,Theobrama cacao L.
23,Córdoba,23419,Los Córdobas,Frutales,Annonaceas,Guanábana,Guanábana,2021,2021,15.00,15.00,150.00,10.00,Permanente,En Fresco,2042900,Annona muricata L.
23,Córdoba,23419,Los Córdobas,Frutales,Araceas,Coco,Coco,2021,2021,222.00,120.00,840.00,7.00,Permanente,En Fresco,2041900,Cocos nucifera
23,Córdoba,23419,Los Córdobas,Frutales,Demas frutales,Aguacate,Aguacate demás variedades,2021,2021,17.00,11.00,77.00,7.00,Permanente,En Fresco,2040299,Persea americana
23,Córdoba,23419,Los Córdobas,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,3482.00,3420.00,27360.00,8.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23419,Los Córdobas,Frutales,Passifloraceas,Maracuyá,Maracuyá,2021,2021,10.00,8.00,136.00,17.00,Permanente,En Fresco,2044500,Passiflora edulis
23,Córdoba,23419,Los Córdobas,Hortalizas,Hortalizas de Futo,Ají,Ají,2021,2021A,11.00,10.00,80.00,8.00,Transitorio,En Fresco,1050300,Capsicum annuum
23,Córdoba,23419,Los Córdobas,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021A,6.00,6.00,60.00,10.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23419,Los Córdobas,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,10.00,9.00,9.00,1.00,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23419,Los Córdobas,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,365.00,350.00,3150.00,9.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23419,Los Córdobas,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021B,135.00,126.00,882.00,7.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23419,Los Córdobas,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,256.00,240.00,2160.00,9.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23419,Los Córdobas,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,76.00,71.00,568.00,8.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23464,Momil,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021A,11.50,10.20,18.21,1.78,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23464,Momil,Cereales,Cereales,Arroz,Arroz Secano Mecanizado,2021,2021B,97.00,92.00,552.00,6.00,Transitorio,Paddy O Cascara Verde,1010103,Oryza sativa
23,Córdoba,23464,Momil,Cereales,Cereales,Maíz,Maíz Amarillo Tecnificado,2021,2021B,35.50,28.20,42.30,1.50,Transitorio,Grano Seco,1010401,Zea mays
23,Córdoba,23464,Momil,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,322.60,281.05,421.58,1.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23464,Momil,Frutales,Araceas,Coco,Coco,2021,2021,7.00,7.00,30.10,4.30,Permanente,En Fresco,2041900,Cocos nucifera
23,Córdoba,23464,Momil,Frutales,Cítricos,Naranja,Naranja demás variedades,2021,2021,3.00,3.00,24.90,8.30,Permanente,En Fresco,2044999,Citrus sinensis L. OSBECK
23,Córdoba,23464,Momil,Frutales,Demas frutales,Mango,Mango demás variedades,2021,2021,35.00,31.00,201.50,6.50,Permanente,En Fresco,2044299,Mangifera indica L
23,Córdoba,23464,Momil,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,67.00,61.00,231.80,3.80,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23464,Momil,Frutales,Passifloraceas,Maracuyá,Maracuyá,2021,2021,3.75,0.75,2.85,3.80,Permanente,En Fresco,2044500,Passiflora edulis
23,Córdoba,23464,Momil,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021A,75.20,73.50,882.00,12.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23464,Momil,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021B,100.00,60.00,720.00,12.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23464,Momil,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2021,2021,125.00,125.00,356.25,2.85,Permanente,Aceite Crudo,2070400,Elaeis guineensis Jacq.
23,Córdoba,23464,Momil,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,100.90,99.30,1290.90,13.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23464,Momil,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,342.00,337.00,4381.00,13.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23464,Momil,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca Industrial,2021,2021A,98.00,96.00,1728.00,18.00,Transitorio,En Fresco,1081002,Manihot esculenta
23,Córdoba,23466,Montelíbano,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021A,1400.00,1355.00,3224.90,2.38,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23466,Montelíbano,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021B,1500.00,1000.00,2380.00,2.38,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23466,Montelíbano,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,300.00,280.00,420.00,1.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23466,Montelíbano,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,300.00,100.00,150.00,1.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23466,Montelíbano,Cultivos Tropicales Tradicionales,Cultivos Tropicales Tradicionales,Cacao,Cacao,2021,2021,339.00,289.00,173.40,0.60,Permanente,Grano Seco,2030200,Theobrama cacao L.
23,Córdoba,23466,Montelíbano,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,134.00,84.00,504.00,6.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23466,Montelíbano,Hortalizas,Hortalizas,Otras hortalizas,Otras hortalizas,2021,2021A,22.00,21.00,84.00,4.00,Transitorio,En Fresco,1059900,No aplica
23,Córdoba,23466,Montelíbano,Hortalizas,Hortalizas,Otras hortalizas,Otras hortalizas,2021,2021B,25.00,15.00,60.00,4.00,Transitorio,En Fresco,1059900,No aplica
23,Córdoba,23466,Montelíbano,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021B,90.00,70.00,1400.00,20.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23466,Montelíbano,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,130.00,120.00,1800.00,15.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23466,Montelíbano,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,410.00,400.00,4000.00,10.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23500,Moñitos,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021B,50.00,50.00,101.50,2.03,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23500,Moñitos,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,207.00,207.00,310.50,1.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23500,Moñitos,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,155.00,155.00,232.50,1.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23500,Moñitos,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021A,12.00,12.00,18.00,1.50,Transitorio,Grano Seco,1010404,Zea mays
23,Córdoba,23500,Moñitos,Frutales,Annonaceas,Guanábana,Guanábana,2021,2021,6.00,6.00,66.00,11.00,Permanente,En Fresco,2042900,Annona muricata L.
23,Córdoba,23500,Moñitos,Frutales,Araceas,Coco,Coco,2021,2021,1390.00,1390.00,6950.00,5.00,Permanente,En Fresco,2041900,Cocos nucifera
23,Córdoba,23500,Moñitos,Frutales,Cítricos,Limón,Limón  demás variedades,2021,2021,4.00,4.00,48.00,12.00,Permanente,En Fresco,2043699,Citrus limon L.
23,Córdoba,23500,Moñitos,Frutales,Cítricos,Limón,Limón  Mandarino,2021,2021,4.00,4.00,48.00,12.00,Permanente,En Fresco,2043601,Citrus limon L.
23,Córdoba,23500,Moñitos,Frutales,Demas frutales,Mango,Mango demás variedades,2021,2021,12.00,8.00,66.56,8.32,Permanente,En Fresco,2044299,Mangifera indica L
23,Córdoba,23500,Moñitos,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,7300.00,7150.00,65994.50,9.23,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23500,Moñitos,Frutales,Passifloraceas,Maracuyá,Maracuyá,2021,2021,10.00,10.00,138.00,13.80,Permanente,En Fresco,2044500,Passiflora edulis
23,Córdoba,23500,Moñitos,Hortalizas,Hortalizas,Otras hortalizas,Otras hortalizas,2021,2021B,10.00,10.00,112.00,11.20,Transitorio,En Fresco,1059900,No aplica
23,Córdoba,23500,Moñitos,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021A,30.00,30.00,240.00,8.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23500,Moñitos,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021B,45.00,45.00,540.00,12.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23500,Moñitos,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,7.00,7.00,10.50,1.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23500,Moñitos,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,810.00,800.00,14400.00,18.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23500,Moñitos,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021B,512.00,512.00,8192.00,16.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23500,Moñitos,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame Espino,2021,2021A,225.00,222.00,3108.00,14.00,Transitorio,En Fresco,1080602,Dioscorea sp.
23,Córdoba,23500,Moñitos,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,200.00,200.00,2400.00,12.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23500,Moñitos,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,125.00,125.00,1500.00,12.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23555,Planeta Rica,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021A,1500.00,1455.00,1904.60,1.31,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23555,Planeta Rica,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,850.00,825.00,1237.50,1.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23555,Planeta Rica,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,90.00,90.00,180.00,2.00,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23555,Planeta Rica,Cereales,Cereales,Maíz,Maíz Blanco Tradicional,2021,2021B,50.00,50.00,100.00,2.00,Transitorio,Grano Seco,1010404,Zea mays
23,Córdoba,23555,Planeta Rica,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,430.00,360.00,1800.00,5.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23555,Planeta Rica,Hortalizas,Hortalizas de Futo,Ají,Ají,2021,2021A,10.00,10.00,90.00,9.00,Transitorio,En Fresco,1050300,Capsicum annuum
23,Córdoba,23555,Planeta Rica,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,8.00,7.00,7.00,1.00,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23555,Planeta Rica,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021A,350.00,333.00,3663.00,11.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23555,Planeta Rica,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame demás variedades,2021,2021B,80.00,80.00,800.00,10.00,Transitorio,En Fresco,1080699,Dioscorea sp.
23,Córdoba,23555,Planeta Rica,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame Espino,2021,2021A,50.00,48.00,864.00,18.00,Transitorio,En Fresco,1080602,Dioscorea sp.
23,Córdoba,23555,Planeta Rica,Raíces y Tubérculos,Raíces y Tubérculos,Ñame,Ñame Espino,2021,2021B,15.00,10.00,100.00,10.00,Transitorio,En Fresco,1080602,Dioscorea sp.
23,Córdoba,23555,Planeta Rica,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021A,1200.00,1176.00,11760.00,10.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23555,Planeta Rica,Raíces y Tubérculos,Raíces y Tubérculos,Yuca,Yuca consumo en fresco,2021,2021B,420.00,420.00,4200.00,10.00,Transitorio,En Fresco,1081001,Manihot esculenta
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021A,772.00,657.00,1563.66,2.38,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Arroz,Arroz Secano Manual,2021,2021B,636.00,509.00,2725.70,5.36,Transitorio,Paddy O Cascara Verde,1010102,Oryza sativa
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Arroz,Arroz Secano Mecanizado,2021,2021A,1010.00,858.50,2758.36,3.21,Transitorio,Paddy O Cascara Verde,1010103,Oryza sativa
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Arroz,Arroz Secano Mecanizado,2021,2021B,335.00,268.00,1530.82,5.71,Transitorio,Paddy O Cascara Verde,1010103,Oryza sativa
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Maíz,Maíz Amarillo Tecnificado,2021,2021A,91.00,90.00,315.00,3.50,Transitorio,Grano Seco,1010401,Zea mays
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Maíz,Maíz Amarillo Tecnificado,2021,2021B,78.00,72.00,266.40,3.70,Transitorio,Grano Seco,1010401,Zea mays
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021A,946.00,804.00,2095.60,2.61,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23570,Pueblo Nuevo,Cereales,Cereales,Maíz,Maíz Amarillo Tradicional,2021,2021B,644.00,577.00,2019.50,3.50,Transitorio,Grano Seco,1010402,Zea mays
23,Córdoba,23570,Pueblo Nuevo,Frutales,Araceas,Coco,Coco,2021,2021,11.00,11.00,143.00,13.00,Permanente,En Fresco,2041900,Cocos nucifera
23,Córdoba,23570,Pueblo Nuevo,Frutales,Cítricos,Limón,Limón  Tahiti,2021,2021,104.70,4.70,70.50,15.00,Permanente,En Fresco,2043603,Citrus limon L.
23,Córdoba,23570,Pueblo Nuevo,Frutales,Cítricos,Naranja,Naranja demás variedades,2021,2021,1.50,0.00,0.00,0.00,Permanente,En Fresco,2044999,Citrus sinensis L. OSBECK
23,Córdoba,23570,Pueblo Nuevo,Frutales,Demas frutales,Mango,"Mango Kent, Keitt, Hilacha o Nam Doc",2021,2021,15.50,5.00,60.00,12.00,Permanente,En Fresco,2044201,Mangifera indica L
23,Córdoba,23570,Pueblo Nuevo,Frutales,Demas frutales,Marañón,Marañón,2021,2021,62.00,5.00,5.00,1.00,Permanente,En Fresco,2044600,Anacardium occidentale.
23,Córdoba,23570,Pueblo Nuevo,Frutales,Demas frutales,Papaya,Papaya  demás variedades,2021,2021,7.00,7.00,98.00,14.00,Permanente,En Fresco,2045399,Carica papaya
23,Córdoba,23570,Pueblo Nuevo,Frutales,Demas frutales,Piña,piña demás variedades,2021,2021,8.00,0.00,0.00,0.00,Permanente,En Fresco,2045699,Ananas comosus L. Merr.
23,Córdoba,23570,Pueblo Nuevo,Frutales,Demas frutales,Plátano,Plátano consumo interno,2021,2021,176.50,148.00,1184.00,8.00,Permanente,En Fresco,2045802,Musa paradisiaca L.
23,Córdoba,23570,Pueblo Nuevo,Frutales,Passifloraceas,Maracuyá,Maracuyá,2021,2021,10.40,10.40,124.80,12.00,Permanente,En Fresco,2044500,Passiflora edulis
23,Córdoba,23570,Pueblo Nuevo,Hortalizas,Hortalizas de Futo,Ahuyama,Ahuyama,2021,2021B,34.00,34.00,612.00,18.00,Transitorio,En Fresco,1050200,Cucurbita maxima
23,Córdoba,23570,Pueblo Nuevo,Hortalizas,Hortalizas de Futo,Ají,Ají,2021,2021A,10.30,10.00,40.00,4.00,Transitorio,En Fresco,1050300,Capsicum annuum
23,Córdoba,23570,Pueblo Nuevo,Hortalizas,Hortalizas de Futo,Berenjena,Berenjena,2021,2021A,3.80,3.80,30.40,8.00,Transitorio,En Fresco,1050800,Solanum melongena
23,Córdoba,23570,Pueblo Nuevo,Hortalizas,Hortalizas de Futo,Melón,Melón,2021,2021A,2.50,2.50,37.50,15.00,Transitorio,En Fresco,1052000,Cucumis melo
23,Córdoba,23570,Pueblo Nuevo,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021A,73.00,73.00,1460.00,20.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23570,Pueblo Nuevo,Hortalizas,Hortalizas de Futo,Patilla,Patilla,2021,2021B,87.00,87.00,1740.00,20.00,Transitorio,En Fresco,1052200,Citrullus lanatus
23,Córdoba,23570,Pueblo Nuevo,Leguminosas,Leguminosas,Frijol,Frijol,2021,2021B,76.00,76.00,38.00,0.50,Transitorio,Grano Seco,1060200,Phaseolus sp.
23,Córdoba,23570,Pueblo Nuevo,Oleaginosas,Oleaginosas,Ajonjolí,Ajonjolí,2021,2021B,73.00,73.00,36.50,0.50,Transitorio,Grano O Almendra,1070100,Sesamum orientale
23,Córdoba,23570,Pueblo Nuevo,Oleaginosas,Oleaginosas,Palma de aceite,Palma de aceite,2021,2021,197.50,197.50,790.00,4.00,Permanente,Aceite Crudo,2070400,Elaeis guineensis Jacq.
