departamento,municipio,cultivo,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha
Antioquia,Frontino,Naranja,2013,7,2,8,4
Antioquia,Sopetran,Naranja,2013,6,6,35,5.8
Antioquia,Amaga,Naranja,2013,4,4,72,18
Antioquia,Caracoli,Naranja,2013,3,2,12,6
Norte de santander,Durania,Naranja,2013,26,26,383,15
Antioquia,Fredonia,Naranja,2014,780,730,27740,38
Antioquia,Tamesis,Naranja,2014,482,452,4786,10.6
Antioquia,Tarso,Naranja,2014,458,458,11911,26
Antioquia,Venecia,Naranja,2014,372,337,7414,22
Antioquia,Betulia,Naranja,2014,210,210,8820,42
Antioquia,Valparaiso,Naranja,2014,182,168,3360,20
Antioquia,La pintada,Naranja,2014,125,98,1960,20
Antioquia,Concordia,Naranja,2014,80,80,1040,13
Antioquia,Uramita,Naranja,2014,38,8,40,5
Antioquia,Salgar,Naranja,2014,30,26,490,19
Antioquia,Amaga,Naranja,2014,15,15,270,18
Antioquia,Anza,Naranja,2014,15,10,300,30
Antioquia,Barbosa,Naranja,2014,15,15,210,14
Antioquia,Girardota,Naranja,2014,14,7,112,16
Antioquia,Medellin,Naranja,2014,10,9,63,7
Antioquia,Frontino,Naranja,2014,7,2,8,4
Antioquia,Sopetran,Naranja,2014,6,6,33,5.5
Antioquia,Caracoli,Naranja,2014,4,2,12,6
Antioquia,Titiribi,Naranja,2014,4,2,20,10
Norte de santander,Durania,Naranja,2014,26,26,383,15
Antioquia,Fredonia,Naranja,2015,780,730,27740,38
Antioquia,Tamesis,Naranja,2015,482,452,4786,10.6
Antioquia,Tarso,Naranja,2015,458,458,12827,28
Antioquia,Venecia,Naranja,2015,377,341,7502,22
Antioquia,Betulia,Naranja,2015,300,200,4000,20
Antioquia,Valparaiso,Naranja,2015,182,168,3360,20
Antioquia,La pintada,Naranja,2015,125,98,3930,40.1
Antioquia,Concordia,Naranja,2015,80,78,624,8
Antioquia,Yolombo,Naranja,2015,80,80,1200,15
Antioquia,Valdivia,Naranja,2015,31,24,202,8.4
Antioquia,Salgar,Naranja,2015,30,26,490,19
Antioquia,Hispania,Naranja,2015,29,22,440,20
Antioquia,Anza,Naranja,2015,17,10,300,30
Antioquia,Amaga,Naranja,2015,15,15,270,18
Antioquia,Barbosa,Naranja,2015,15,15,210,14
Antioquia,Girardota,Naranja,2015,14,8,128,16
Antioquia,Cisneros,Naranja,2015,10,10,10,1
Antioquia,Medellin,Naranja,2015,10,9,63,7
Antioquia,Frontino,Naranja,2015,7,7,28,4
Antioquia,Caracoli,Naranja,2015,6,2,14,7
Antioquia,Sopetran,Naranja,2015,6,6,30,5
Norte de santander,Durania,Naranja,2015,25,25,250,10
Norte de santander,Santiago,Naranja,2015,10,10,150,15
Norte de santander,Salazar,Naranja,2015,8,4,40,10
Santander,Pinchote,Naranja,2015,71,62,806,13
Antioquia,Fredonia,Naranja,2016,730,730,27740,38
Antioquia,Valparaiso,Naranja,2016,482,182,3640,20
Antioquia,Tamesis,Naranja,2016,482,482,5104,10.6
Antioquia,Tarso,Naranja,2016,458,458,12827,28
Antioquia,Venecia,Naranja,2016,382,367,8074,22
Antioquia,Betulia,Naranja,2016,300,300,6000,20
Antioquia,La pintada,Naranja,2016,125,98,1470,15
Antioquia,Concordia,Naranja,2016,83,77,616,8
Antioquia,Yolombo,Naranja,2016,80,80,1200,15
Antioquia,Valdivia,Naranja,2016,30,30,240,8
Antioquia,Salgar,Naranja,2016,30,30,596,20
Antioquia,Hispania,Naranja,2016,26,19,285,15
Antioquia,Uramita,Naranja,2016,18,13,65,5
Antioquia,Anza,Naranja,2016,17,15,420,28
Antioquia,Barbosa,Naranja,2016,15,15,210,14
Antioquia,Girardota,Naranja,2016,14,8,156,19.5
Antioquia,Caramanta,Naranja,2016,12,12,144,12
Antioquia,Cisneros,Naranja,2016,10,10,10,1
Antioquia,Medellin,Naranja,2016,10,10,70,7
Antioquia,Frontino,Naranja,2016,8,8,40,5
Antioquia,Caracoli,Naranja,2016,6,4,28,7
Antioquia,Sopetran,Naranja,2016,6,6,30,5
Cauca,Padilla,Naranja,2016,3,2,6,3
Meta,San martin,Naranja,2016,25,5,75,15
Meta,Cabuyaro,Naranja,2016,15,15,360,24
Norte de santander,Cucutilla,Naranja,2016,26,11,132,12
Norte de santander,Durania,Naranja,2016,26,25,250,10
Norte de santander,Arboledas,Naranja,2016,10,5,55,11
Norte de santander,Salazar,Naranja,2016,8,8,80,10
Antioquia,Fredonia,Naranja,2017,880,730,27740,38
Antioquia,Valparaiso,Naranja,2017,546,182,7280,40
Antioquia,Tamesis,Naranja,2017,497,482,5778,12
Antioquia,Tarso,Naranja,2017,468,468,13107,28
Antioquia,Venecia,Naranja,2017,382,372,8184,22
Antioquia,Betulia,Naranja,2017,300,300,6000,20
Antioquia,La pintada,Naranja,2017,125,98,1372,14
Antioquia,Concordia,Naranja,2017,83,77,616,8
Antioquia,Yolombo,Naranja,2017,80,80,1200,15
Antioquia,Valdivia,Naranja,2017,30,30,240,8
Antioquia,Salgar,Naranja,2017,30,30,596,20
Antioquia,Hispania,Naranja,2017,24,17,255,15
Antioquia,Uramita,Naranja,2017,18,13,65,5
Antioquia,Anza,Naranja,2017,17,15,375,25
Antioquia,Girardota,Naranja,2017,17,11,275,25
Antioquia,Barbosa,Naranja,2017,15,15,210,14
Antioquia,Caramanta,Naranja,2017,13,12,144,12
Antioquia,Medellin,Naranja,2017,12,10,70,7
Antioquia,Cisneros,Naranja,2017,10,10,10,1
Antioquia,El bagre,Naranja,2017,8,4,24,6
Antioquia,Frontino,Naranja,2017,8,7,49,7
Antioquia,Caracoli,Naranja,2017,6,4,28,7
Antioquia,Sopetran,Naranja,2017,6,6,30,5
Antioquia,Titiribi,Naranja,2017,4,4,53,15
Casanare,Tauramena,Naranja,2017,20,20,1000,50
Cauca,Padilla,Naranja,2017,4,4,8,2
Meta,San martin,Naranja,2017,30,25,338,13.5
Meta,Cabuyaro,Naranja,2017,15,15,360,24
Norte de santander,Pamplonita,Naranja,2017,41,41,615,15
Norte de santander,La esperanza,Naranja,2017,35,20,280,14
Norte de santander,Durania,Naranja,2017,26,25,250,10
Norte de santander,Cucutilla,Naranja,2017,24,8,96,12
Norte de santander,Arboledas,Naranja,2017,10,10,110,11
Norte de santander,El carmen,Naranja,2017,10,6,60,10
Norte de santander,Salazar,Naranja,2017,8,8,80,10
Santander,Barrancabermeja,Naranja,2017,106,105,1785,17
Santander,Jordan,Naranja,2017,6,2,8,4
Antioquia,Fredonia,Naranja,2018,881,731,28467,38.95
Antioquia,Valparaiso,Naranja,2018,666,482,19280,40
Antioquia,Tamesis,Naranja,2018,507,482,5778,12
Antioquia,Tarso,Naranja,2018,469,468,13107,28
Antioquia,Venecia,Naranja,2018,395,385,8651,22.49
Antioquia,Betulia,Naranja,2018,300,300,6000,20
Antioquia,La pintada,Naranja,2018,125,98,1372,14
Antioquia,Concordia,Naranja,2018,84,78,646,8.29
Antioquia,Yolombo,Naranja,2018,83,83,1257,15.14
Antioquia,Salgar,Naranja,2018,31,31,636,20.53
Antioquia,Valdivia,Naranja,2018,30,30,240,8
Antioquia,Hispania,Naranja,2018,24,17,255,15
Antioquia,Girardota,Naranja,2018,18,12,292,25.1
Antioquia,Uramita,Naranja,2018,18,13,65,5
Antioquia,Anza,Naranja,2018,17,15,375,25
Antioquia,Barbosa,Naranja,2018,15,15,210,14
Antioquia,Caramanta,Naranja,2018,14,13,160,12.4
Antioquia,Medellin,Naranja,2018,13,11,74,7
Antioquia,Cisneros,Naranja,2018,11,11,11,1.04
Antioquia,El bagre,Naranja,2018,8,4,24,6
Antioquia,Frontino,Naranja,2018,8,8,56,7
Antioquia,Caracoli,Naranja,2018,7,5,33,7.03
Antioquia,Sopetran,Naranja,2018,6,6,30,5
Antioquia,Titiribi,Naranja,2018,4,4,53,15
Casanare,Tauramena,Naranja,2018,20,20,1000,50
Cauca,Padilla,Naranja,2018,6,6,18,3
Meta,San martin,Naranja,2018,37,37,740,20
Meta,Cabuyaro,Naranja,2018,15,15,360,24
Norte de santander,Pamplonita,Naranja,2018,45,41,615,15
Norte de santander,La esperanza,Naranja,2018,35,20,280,14
Norte de santander,Durania,Naranja,2018,26,25,250,10
Norte de santander,Cucutilla,Naranja,2018,24,8,96,12
Norte de santander,La playa,Naranja,2018,20,20,200,10
Norte de santander,Arboledas,Naranja,2018,12,10,110,11
Norte de santander,El carmen,Naranja,2018,11,7,14,2
Norte de santander,Salazar,Naranja,2018,8,8,80,10
Santander,Barrancabermeja,Naranja,2018,112,102,1737,17
Santander,Jordan,Naranja,2018,26,6,24,4
Antioquia,Tamesis,Naranja,2007,30,8,191,23
Antioquia,Tamesis,Naranja,2008,30,10,204,20
Antioquia,Tamesis,Naranja,2009,32,21,106,5
Antioquia,Tamesis,Naranja,2010,32,30,301,10
Antioquia,Tamesis,Naranja,2011,34,32,263,8.31
Antioquia,Valparaiso,Naranja,2012,110,25,540,21.6
Antioquia,Tamesis,Naranja,2012,98,92,1119,12.12
Antioquia,Tamesis,Naranja,2013,34,34,284,8.3
Antioquia,Valparaiso,Naranja,2013,6,4,80,20
Antioquia,Tamesis,Naranja,2014,34,34,284,8.3
Antioquia,Valparaiso,Naranja,2014,11,4,80,20
Antioquia,Tamesis,Naranja,2015,34,34,284,8.3
Antioquia,Valparaiso,Naranja,2015,11,4,80,20
Antioquia,Tamesis,Naranja,2016,34,34,284,8.3
Antioquia,Valparaiso,Naranja,2016,16,11,220,20
Antioquia,Tamesis,Naranja,2017,40,34,284,8.3
Antioquia,Valparaiso,Naranja,2017,11,11,220,20
Antioquia,Tamesis,Naranja,2018,46,34,284,8.3
Antioquia,Valparaiso,Naranja,2018,11,11,220,20
Norte de santander,Gramalote,Tangelo,2013,5,3,30,10
Norte de santander,Gramalote,Tangelo,2014,5,5,50,10
Norte de santander,Gramalote,Tangelo,2015,7,5,50,10
Norte de santander,Santiago,Tangelo,2016,38,10,150,15
Norte de santander,Chinacota,Tangelo,2016,15,6,84,15
Norte de santander,Gramalote,Tangelo,2016,7,5,45,9
Norte de santander,Santiago,Tangelo,2017,20,10,150,15
Norte de santander,Gramalote,Tangelo,2017,11,7,63,9
Norte de santander,Chinacota,Tangelo,2017,6,6,84,15
Norte de santander,Abrego,Tangelo,2017,4,4,200,50
Norte de santander,Santiago,Tangelo,2018,20,10,150,15
Norte de santander,Gramalote,Tangelo,2018,12,8,72,9
Norte de santander,Chinacota,Tangelo,2018,6,6,84,15
Norte de santander,Abrego,Tangelo,2018,4,4,200,50
Antioquia,Tamesis,Tangelo,2007,75,52,1293,25
Antioquia,Fredonia,Tangelo,2007,11,11,121,11
Antioquia,Tamesis,Tangelo,2008,75,53,913,17.1
Antioquia,Fredonia,Tangelo,2008,11,11,165,15
Antioquia,Tamesis,Tangelo,2009,75,75,1131,15
Antioquia,Fredonia,Tangelo,2009,60,11,165,15
Antioquia,Tamesis,Tangelo,2010,54,54,243,4.5
Antioquia,Fredonia,Tangelo,2010,11,11,66,6
Antioquia,Tarso,Tangelo,2010,6,6,121,22
Cauca,Balboa,Tangelo,2010,15,15,150,10
Antioquia,Tamesis,Tangelo,2011,54,54,384,7.12
Antioquia,Tarso,Tangelo,2011,2,2,34,19
Cauca,Balboa,Tangelo,2011,15,15,150,10
Antioquia,Tamesis,Tangelo,2012,54,54,385,7.12
Antioquia,Fredonia,Tangelo,2012,11,11,55,5
Antioquia,Tarso,Tangelo,2012,2,2,34,19
Casanare,Tauramena,Tangelo,2012,14,6,240,40
Cauca,Balboa,Tangelo,2012,110,100,1000,10
Antioquia,Tamesis,Tangelo,2013,54,54,383,7.1
Antioquia,Fredonia,Tangelo,2013,11,11,55,5
Casanare,Tauramena,Tangelo,2013,14,12,480,40
Cauca,Balboa,Tangelo,2013,110,100,1000,10
Santander,Barrancabermeja,Tangelo,2013,20,15,158,10.5
Antioquia,Tamesis,Tangelo,2014,54,54,383,7.1
Antioquia,Fredonia,Tangelo,2014,11,11,55,5
Casanare,Tauramena,Tangelo,2014,17,14,560,40
Cauca,Balboa,Tangelo,2014,110,110,1100,10
Santander,Barrancabermeja,Tangelo,2014,23,14,154,11
Antioquia,Tamesis,Tangelo,2015,54,54,383,7.1
Antioquia,Fredonia,Tangelo,2015,11,11,55,5
Casanare,Tauramena,Tangelo,2015,17,14,560,40
Casanare,Monterrey,Tangelo,2015,6,5,190,38
Cauca,Balboa,Tangelo,2015,110,110,1100,10
Santander,Barrancabermeja,Tangelo,2015,31,19,209,11
Antioquia,Tamesis,Tangelo,2016,54,54,383,7.1
Antioquia,Fredonia,Tangelo,2016,11,11,55,5
Casanare,Tauramena,Tangelo,2016,13,13,520,40
Cauca,Balboa,Tangelo,2016,110,110,220,2
Santander,Curiti,Tangelo,2016,44,20,180,9
Antioquia,Tamesis,Tangelo,2017,54,54,383,7.1
Antioquia,Fredonia,Tangelo,2017,21,11,55,5
Antioquia,Valparaiso,Tangelo,2017,3,3,60,20
Caldas,Viterbo,Tangelo,2017,92,90,1980,22
Cauca,Balboa,Tangelo,2017,110,110,2200,20
Antioquia,Tamesis,Tangelo,2018,56,56,401,7.16
Antioquia,Fredonia,Tangelo,2018,22,12,58,5.04
Antioquia,Valparaiso,Tangelo,2018,3,3,60,20
Caldas,Viterbo,Tangelo,2018,92,85,1870,22
Cauca,Balboa,Tangelo,2018,110,110,2200,20
Antioquia,Tamesis,Tangelo,2007,18,18,420,23.7
Antioquia,Tamesis,Tangelo,2008,18,18,358,20.2
Antioquia,San jeronimo,Tangelo,2008,12,10,200,20
Antioquia,Tarso,Tangelo,2008,6,6,99,18
Antioquia,Tamesis,Tangelo,2009,18,18,354,20
Antioquia,Tarso,Tangelo,2009,6,6,110,20
Antioquia,Fredonia,Tangelo,2010,50,50,250,5
Antioquia,Tamesis,Tangelo,2010,15,15,122,8
Antioquia,Liborina,Tangelo,2010,2,2,29,14
Antioquia,La pintada,Tangelo,2010,1,1,19,38
Antioquia,Tamesis,Tangelo,2011,17,15,83,5.4
Antioquia,La pintada,Tangelo,2011,10,1,19,37.5
Antioquia,Liborina,Tangelo,2011,2,2,11,5
Antioquia,Fredonia,Tangelo,2012,50,50,200,4
Antioquia,Tamesis,Tangelo,2012,17,15,83,5.4
Antioquia,Liborina,Tangelo,2012,2,2,11,5
Antioquia,Fredonia,Tangelo,2013,50,50,200,4
Antioquia,Tamesis,Tangelo,2013,17,17,93,5.4
Antioquia,Liborina,Tangelo,2013,2,2,11,5
Antioquia,Fredonia,Tangelo,2014,50,50,200,4
Antioquia,Tamesis,Tangelo,2014,17,17,93,5.4
Antioquia,Liborina,Tangelo,2014,2,2,11,5
Antioquia,Fredonia,Tangelo,2015,50,50,200,4
Antioquia,Tamesis,Tangelo,2015,17,17,93,5.4
Antioquia,Liborina,Tangelo,2015,2,2,11,5
Antioquia,Fredonia,Tangelo,2016,50,50,200,4
Antioquia,Tamesis,Tangelo,2016,17,17,93,5.4
Antioquia,Fredonia,Tangelo,2017,50,50,200,4
Antioquia,Tamesis,Tangelo,2017,20,17,93,5.4
Antioquia,Fredonia,Tangelo,2018,52,52,213,4.09
Antioquia,Tamesis,Tangelo,2018,21,18,98,5.48
Antioquia,Abejorral,Limon,2019,38,24,192,8
Cundinamarca,Agua de dios,Mandarina,2019,14.5,14.5,72.5,5
Cundinamarca,Agua de dios,Limon,2019,7,7,37.8,5.4
Cundinamarca,Agua de dios,Naranja,2019,5,5,30,6
Magdalena,Algarrobo,Naranja,2019,45,40,600,15
Cauca,Almaguer,Naranja,2019,46,0,0,0
Cundinamarca,Anapoima,Naranja,2019,127.5,102,2255,22.11
Cundinamarca,Anapoima,Mandarina,2019,136,106,1908,18
Cundinamarca,Anapoima,Limon,2019,143,101,2020,20
Antioquia,Angelopolis,Mandarina,2019,19.6,17.6,79,4.49
Cundinamarca,Anolaima,Mandarina,2019,249,239,1434,6
Cundinamarca,Anolaima,Naranja,2019,44,39,156,4
Antioquia,Anza,Naranja,2019,15,15,375,25
Antioquia,Anza,Lima,2019,37,6,12,2
Cundinamarca,Apulo,Limon,2019,161,155,930,6
Cundinamarca,Apulo,Mandarina,2019,130,125,875,7
Cundinamarca,Apulo,Naranja,2019,435,430,3440,8
Santander,Aratoca,Mandarina,2019,10,10,80,8
Santander,Aratoca,Naranja,2019,12,12,96,8
Santander,Aratoca,Limon,2019,106,106,742,7
Bolivar,Arjona,Naranja,2019,5,5,75,15
Antioquia,Armenia,Mandarina,2019,5,5,32.5,6.5
Antioquia,Armenia,Lima,2019,9,8,73.6,9.2
Quindio,Armenia,Limon,2019,75,20,400,20
Tolima,Armero (guayabal,Limon,2019,107,107,900,8.41
Tolima,Armero (guayabal,Lima,2019,109,109,1090,10
Choco,Atrato (yuto,Limon,2019,15,15,75,5
Choco,Bahia solano (mutis,Limon,2019,7,7,10,1.43
Cauca,Balboa,Tangelo,2019,101,90,1800,20
Cauca,Balboa,Limon,2019,258,206,4120,20
Risaralda,Balboa,Lima,2019,65,23,575,25
Risaralda,Balboa,Mandarina,2019,13,13,208,16
Risaralda,Balboa,Naranja,2019,34,34,510,15
Atlantico,Baranoa,Limon,2019,4,4,40,10
Narino,Barbacoas,Lima,2019,1,0,0,0
Antioquia,Barbosa,Naranja,2019,15,15,210,14
Santander,Barichara,Mandarina,2019,55,55,825,15
Santander,Barichara,Naranja,2019,43,43,645,15
Santander,Barichara,Limon,2019,40,40,600,15
Santander,Barrancabermeja,Mandarina,2019,7.3,7.3,43.8,6
Santander,Barrancabermeja,Limon,2019,290.7,274.8,1958.6,7.13
Santander,Barrancabermeja,Naranja,2019,95.5,93.5,981.75,10.5
Santander,Barrancabermeja,Tangelo,2019,15,15,97.5,6.5
La guajira,Barrancas,Limon,2019,6,1,4,4
La guajira,Barrancas,Naranja,2019,11,11,55,5
Risaralda,Belen de umbria,Naranja,2019,22,20,600,30
Cundinamarca,Beltran,Limon,2019,4,1,6,6
Cundinamarca,Beltran,Naranja,2019,7,5,45,9
Antioquia,Betania,Limon,2019,20,0,0,0
Antioquia,Betania,Mandarina,2019,1,0,0,0
Antioquia,Betania,Tangelo,2019,1,0,0,0
Antioquia,Betulia,Naranja,2019,300,300,6000,20
Antioquia,Betulia,Limon,2019,6,2,12,6
Antioquia,Betulia,Mandarina,2019,43,43,774,18
Cauca,Bolivar,Limon,2019,57,47,517,11
Antioquia,Briceno,Lima,2019,2,0,0,0
Boyaca,Briceno,Naranja,2019,45,43,570,13.26
Santander,Bucaramanga,Naranja,2019,120.6,118,1770,15
Santander,Bucaramanga,Limon,2019,128.5,119,2142,18
Boyaca,Buenavista,Limon,2019,12,0,0,0
Boyaca,Buenavista,Mandarina,2019,73,73,1095,15
Boyaca,Buenavista,Naranja,2019,100,100,1800,18
Cordoba,Buenavista,Limon,2019,12,0,0,0
Quindio,Buenavista,Limon,2019,11.9,11.4,228,20
Cauca,Buenos aires,Naranja,2019,37,37,925,25
Cauca,Buenos aires,Limon,2019,125,80,640,8
Narino,Buesaco,Limon,2019,4,3,15,5
Santander,Cabrera,Limon,2019,4,3,30,10
Santander,Cabrera,Mandarina,2019,9,9,108,12
Santander,Cabrera,Naranja,2019,45,8,80,10
Meta,Cabuyaro,Naranja,2019,15,15,360,24
Antioquia,Caceres,Lima,2019,7,3,54,18
Cundinamarca,Cachipay,Limon,2019,56,40,200,5
Cundinamarca,Cachipay,Mandarina,2019,552,547,3282,6
Cundinamarca,Cachipay,Naranja,2019,206,197,1182,6
Antioquia,Caicedo,Limon,2019,2,0,0,0
Cauca,Cajibio,Limon,2019,7,0,0,0
Quindio,Calarca,Limon,2019,6,1,30,30
Atlantico,Candelaria,Naranja,2019,3,2,36,18
Antioquia,Canasgordas,Lima,2019,50,50,500,10
Santander,Capitanejo,Limon,2019,39,30,450,15
Santander,Capitanejo,Mandarina,2019,2,0,0,0
Santander,Capitanejo,Naranja,2019,2,0,0,0
Antioquia,Caracoli,Naranja,2019,6.5,6.5,78,12
Antioquia,Caramanta,Naranja,2019,15,11,132,12
Antioquia,Carmen de viboral,Lima,2019,6,4.5,108,24
Antioquia,Carmen de viboral,Limon,2019,61,61,1098,18
Choco,Carmen del darien  (curbarado,Limon,2019,25,25,175,7
Antioquia,Caucasia,Lima,2019,14,0,0,0
Santander,Cepita,Limon,2019,60,40,480,12
Santander,Cepita,Naranja,2019,11,7,56,8
Choco,Certegui,Limon,2019,4,2,25,12.5
Tolima,Chaparral,Naranja,2019,93,83,2075,25
Santander,Charala,Naranja,2019,8,7,126,18
Santander,Charala,Mandarina,2019,3,3,63,21
Santander,Charala,Limon,2019,5,3,15,5
Antioquia,Chigorodo,Lima,2019,19,10,70,7
Cordoba,Chima,Naranja,2019,1,1,10,10
Santander,Chima,Limon,2019,14,14,140,10
Santander,Chima,Mandarina,2019,39,39,702,18
Santander,Chima,Naranja,2019,39.5,39.5,987.5,25
Cordoba,Chinu,Limon,2019,8,8,24,3
Boyaca,Chiscas,Naranja,2019,9,5,32,6.4
Boyaca,Chitaraque,Limon,2019,15,8,160,20
Boyaca,Chitaraque,Naranja,2019,16,10,300,30
Cordoba,Cienaga de oro,Naranja,2019,14,14,84,6
Santander,Cimitarra,Limon,2019,18,15,45,3
Santander,Cimitarra,Naranja,2019,12,10,25,2.5
Antioquia,Cisneros,Naranja,2019,11,11,110,10
Antioquia,Ciudad bolivar,Lima,2019,197,0,0,0
Bolivar,Clemencia,Limon,2019,22,20,240,12
Antioquia,Cocorna,Naranja,2019,10,5,50,10
Antioquia,Cocorna,Lima,2019,16,10,100,10
Antioquia,Cocorna,Limon,2019,37,25,250,10
Antioquia,Cocorna,Mandarina,2019,16,10,120,12
Tolima,Coello,Limon,2019,381,351,3510,10
Narino,Colon (genova,Limon,2019,34,6,24,4
Antioquia,Concordia,Naranja,2019,83,67,670,10
Antioquia,Concordia,Mandarina,2019,17,4,52,13
Antioquia,Concordia,Limon,2019,5,0,0,0
Choco,Condoto,Limon,2019,3.5,2,3,1.5
Antioquia,Copacabana,Naranja,2019,35,35,280,8
Boyaca,Coper,Naranja,2019,205,178,1780,10
Quindio,Cordoba,Limon,2019,0.5,0.5,9.25,18.5
Cauca,Corinto,Limon,2019,14,11,165,15
Sucre,Corozal,Limon,2019,1,1,8,8
Sucre,Corozal,Naranja,2019,4,4,16,4
Sucre,Covenas,Naranja,2019,6,6,12,2
Sucre,Covenas,Limon,2019,2,2,4,2
Tolima,Coyaima,Limon,2019,214,145,1450,10
Vichada,Cumaribo,Naranja,2019,35,35,350,10
Narino,Cumbal,Naranja,2019,6,6,42,7
Narino,Cumbal,Limon,2019,6,6,30,5
Narino,Cumbitara,Naranja,2019,14,14,60,4.29
Tolima,Cunday,Mandarina,2019,4,3,24,8
Tolima,Cunday,Tangelo,2019,10,0,0,0
Tolima,Cunday,Limon,2019,11,10,100,10
Tolima,Cunday,Naranja,2019,5,0,0,0
Santander,Curiti,Limon,2019,92,69,552,8
Santander,Curiti,Mandarina,2019,5,5,75,15
Santander,Curiti,Naranja,2019,20,17,476,28
Antioquia,Dabeiba,Naranja,2019,14,14,140,10
Antioquia,Dabeiba,Lima,2019,107.5,77.5,1007.5,13
La guajira,Distraccion,Limon,2019,3,3,15,5
Tolima,Dolores,Mandarina,2019,6,6,48,8
Risaralda,Dosquebradas,Limon,2019,3,1,10,10
Antioquia,El bagre,Naranja,2019,12.5,12.5,75,6
Magdalena,El banco,Naranja,2019,437,435,6525,15
Choco,El canton del san pablo (managru,Limon,2019,5,3,21,7
Santander,El carmen,Naranja,2019,500,450,1800,4
Santander,El carmen,Limon,2019,150,140,400,2.86
Meta,El castillo,Naranja,2019,5,2,20,10
Meta,El castillo,Limon,2019,4,1,8,8
Cundinamarca,El colegio,Naranja,2019,99,96,960,10
Cundinamarca,El colegio,Mandarina,2019,104,103,1545,15
Boyaca,El espino,Naranja,2019,3,3,7,2.33
Santander,El guacamayo,Naranja,2019,3,2,6.3,3.15
Santander,El guacamayo,Mandarina,2019,10,9,54,6
Bolivar,El guamo,Limon,2019,1,1,12,12
Bolivar,El guamo,Naranja,2019,2,2,90,45
La guajira,El molino,Limon,2019,2,1,12,12
Narino,El penol,Limon,2019,49,49,588,12
Cundinamarca,El penon,Naranja,2019,381,381,1714.5,4.5
Santander,El playon,Limon,2019,34,29,348,12
Santander,El playon,Mandarina,2019,191,181,1810,10
Santander,El playon,Naranja,2019,115,105,1050,10
Sucre,El roble,Limon,2019,5,0,0,0
Narino,El rosario,Limon,2019,1110,610,1050,1.72
Narino,El tambo,Limon,2019,11,11,99,9
Tolima,Espinal,Limon,2019,250,240,4800,20
Tolima,Flandes,Limon,2019,1162,1142,3660,3.2
Cauca,Florencia,Limon,2019,4,3,36,12
Cauca,Florencia,Naranja,2019,4,4,24,6
Santander,Floridablanca,Naranja,2019,123,123,1143,9.29
La guajira,Fonseca,Limon,2019,15,12,48,4
La guajira,Fonseca,Naranja,2019,24,20,80,4
Antioquia,Fredonia,Lima,2019,85,70,1400,20
Antioquia,Fredonia,Mandarina,2019,97,97,1940,20
Antioquia,Fredonia,Naranja,2019,930,880,33440,38
Antioquia,Fredonia,Tangelo,2019,71,71,1420,20
Antioquia,Frontino,Naranja,2019,8.5,7,51.8,7.4
Antioquia,Frontino,Limon,2019,2.1,2,2.6,1.3
Antioquia,Frontino,Lima,2019,59.4,56.6,594.3,10.5
Santander,Galan,Naranja,2019,33,33,660,20
Santander,Galan,Mandarina,2019,30,30,600,20
Santander,Galan,Limon,2019,1,1,20,20
Atlantico,Galapa,Limon,2019,8,0,0,0
Sucre,Galeras,Naranja,2019,84,79,324,4.1
Cesar,Gamarra,Limon,2019,4,0,0,0
Quindio,Genova,Limon,2019,2.2,2.2,39.6,18
Antioquia,Giraldo,Lima,2019,3,0,0,0
Antioquia,Giraldo,Limon,2019,4,4,80,20
Cundinamarca,Girardot,Limon,2019,15,15,165,11
Antioquia,Girardota,Naranja,2019,18,17,303,17.82
Santander,Giron,Naranja,2019,728,700,11472,16.39
Santander,Giron,Mandarina,2019,87,75,1922,25.63
Santander,Giron,Limon,2019,2461,2270,49486,21.8
Antioquia,Granada,Limon,2019,4.9,0,0,0
Boyaca,Guacamayas,Naranja,2019,9,9,67,7.44
Cundinamarca,Guaduas,Lima,2019,100,100,1000,10
Cundinamarca,Guaduas,Naranja,2019,50,30,240,8
Cundinamarca,Guaduas,Mandarina,2019,35,30,180,6
Cundinamarca,Guaduas,Limon,2019,21,21,189,9
Narino,Guaitarilla,Limon,2019,5,5,30,6
Narino,Guaitarilla,Naranja,2019,4,4,12,3
Magdalena,Guamal,Naranja,2019,885,870,17400,20
Tolima,Guamo,Limon,2019,2364,1300,13600,10.46
Santander,Guapota,Naranja,2019,21,19,170,8.95
Santander,Guapota,Mandarina,2019,22,22,170,7.73
Santander,Guepsa,Naranja,2019,6,5,30,6
Antioquia,Heliconia,Lima,2019,4.5,4,40,10
Antioquia,Heliconia,Naranja,2019,5.5,5,60,12
Antioquia,Hispania,Mandarina,2019,2,0,0,0
Antioquia,Hispania,Naranja,2019,25,18,270,15
Antioquia,Hispania,Limon,2019,5,0,0,0
Tolima,Honda,Limon,2019,60,55,988,17.96
Guainia,Inirida,Naranja,2019,2,2,10,5
Cauca,Inza,Limon,2019,1.5,0.5,6,12
Narino,Ipiales,Limon,2019,7,6,30,5
Narino,Ipiales,Naranja,2019,7,5,30,6
Antioquia,Ituango,Lima,2019,13,11,66,6
Cundinamarca,Jerusalen,Naranja,2019,63,35,210,6
Cundinamarca,Jerusalen,Limon,2019,71,41,287,7
Santander,Jordan,Mandarina,2019,4,0,0,0
Santander,Jordan,Limon,2019,24,0,0,0
Santander,Jordan,Naranja,2019,6,0,0,0
