Id,Name,Value,Date
Embalse,SAN LORENZO,0.42456,2023-04-16
Embalse,TOPOCORO,0.7424,2023-04-16
Embalse,TRONERAS,0.27896,2023-04-16
Embalse,URRA1,0.59331,2023-04-16
Embalse,AGREGADO BOGOTA,0.619,2023-04-17
Embalse,ALTOANCHICAYA,0.37256,2023-04-17
Embalse,AMANI,0.54911,2023-04-17
Embalse,BETANIA,0.65498,2023-04-17
Embalse,CALIMA1,0.76246,2023-04-17
Embalse,CHUZA,0.34662,2023-04-17
Embalse,EL QUIMBO,0.66417,2023-04-17
Embalse,ESMERALDA,0.23065,2023-04-17
Embalse,GUAVIO,0.44288,2023-04-17
Embalse,ITUANGO,0.57056,2023-04-17
Embalse,MIRAFLORES,0.5008,2023-04-17
Embalse,MUNA,0.69765,2023-04-17
Embalse,PENOL,0.75766,2023-04-17
Embalse,PLAYAS,0.62578,2023-04-17
Embalse,PORCE II,0.45638,2023-04-17
Embalse,PORCE III,0.37747,2023-04-17
Embalse,PRADO,0.67919,2023-04-17
Embalse,PUNCHINA,0.3174,2023-04-17
Embalse,RIOGRANDE2,0.56262,2023-04-17
Embalse,SALVAJINA,0.58053,2023-04-17
Embalse,SAN LORENZO,0.42307,2023-04-17
Embalse,TOPOCORO,0.75836,2023-04-17
Embalse,TRONERAS,0.44359,2023-04-17
Embalse,URRA1,0.59655,2023-04-17
Embalse,AGREGADO BOGOTA,0.6225,2023-04-18
Embalse,ALTOANCHICAYA,0.19289,2023-04-18
Embalse,AMANI,0.54181,2023-04-18
Embalse,BETANIA,0.69699,2023-04-18
Embalse,CALIMA1,0.76293,2023-04-18
Embalse,CHUZA,0.35294,2023-04-18
Embalse,EL QUIMBO,0.66112,2023-04-18
Embalse,ESMERALDA,0.22858,2023-04-18
Embalse,GUAVIO,0.44735,2023-04-18
Embalse,ITUANGO,0.5722,2023-04-18
Embalse,MIRAFLORES,0.50263,2023-04-18
Embalse,MUNA,0.81411,2023-04-18
Embalse,PENOL,0.75914,2023-04-18
Embalse,PLAYAS,0.61839,2023-04-18
Embalse,PORCE II,0.45263,2023-04-18
Embalse,PORCE III,0.43142,2023-04-18
Embalse,PRADO,0.67981,2023-04-18
Embalse,PUNCHINA,0.33675,2023-04-18
Embalse,RIOGRANDE2,0.5956,2023-04-18
Embalse,SALVAJINA,0.58758,2023-04-18
Embalse,SAN LORENZO,0.42988,2023-04-18
Embalse,TOPOCORO,0.77389,2023-04-18
Embalse,TRONERAS,0.36161,2023-04-18
Embalse,URRA1,0.59758,2023-04-18
Embalse,AGREGADO BOGOTA,0.62454,2023-04-19
Embalse,ALTOANCHICAYA,0.01322,2023-04-19
Embalse,AMANI,0.53549,2023-04-19
Embalse,BETANIA,0.73939,2023-04-19
Embalse,CALIMA1,0.76517,2023-04-19
Embalse,CHUZA,0.35328,2023-04-19
Embalse,EL QUIMBO,0.65506,2023-04-19
Embalse,ESMERALDA,0.21798,2023-04-19
Embalse,GUAVIO,0.44681,2023-04-19
Embalse,ITUANGO,0.56335,2023-04-19
Embalse,MIRAFLORES,0.50168,2023-04-19
Embalse,MUNA,0.89246,2023-04-19
Embalse,PENOL,0.75755,2023-04-19
Embalse,PLAYAS,0.66004,2023-04-19
Embalse,PORCE II,0.45255,2023-04-19
Embalse,PORCE III,0.36539,2023-04-19
Embalse,PRADO,0.67442,2023-04-19
Embalse,PUNCHINA,0.29258,2023-04-19
Embalse,RIOGRANDE2,0.61959,2023-04-19
Embalse,SALVAJINA,0.59367,2023-04-19
Embalse,SAN LORENZO,0.39998,2023-04-19
Embalse,TOPOCORO,0.78317,2023-04-19
Embalse,TRONERAS,0.26396,2023-04-19
Embalse,URRA1,0.59709,2023-04-19
Embalse,AGREGADO BOGOTA,0.62526,2023-04-20
Embalse,AMANI,0.5219,2023-04-20
Embalse,BETANIA,0.72617,2023-04-20
Embalse,CALIMA1,0.76745,2023-04-20
Embalse,CHUZA,0.35194,2023-04-20
Embalse,EL QUIMBO,0.64991,2023-04-20
Embalse,ESMERALDA,0.21922,2023-04-20
Embalse,GUAVIO,0.44397,2023-04-20
Embalse,ITUANGO,0.56243,2023-04-20
Embalse,MIRAFLORES,0.49993,2023-04-20
Embalse,MUNA,0.96594,2023-04-20
Embalse,PENOL,0.75718,2023-04-20
Embalse,PLAYAS,0.69937,2023-04-20
Embalse,PORCE II,0.34448,2023-04-20
Embalse,PORCE III,0.48156,2023-04-20
Embalse,PRADO,0.6714,2023-04-20
Embalse,PUNCHINA,0.32536,2023-04-20
Embalse,RIOGRANDE2,0.61886,2023-04-20
Embalse,SALVAJINA,0.60411,2023-04-20
Embalse,SAN LORENZO,0.39341,2023-04-20
Embalse,TOPOCORO,0.78112,2023-04-20
Embalse,TRONERAS,0.1212,2023-04-20
Embalse,URRA1,0.59617,2023-04-20
Embalse,AGREGADO BOGOTA,0.62506,2023-04-21
Embalse,ALTOANCHICAYA,0.09031,2023-04-21
Embalse,AMANI,0.51713,2023-04-21
Embalse,BETANIA,0.71638,2023-04-21
Embalse,CALIMA1,0.76926,2023-04-21
Embalse,CHUZA,0.35011,2023-04-21
Embalse,EL QUIMBO,0.64887,2023-04-21
Embalse,ESMERALDA,0.2154,2023-04-21
Embalse,GUAVIO,0.43671,2023-04-21
Embalse,ITUANGO,0.57736,2023-04-21
Embalse,MIRAFLORES,0.49679,2023-04-21
Embalse,MUNA,0.93195,2023-04-21
Embalse,PENOL,0.75655,2023-04-21
Embalse,PLAYAS,0.72307,2023-04-21
Embalse,PORCE II,0.3276,2023-04-21
Embalse,PORCE III,0.44778,2023-04-21
Embalse,PRADO,0.69893,2023-04-21
Embalse,PUNCHINA,0.2418,2023-04-21
Embalse,RIOGRANDE2,0.62471,2023-04-21
Embalse,SALVAJINA,0.61642,2023-04-21
Embalse,SAN LORENZO,0.37614,2023-04-21
Embalse,TOPOCORO,0.7968,2023-04-21
Embalse,TRONERAS,0.31448,2023-04-21
Embalse,URRA1,0.60236,2023-04-21
Embalse,AGREGADO BOGOTA,0.6248,2023-04-22
Embalse,ALTOANCHICAYA,0.22845,2023-04-22
Embalse,AMANI,0.51035,2023-04-22
Embalse,BETANIA,0.74541,2023-04-22
Embalse,CALIMA1,0.77152,2023-04-22
Embalse,CHUZA,0.34745,2023-04-22
Embalse,EL QUIMBO,0.64321,2023-04-22
Embalse,ESMERALDA,0.20864,2023-04-22
Embalse,GUAVIO,0.43133,2023-04-22
Embalse,ITUANGO,0.56851,2023-04-22
Embalse,MIRAFLORES,0.49723,2023-04-22
Embalse,MUNA,0.98873,2023-04-22
Embalse,PENOL,0.75681,2023-04-22
Embalse,PLAYAS,0.72607,2023-04-22
Embalse,PORCE II,0.55631,2023-04-22
Embalse,PORCE III,0.30693,2023-04-22
Embalse,PRADO,0.69769,2023-04-22
Embalse,PUNCHINA,0.2072,2023-04-22
Embalse,RIOGRANDE2,0.62764,2023-04-22
Embalse,SALVAJINA,0.64239,2023-04-22
Embalse,SAN LORENZO,0.37199,2023-04-22
Embalse,TOPOCORO,0.80777,2023-04-22
Embalse,TRONERAS,0.6187,2023-04-22
Embalse,URRA1,0.60504,2023-04-22
Embalse,AGREGADO BOGOTA,0.62487,2023-04-23
Embalse,ALTOANCHICAYA,0.21743,2023-04-23
Embalse,AMANI,0.49045,2023-04-23
Embalse,BETANIA,0.76447,2023-04-23
Embalse,CALIMA1,0.77333,2023-04-23
Embalse,CHUZA,0.34679,2023-04-23
Embalse,EL QUIMBO,0.64272,2023-04-23
Embalse,ESMERALDA,0.21341,2023-04-23
Embalse,GUAVIO,0.42377,2023-04-23
Embalse,ITUANGO,0.56687,2023-04-23
Embalse,MIRAFLORES,0.49592,2023-04-23
Embalse,MUNA,0.92628,2023-04-23
Embalse,PENOL,0.75559,2023-04-23
Embalse,PLAYAS,0.89571,2023-04-23
Embalse,PORCE II,0.6683,2023-04-23
Embalse,PORCE III,0.34164,2023-04-23
Embalse,PRADO,0.70265,2023-04-23
Embalse,PUNCHINA,0.50797,2023-04-23
Embalse,RIOGRANDE2,0.63573,2023-04-23
Embalse,SALVAJINA,0.65923,2023-04-23
Embalse,SAN LORENZO,0.38171,2023-04-23
Embalse,TOPOCORO,0.81387,2023-04-23
Embalse,TRONERAS,0.62245,2023-04-23
Embalse,URRA1,0.60494,2023-04-23
Embalse,AGREGADO BOGOTA,0.62543,2023-04-24
Embalse,ALTOANCHICAYA,0.08874,2023-04-24
Embalse,AMANI,0.49552,2023-04-24
Embalse,BETANIA,0.8025,2023-04-24
Embalse,CALIMA1,0.77559,2023-04-24
Embalse,CHUZA,0.34612,2023-04-24
Embalse,EL QUIMBO,0.63873,2023-04-24
Embalse,ESMERALDA,0.21417,2023-04-24
Embalse,GUAVIO,0.42388,2023-04-24
Embalse,ITUANGO,0.5668,2023-04-24
Embalse,MIRAFLORES,0.5008,2023-04-24
Embalse,MUNA,0.915,2023-04-24
Embalse,PENOL,0.75506,2023-04-24
Embalse,PLAYAS,0.92609,2023-04-24
Embalse,PORCE II,0.57455,2023-04-24
Embalse,PORCE III,0.52319,2023-04-24
Embalse,PRADO,0.72005,2023-04-24
Embalse,PUNCHINA,0.53393,2023-04-24
Embalse,RIOGRANDE2,0.64016,2023-04-24
Embalse,SALVAJINA,0.65105,2023-04-24
Embalse,SAN LORENZO,0.43118,2023-04-24
Embalse,TOPOCORO,0.81817,2023-04-24
Embalse,TRONERAS,0.69042,2023-04-24
Embalse,URRA1,0.60441,2023-04-24
Embalse,AGREGADO BOGOTA,0.62639,2023-04-25
Embalse,ALTOANCHICAYA,0.15922,2023-04-25
Embalse,AMANI,0.50502,2023-04-25
Embalse,BETANIA,0.79606,2023-04-25
Embalse,CALIMA1,0.7774,2023-04-25
Embalse,CHUZA,0.34712,2023-04-25
Embalse,EL QUIMBO,0.63348,2023-04-25
Embalse,ESMERALDA,0.21616,2023-04-25
Embalse,GUAVIO,0.43402,2023-04-25
Embalse,ITUANGO,0.56896,2023-04-25
Embalse,MIRAFLORES,0.50263,2023-04-25
Embalse,MUNA,0.8588,2023-04-25
Embalse,PENOL,0.75385,2023-04-25
Embalse,PLAYAS,0.89923,2023-04-25
Embalse,PORCE II,0.46773,2023-04-25
Embalse,PORCE III,0.63032,2023-04-25
Embalse,PRADO,0.71756,2023-04-25
Embalse,PUNCHINA,0.52186,2023-04-25
Embalse,RIOGRANDE2,0.64311,2023-04-25
Embalse,SALVAJINA,0.63899,2023-04-25
Embalse,SAN LORENZO,0.46629,2023-04-25
Embalse,TOPOCORO,0.81801,2023-04-25
Embalse,TRONERAS,0.62438,2023-04-25
Embalse,URRA1,0.60167,2023-04-25
Embalse,AGREGADO BOGOTA,0.62783,2023-04-26
Embalse,ALTOANCHICAYA,0.24418,2023-04-26
Embalse,AMANI,0.51463,2023-04-26
Embalse,BETANIA,0.76471,2023-04-26
Embalse,CALIMA1,0.77924,2023-04-26
Embalse,CHUZA,0.35161,2023-04-26
Embalse,EL QUIMBO,0.62811,2023-04-26
Embalse,ESMERALDA,0.23387,2023-04-26
Embalse,GUAVIO,0.43714,2023-04-26
Embalse,ITUANGO,0.57388,2023-04-26
Embalse,MIRAFLORES,0.50664,2023-04-26
Embalse,MUNA,0.88686,2023-04-26
Embalse,PENOL,0.75152,2023-04-26
Embalse,PLAYAS,0.99142,2023-04-26
Embalse,PORCE II,0.52257,2023-04-26
Embalse,PORCE III,0.62632,2023-04-26
Embalse,PRADO,0.7294,2023-04-26
Embalse,PUNCHINA,0.57491,2023-04-26
Embalse,RIOGRANDE2,0.65645,2023-04-26
Embalse,SALVAJINA,0.62754,2023-04-26
Embalse,SAN LORENZO,0.48214,2023-04-26
Embalse,TOPOCORO,0.82576,2023-04-26
Embalse,TRONERAS,0.60313,2023-04-26
Embalse,URRA1,0.6003,2023-04-26
Embalse,AGREGADO BOGOTA,0.62945,2023-04-27
Embalse,ALTOANCHICAYA,0.16079,2023-04-27
Embalse,AMANI,0.52422,2023-04-27
Embalse,BETANIA,0.80178,2023-04-27
Embalse,CALIMA1,0.78105,2023-04-27
Embalse,CHUZA,0.35211,2023-04-27
Embalse,EL QUIMBO,0.62694,2023-04-27
Embalse,ESMERALDA,0.23045,2023-04-27
Embalse,GUAVIO,0.43908,2023-04-27
Embalse,ITUANGO,0.57063,2023-04-27
Embalse,MIRAFLORES,0.50839,2023-04-27
Embalse,MUNA,0.84201,2023-04-27
Embalse,PENOL,0.75183,2023-04-27
Embalse,PLAYAS,0.92755,2023-04-27
Embalse,PORCE II,0.6371,2023-04-27
Embalse,PORCE III,0.56893,2023-04-27
Embalse,PRADO,0.72629,2023-04-27
Embalse,PUNCHINA,0.41211,2023-04-27
Embalse,RIOGRANDE2,0.66167,2023-04-27
Embalse,SALVAJINA,0.63091,2023-04-27
Embalse,SAN LORENZO,0.50387,2023-04-27
Embalse,TOPOCORO,0.83261,2023-04-27
Embalse,TRONERAS,0.59469,2023-04-27
Embalse,URRA1,0.60074,2023-04-27
Embalse,AGREGADO BOGOTA,0.63083,2023-04-28
Embalse,AMANI,0.54363,2023-04-28
Embalse,BETANIA,0.84598,2023-04-28
Embalse,CALIMA1,0.78333,2023-04-28
Embalse,CHUZA,0.35865,2023-04-28
Embalse,EL QUIMBO,0.62152,2023-04-28
Embalse,ESMERALDA,0.24518,2023-04-28
Embalse,GUAVIO,0.44473,2023-04-28
Embalse,ITUANGO,0.57428,2023-04-28
Embalse,MIRAFLORES,0.51969,2023-04-28
Embalse,MUNA,0.87559,2023-04-28
Embalse,PENOL,0.75622,2023-04-28
Embalse,PLAYAS,1.08284,2023-04-28
Embalse,PORCE II,0.6037,2023-04-28
Embalse,PORCE III,0.66137,2023-04-28
Embalse,PRADO,0.72379,2023-04-28
Embalse,PUNCHINA,0.79372,2023-04-28
Embalse,RIOGRANDE2,0.66838,2023-04-28
Embalse,SALVAJINA,0.62935,2023-04-28
Embalse,SAN LORENZO,0.55687,2023-04-28
Embalse,TOPOCORO,0.83755,2023-04-28
Embalse,TRONERAS,0.55219,2023-04-28
Embalse,URRA1,0.59826,2023-04-28
Embalse,AGREGADO BOGOTA,0.63204,2023-04-29
Embalse,ALTOANCHICAYA,0.13908,2023-04-29
Embalse,AMANI,0.57575,2023-04-29
Embalse,BETANIA,0.89019,2023-04-29
Embalse,CALIMA1,0.78562,2023-04-29
Embalse,CHUZA,0.36287,2023-04-29
Embalse,EL QUIMBO,0.61636,2023-04-29
Embalse,ESMERALDA,0.24847,2023-04-29
Embalse,GUAVIO,0.45626,2023-04-29
Embalse,ITUANGO,0.56769,2023-04-29
Embalse,MIRAFLORES,0.52421,2023-04-29
Embalse,MUNA,0.84761,2023-04-29
Embalse,PENOL,0.7548,2023-04-29
Embalse,PLAYAS,1.0095,2023-04-29
Embalse,PORCE II,0.74027,2023-04-29
Embalse,PORCE III,0.54634,2023-04-29
Embalse,PRADO,0.72503,2023-04-29
Embalse,PUNCHINA,0.67168,2023-04-29
Embalse,RIOGRANDE2,0.67737,2023-04-29
Embalse,SALVAJINA,0.62624,2023-04-29
Embalse,SAN LORENZO,0.59352,2023-04-29
Embalse,TOPOCORO,0.85196,2023-04-29
Embalse,TRONERAS,0.64604,2023-04-29
Embalse,URRA1,0.60201,2023-04-29
Embalse,AGREGADO BOGOTA,0.63257,2023-04-30
Embalse,ALTOANCHICAYA,0.23442,2023-04-30
Embalse,AMANI,0.59123,2023-04-30
Embalse,BETANIA,0.93818,2023-04-30
Embalse,CALIMA1,0.78788,2023-04-30
Embalse,CHUZA,0.36575,2023-04-30
Embalse,EL QUIMBO,0.61015,2023-04-30
Embalse,ESMERALDA,0.27558,2023-04-30
Embalse,GUAVIO,0.46338,2023-04-30
Embalse,ITUANGO,0.56568,2023-04-30
Embalse,MIRAFLORES,0.53428,2023-04-30
Embalse,MUNA,0.7974,2023-04-30
Embalse,PENOL,0.76047,2023-04-30
Embalse,PLAYAS,0.85864,2023-04-30
Embalse,PORCE II,0.67767,2023-04-30
Embalse,PORCE III,0.74123,2023-04-30
Embalse,PRADO,0.72129,2023-04-30
Embalse,PUNCHINA,0.66416,2023-04-30
Embalse,RIOGRANDE2,0.70002,2023-04-30
Embalse,SALVAJINA,0.62624,2023-04-30
Embalse,SAN LORENZO,0.61755,2023-04-30
Embalse,TOPOCORO,0.86334,2023-04-30
Embalse,TRONERAS,0.88708,2023-04-30
Embalse,URRA1,0.60377,2023-04-30
Embalse,AGREGADO BOGOTA,0.6325,2023-05-01
Embalse,ALTOANCHICAYA,0.3175,2023-05-01
Embalse,AMANI,0.60251,2023-05-01
Embalse,BETANIA,0.90554,2023-05-01
Embalse,CALIMA1,0.78971,2023-05-01
Embalse,CHUZA,0.36557,2023-05-01
Embalse,EL QUIMBO,0.60548,2023-05-01
Embalse,ESMERALDA,0.2939,2023-05-01
Embalse,GUAVIO,0.46864,2023-05-01
Embalse,ITUANGO,0.55926,2023-05-01
Embalse,MIRAFLORES,0.53792,2023-05-01
Embalse,MUNA,0.7974,2023-05-01
Embalse,PENOL,0.76366,2023-05-01
Embalse,PLAYAS,0.73969,2023-05-01
Embalse,PORCE II,0.7624,2023-05-01
Embalse,PORCE III,0.66921,2023-05-01
Embalse,PRADO,0.71569,2023-05-01
Embalse,PUNCHINA,0.54986,2023-05-01
Embalse,RIOGRANDE2,0.70992,2023-05-01
Embalse,SALVAJINA,0.62521,2023-05-01
Embalse,SAN LORENZO,0.60987,2023-05-01
Embalse,TOPOCORO,0.86707,2023-05-01
Embalse,TRONERAS,0.82844,2023-05-01
Embalse,URRA1,0.59598,2023-05-01
Embalse,AGREGADO BOGOTA,0.63217,2023-05-02
Embalse,ALTOANCHICAYA,0.30396,2023-05-02
Embalse,AMANI,0.57905,2023-05-02
Embalse,BETANIA,0.86594,2023-05-02
Embalse,CALIMA1,0.79108,2023-05-02
Embalse,CHUZA,0.36456,2023-05-02
Embalse,EL QUIMBO,0.6026,2023-05-02
Embalse,ESMERALDA,0.28884,2023-05-02
Embalse,GUAVIO,0.47157,2023-05-02
Embalse,ITUANGO,0.56335,2023-05-02
Embalse,MIRAFLORES,0.53749,2023-05-02
Embalse,MUNA,0.87559,2023-05-02
Embalse,PENOL,0.76579,2023-05-02
Embalse,PLAYAS,0.68513,2023-05-02
Embalse,PORCE II,0.6299,2023-05-02
Embalse,PORCE III,0.70832,2023-05-02
Embalse,PRADO,0.70823,2023-05-02
Embalse,PUNCHINA,0.57332,2023-05-02
Embalse,RIOGRANDE2,0.71144,2023-05-02
Embalse,SALVAJINA,0.62262,2023-05-02
Embalse,SAN LORENZO,0.58547,2023-05-02
Embalse,TOPOCORO,0.86709,2023-05-02
Embalse,TRONERAS,0.74177,2023-05-02
Embalse,URRA1,0.58413,2023-05-02
Embalse,AGREGADO BOGOTA,0.632,2023-05-03
Embalse,ALTOANCHICAYA,0.16425,2023-05-03
Embalse,AMANI,0.58192,2023-05-03
Embalse,BETANIA,0.83457,2023-05-03
Embalse,CALIMA1,0.79155,2023-05-03
Embalse,CHUZA,0.36287,2023-05-03
Embalse,EL QUIMBO,0.59855,2023-05-03
Embalse,ESMERALDA,0.28055,2023-05-03
Embalse,GUAVIO,0.47168,2023-05-03
Embalse,ITUANGO,0.56616,2023-05-03
Embalse,MIRAFLORES,0.53515,2023-05-03
Embalse,MUNA,0.81971,2023-05-03
Embalse,PENOL,0.76456,2023-05-03
Embalse,PLAYAS,0.59382,2023-05-03
Embalse,PORCE II,0.48739,2023-05-03
Embalse,PORCE III,0.7826,2023-05-03
Embalse,PRADO,0.69831,2023-05-03
Embalse,PUNCHINA,0.44308,2023-05-03
Embalse,RIOGRANDE2,0.70763,2023-05-03
Embalse,SALVAJINA,0.62287,2023-05-03
Embalse,SAN LORENZO,0.58894,2023-05-03
Embalse,TOPOCORO,0.86554,2023-05-03
Embalse,TRONERAS,0.64479,2023-05-03
Embalse,URRA1,0.57195,2023-05-03
Embalse,AGREGADO BOGOTA,0.63157,2023-05-04
Embalse,ALTOANCHICAYA,0.06356,2023-05-04
Embalse,AMANI,0.55608,2023-05-04
Embalse,BETANIA,0.78539,2023-05-04
Embalse,CALIMA1,0.79291,2023-05-04
Embalse,CHUZA,0.3605,2023-05-04
Embalse,EL QUIMBO,0.59504,2023-05-04
Embalse,ESMERALDA,0.27097,2023-05-04
Embalse,GUAVIO,0.46483,2023-05-04
Embalse,ITUANGO,0.57189,2023-05-04
Embalse,MIRAFLORES,0.53333,2023-05-04
Embalse,MUNA,0.86999,2023-05-04
Embalse,PENOL,0.76467,2023-05-04
Embalse,PLAYAS,0.68663,2023-05-04
Embalse,PORCE II,0.53118,2023-05-04
Embalse,PORCE III,0.73264,2023-05-04
Embalse,PRADO,0.68967,2023-05-04
Embalse,PUNCHINA,0.20651,2023-05-04
Embalse,RIOGRANDE2,0.70231,2023-05-04
Embalse,SALVAJINA,0.62132,2023-05-04
Embalse,SAN LORENZO,0.59259,2023-05-04
Embalse,TOPOCORO,0.86114,2023-05-04
Embalse,TRONERAS,0.54281,2023-05-04
Embalse,URRA1,0.55882,2023-05-04
Embalse,AGREGADO BOGOTA,0.63084,2023-05-05
Embalse,AMANI,0.54167,2023-05-05
Embalse,BETANIA,0.75192,2023-05-05
Embalse,CALIMA1,0.79336,2023-05-05
Embalse,CHUZA,0.35797,2023-05-05
Embalse,EL QUIMBO,0.5878,2023-05-05
Embalse,ESMERALDA,0.26004,2023-05-05
Embalse,GUAVIO,0.45848,2023-05-05
Embalse,ITUANGO,0.56858,2023-05-05
Embalse,MIRAFLORES,0.53107,2023-05-05
Embalse,MUNA,0.83642,2023-05-05
Embalse,PENOL,0.76164,2023-05-05
Embalse,PLAYAS,0.66899,2023-05-05
Embalse,PORCE II,0.46651,2023-05-05
Embalse,PORCE III,0.70669,2023-05-05
Embalse,PRADO,0.67981,2023-05-05
Embalse,PUNCHINA,0.41507,2023-05-05
Embalse,RIOGRANDE2,0.70002,2023-05-05
Embalse,SALVAJINA,0.62262,2023-05-05
Embalse,SAN LORENZO,0.57662,2023-05-05
Embalse,TOPOCORO,0.85406,2023-05-05
Embalse,TRONERAS,0.47677,2023-05-05
Embalse,URRA1,0.54434,2023-05-05
Embalse,AGREGADO BOGOTA,0.63065,2023-05-06
Embalse,ALTOANCHICAYA,0.00598,2023-05-06
Embalse,AMANI,0.52619,2023-05-06
Embalse,BETANIA,0.76948,2023-05-06
Embalse,CALIMA1,0.79475,2023-05-06
Embalse,CHUZA,0.35797,2023-05-06
Embalse,EL QUIMBO,0.58072,2023-05-06
Embalse,ESMERALDA,0.24682,2023-05-06
Embalse,GUAVIO,0.4502,2023-05-06
Embalse,ITUANGO,0.56209,2023-05-06
Embalse,MIRAFLORES,0.52968,2023-05-06
Embalse,MUNA,0.8588,2023-05-06
Embalse,PENOL,0.76148,2023-05-06
Embalse,PLAYAS,0.62651,2023-05-06
Embalse,PORCE II,0.54371,2023-05-06
Embalse,PORCE III,0.60919,2023-05-06
Embalse,PRADO,0.67078,2023-05-06
Embalse,PUNCHINA,0.28802,2023-05-06
Embalse,RIOGRANDE2,0.69396,2023-05-06
Embalse,SALVAJINA,0.62365,2023-05-06
Embalse,SAN LORENZO,0.55972,2023-05-06
Embalse,TOPOCORO,0.84671,2023-05-06
Embalse,TRONERAS,0.49151,2023-05-06
Embalse,URRA1,0.53922,2023-05-06
Embalse,AGREGADO BOGOTA,0.63012,2023-05-07
Embalse,ALTOANCHICAYA,0.04091,2023-05-07
Embalse,AMANI,0.50097,2023-05-07
Embalse,BETANIA,0.8022,2023-05-07
Embalse,CALIMA1,0.79611,2023-05-07
Embalse,CHUZA,0.35529,2023-05-07
Embalse,EL QUIMBO,0.57429,2023-05-07
Embalse,ESMERALDA,0.23782,2023-05-07
Embalse,GUAVIO,0.4406,2023-05-07
Embalse,ITUANGO,0.56636,2023-05-07
Embalse,MIRAFLORES,0.5283,2023-05-07
Embalse,MUNA,0.77518,2023-05-07
Embalse,PENOL,0.7635,2023-05-07
Embalse,PLAYAS,0.80477,2023-05-07
Embalse,PORCE II,0.44401,2023-05-07
Embalse,PORCE III,0.73897,2023-05-07
Embalse,PRADO,0.66289,2023-05-07
Embalse,PUNCHINA,0.22336,2023-05-07
Embalse,RIOGRANDE2,0.68867,2023-05-07
Embalse,SALVAJINA,0.62572,2023-05-07
Embalse,SAN LORENZO,0.5326,2023-05-07
Embalse,TOPOCORO,0.84092,2023-05-07
Embalse,TRONERAS,0.37312,2023-05-07
Embalse,URRA1,0.54233,2023-05-07
Embalse,AGREGADO BOGOTA,0.62975,2023-05-08
Embalse,ALTOANCHICAYA,0.06923,2023-05-08
Embalse,AMANI,0.48142,2023-05-08
Embalse,BETANIA,0.78987,2023-05-08
Embalse,CALIMA1,0.79748,2023-05-08
Embalse,CHUZA,0.34977,2023-05-08
Embalse,EL QUIMBO,0.56733,2023-05-08
Embalse,ESMERALDA,0.23468,2023-05-08
Embalse,GUAVIO,0.43187,2023-05-08
Embalse,ITUANGO,0.56865,2023-05-08
Embalse,MIRAFLORES,0.5256,2023-05-08
Embalse,MUNA,0.74193,2023-05-08
Embalse,PENOL,0.76499,2023-05-08
Embalse,PLAYAS,0.66764,2023-05-08
Embalse,PORCE II,0.53062,2023-05-08
Embalse,PORCE III,0.64918,2023-05-08
Embalse,PRADO,0.65442,2023-05-08
Embalse,PUNCHINA,0.1949,2023-05-08
Embalse,RIOGRANDE2,0.68791,2023-05-08
Embalse,SALVAJINA,0.62728,2023-05-08
Embalse,SAN LORENZO,0.52443,2023-05-08
Embalse,TOPOCORO,0.83132,2023-05-08
Embalse,TRONERAS,0.24792,2023-05-08
Embalse,URRA1,0.53745,2023-05-08
Embalse,AGREGADO BOGOTA,0.62956,2023-05-09
Embalse,ALTOANCHICAYA,0.05412,2023-05-09
Embalse,AMANI,0.48371,2023-05-09
Embalse,BETANIA,0.76224,2023-05-09
Embalse,CALIMA1,0.78788,2023-05-09
Embalse,CHUZA,0.34761,2023-05-09
Embalse,EL QUIMBO,0.56002,2023-05-09
Embalse,ESMERALDA,0.22192,2023-05-09
Embalse,GUAVIO,0.42653,2023-05-09
Embalse,ITUANGO,0.56496,2023-05-09
Embalse,MIRAFLORES,0.52334,2023-05-09
Embalse,MUNA,0.70316,2023-05-09
Embalse,PENOL,0.76345,2023-05-09
Embalse,PLAYAS,0.51733,2023-05-09
Embalse,PORCE II,0.43376,2023-05-09
Embalse,PORCE III,0.61912,2023-05-09
Embalse,PRADO,0.64233,2023-05-09
Embalse,PUNCHINA,0.48292,2023-05-09
Embalse,RIOGRANDE2,0.6864,2023-05-09
Embalse,SALVAJINA,0.6159,2023-05-09
Embalse,SAN LORENZO,0.53638,2023-05-09
Embalse,TOPOCORO,0.82461,2023-05-09
Embalse,TRONERAS,0.24021,2023-05-09
Embalse,URRA1,0.53504,2023-05-09
Embalse,AGREGADO BOGOTA,0.62898,2023-05-10
Embalse,ALTOANCHICAYA,0.06482,2023-05-10
Embalse,AMANI,0.48867,2023-05-10
Embalse,BETANIA,0.73185,2023-05-10
Embalse,CALIMA1,0.78013,2023-05-10
Embalse,CHUZA,0.34562,2023-05-10
Embalse,EL QUIMBO,0.55237,2023-05-10
Embalse,ESMERALDA,0.21455,2023-05-10
Embalse,GUAVIO,0.42197,2023-05-10
Embalse,ITUANGO,0.56978,2023-05-10
Embalse,MIRAFLORES,0.52742,2023-05-10
Embalse,MUNA,0.67015,2023-05-10
Embalse,PENOL,0.76207,2023-05-10
Embalse,PLAYAS,0.50187,2023-05-10
Embalse,PORCE II,0.29861,2023-05-10
Embalse,PORCE III,0.67481,2023-05-10
Embalse,PRADO,0.6321,2023-05-10
Embalse,PUNCHINA,0.64253,2023-05-10
Embalse,RIOGRANDE2,0.68565,2023-05-10
Embalse,SALVAJINA,0.61102,2023-05-10
