Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Roldanillo,2008.0,765,0,0,0,0,0,0,0,0,0,0,0,55,450,0,0,0,0,0,0,0
San Pedro,2008.0,28,0,0,0,0,0,0,0,0,0,300,42,0,0,0,0,0,0,0,0,0
Sevilla,2008.0,278,376,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,"3,700",114
Toro,2008.0,46,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,333,0,0,0
Trujillo,2008.0,0,0,0,0,0,0,0,0,0,0,0,"1,120",0,0,"9,656","2,800",0,0,0,0,0
Tuluà,2008.0,98,0,0,0,0,0,0,0,0,0,0,0,240,52,0,0,0,112,0,0,0
Ulloa,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Versalles,2008.0,81,0,0,0,0,0,0,0,0,45,"4,080",696,0,0,0,0,0,0,0,0,0
Vijes,2008.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yotoco,2008.0,286,0,0,0,0,"1,820",0,0,0,0,0,0,0,0,0,0,0,"5,550",0,0,0
Yumbo,2008.0,"1,426",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zarzal,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2007.0,101,70,0,0,435,0,0,0,0,128,88,33,0,0,0,15,0,0,0,95,0
Alcalà,2007.0,358,990,40,0,"5,231",0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0
Andalucia,2007.0,410,0,0,0,"6,365",0,0,0,560,157,0,0,"6,345",0,0,0,"11,097",0,0,0,0
Ansermanuevo,2007.0,153,302,0,0,326,0,0,90,225,0,0,75,0,0,0,54,975,0,65,0,0
Argelia,2007.0,704,"2,484",0,0,189,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
Bolivar,2007.0,112,444,0,0,388,0,0,312,0,"3,420",475,0,"1,559","2,310","2,100",85,"1,350","1,520",149,210,77
Buenaventura,2007.0,0,"1,651","3,610","9,684",0,"48,482","3,900",0,0,169,0,0,0,0,0,0,0,0,0,0,0
Buga,2007.0,80,"1,199",0,0,"1,095",0,0,40,160,616,180,100,130,0,0,301,100,"6,500",0,"1,665",3
Bugalagrande,2007.0,400,"5,040",0,0,"11,620",0,0,45,550,108,0,0,252,0,0,0,0,0,0,0,0
Caicedonia,2007.0,"2,028","3,495",0,0,"34,790",0,0,36,60,0,0,0,528,0,0,0,0,0,0,0,0
Candelaria,2007.0,0,0,0,0,130,0,0,0,0,464,0,0,735,0,0,0,0,0,0,0,0
Cartago,2007.0,0,175,0,0,"1,890",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Dagua,2007.0,350,"1,045",0,242,"1,014",133,0,0,48,650,"1,134",0,0,0,0,0,0,"35,020",0,55,0
Darièn,2007.0,"2,970",0,0,0,600,0,0,27,0,200,765,0,0,0,0,171,0,0,126,17,0
El Aguila,2007.0,0,81,0,0,200,0,0,144,0,0,84,0,0,0,0,281,0,0,0,102,0
El Cairo,2007.0,0,492,0,0,0,0,0,18,0,0,6,0,0,0,0,41,0,0,0,0,0
El Cerrito,2007.0,0,76,0,0,340,0,0,0,0,0,0,0,540,0,0,80,0,0,0,0,"1,190"
El Dovio,2007.0,0,400,0,0,72,0,0,50,0,10,480,0,10,0,0,6,0,0,8,0,0
Florida,2007.0,79,"1,050",0,0,"3,760",0,0,0,128,108,98,0,0,0,0,98,0,0,0,92,0
Ginebra,2007.0,0,916,0,0,470,0,0,35,0,0,155,0,0,0,0,442,0,0,0,275,"1,500"
Guacarì,2007.0,280,"2,415",0,0,0,0,0,0,190,297,392,0,"1,050",0,0,380,242,0,0,108,"3,000"
Jamundì,2007.0,60,154,0,0,"10,080",20,0,0,64,41,53,375,375,0,0,58,100,300,0,18,0
La Cumbre,2007.0,0,195,0,0,37,0,0,0,0,144,150,0,0,0,0,0,0,"3,200",94,0,0
La Uniòn,2007.0,0,242,0,0,0,0,0,0,93,"5,550",0,0,"8,316","4,940","3,800",0,"30,800",0,0,0,"19,000"
La Victoria,2007.0,0,"1,020",0,0,300,100,0,0,0,670,0,0,900,0,0,0,630,0,0,0,10
Obando,2007.0,36,"5,920",0,0,963,20,0,0,5,0,0,46,0,0,0,0,0,0,0,0,0
Palmira,2007.0,510,930,0,0,"1,134",0,0,0,72,0,23,250,207,0,0,24,0,200,0,62,110
Pradera,2007.0,32,350,0,0,325,0,0,0,340,340,15,0,0,0,0,20,0,0,0,30,0
Restrepo,2007.0,281,396,24,0,180,0,0,30,0,232,245,0,90,0,0,40,0,"26,600",200,18,0
Riofrìo,2007.0,34,"4,370",0,0,"1,200",0,0,33,0,374,516,0,0,0,0,110,252,0,0,0,0
Roldanillo,2007.0,"1,808",0,0,0,"1,760",0,0,0,0,"1,680",336,0,"8,700","2,000","2,600",0,"14,000",0,420,0,"1,120"
San Pedro,2007.0,106,420,0,0,343,0,0,0,40,0,48,90,91,0,0,63,70,0,0,49,0
Sevilla,2007.0,0,"8,320",0,0,"19,845",0,0,56,0,0,640,0,0,0,0,36,0,0,0,0,0
Toro,2007.0,63,120,0,0,"1,530",0,0,48,"4,080","1,680",48,0,0,0,"1,984",0,"7,200",0,0,0,"7,680"
Trujillo,2007.0,152,"4,800",0,0,200,0,0,0,0,0,132,0,0,100,114,"2,310",272,0,16,0,0
Tuluà,2007.0,190,"2,624",0,0,"5,100",0,0,0,525,550,761,475,"2,225",0,0,270,"7,440",0,0,196,158
Ulloa,2007.0,410,72,0,0,"6,460",0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0
Versalles,2007.0,0,724,0,0,0,0,0,653,0,0,620,0,84,0,0,20,0,0,0,72,0
Vijes,2007.0,48,153,0,0,192,0,0,0,0,140,40,60,0,0,0,0,120,"5,600",0,0,0
Yotoco,2007.0,189,0,0,0,28,0,0,0,0,400,14,0,0,0,0,0,"6,105",0,18,0,0
Yumbo,2007.0,264,160,0,0,731,0,0,12,112,90,6,140,94,0,0,0,53,225,3,5,60
Zarzal,2007.0,0,0,0,0,"8,800",0,0,0,560,"1,125",0,0,400,0,0,0,980,0,0,0,0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2006.0,107,63,0,0,"1,600",0,0,0,0,315,50,0,0,0,0,36,0,0,0,118,0
Alcalà,2006.0,198,940,40,0,"5,219",0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0
Andalucia,2006.0,90,0,0,0,"5,400",0,0,0,66,59,0,0,"1,845",0,0,0,"1,375",0,0,0,0
Ansermanuevo,2006.0,153,302,0,0,326,0,0,90,225,0,0,50,0,0,0,54,0,0,65,35,0
Argelia,2006.0,420,"2,400",0,0,180,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
Bolivar,2006.0,70,396,0,0,448,0,0,360,54,"3,645",550,0,"1,807","3,780","1,890",100,"1,512","1,200",162,175,118
Buenaventura,2006.0,0,"1,170","3,000","9,684",0,"48,440","3,900",0,0,169,0,0,0,0,0,0,0,0,0,0,0
Buga,2006.0,56,"1,034",0,0,945,0,0,30,135,546,245,90,120,0,0,231,220,"5,900",0,"3,434",3
Bugalagrande,2006.0,280,"5,000",0,0,"11,620",0,0,45,550,102,168,0,252,0,0,0,225,0,0,0,0
Caicedonia,2006.0,"1,896","3,750",0,0,"32,900",0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0
Candelaria,2006.0,0,0,0,0,130,0,0,0,0,614,0,0,735,0,0,0,0,0,0,0,0
Cartago,2006.0,0,175,0,0,"1,913",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
Dagua,2006.0,400,"1,500",0,242,"1,350",168,0,0,72,"1,500","1,410",0,0,0,0,0,0,"35,535",0,210,0
Darièn,2006.0,"3,090",0,0,0,640,0,0,0,0,220,350,0,0,0,0,141,0,0,126,0,0
El Aguila,2006.0,0,81,0,0,200,0,0,160,0,0,84,0,0,0,0,281,0,0,0,108,0
El Cairo,2006.0,0,436,0,0,0,0,0,18,0,0,12,0,0,0,0,45,0,0,0,0,0
El Cerrito,2006.0,0,69,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,760"
El Dovio,2006.0,0,293,0,0,54,0,0,130,0,5,600,0,10,0,0,6,0,0,36,0,0
Florida,2006.0,112,"1,370",0,0,"3,800",0,0,0,128,108,189,277,0,0,0,190,0,0,0,121,0
Ginebra,2006.0,0,916,0,0,470,0,0,35,0,0,155,0,0,0,0,442,0,0,0,275,"1,500"
Guacarì,2006.0,280,"20,800",0,0,"1,000",0,0,0,220,297,350,0,"1,200",0,0,350,70,0,0,104,"3,000"
Jamundì,2006.0,72,154,0,0,"6,380",20,0,0,40,82,125,675,98,0,0,419,260,450,0,25,0
La Cumbre,2006.0,0,240,0,0,41,0,0,0,0,180,181,0,0,0,0,0,0,"2,872",94,0,0
La Uniòn,2006.0,0,253,0,0,860,0,0,0,93,"4,800",0,120,"4,200","3,040","3,800",0,"21,000",0,0,0,"15,200"
La Victoria,2006.0,0,0,0,0,300,60,0,0,0,670,0,0,300,0,0,0,0,0,0,0,10
Obando,2006.0,41,"6,501",0,0,"1,175",0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0
Palmira,2006.0,250,731,0,0,"1,134",0,0,0,72,420,40,0,144,0,0,135,0,760,0,80,110
Pradera,2006.0,32,350,0,0,325,0,0,0,340,340,15,0,0,0,0,20,0,0,0,30,0
Restrepo,2006.0,281,396,24,0,156,0,0,30,0,272,238,0,60,0,0,32,30,"24,150",224,18,0
Riofrìo,2006.0,0,0,0,0,"1,200",0,0,0,0,374,516,0,0,0,0,110,0,0,0,0,0
Roldanillo,2006.0,"1,594",0,0,0,"1,600",0,0,0,0,"1,680",336,0,"8,700","2,600",700,0,"6,160",0,420,0,"1,120"
San Pedro,2006.0,106,388,0,0,329,0,0,0,38,0,42,68,63,0,0,46,49,0,0,32,0
Sevilla,2006.0,0,"12,000",0,0,"18,585",0,0,0,72,0,560,0,0,0,0,0,0,0,0,0,0
Toro,2006.0,63,270,0,0,"1,530",0,0,95,"6,120","2,040",0,0,0,"2,720","2,240",0,"6,750",0,0,0,"5,760"
Trujillo,2006.0,136,"4,785",0,0,225,0,0,0,0,0,180,0,0,0,114,"1,495",136,24,54,300,0
Tuluà,2006.0,132,"2,273",0,0,"4,200",0,0,0,380,455,306,475,960,0,0,"1,020","6,120",0,0,149,158
Ulloa,2006.0,435,70,0,0,"6,650",0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0
Versalles,2006.0,0,724,0,0,0,0,0,725,0,0,775,0,84,0,0,12,0,0,0,72,0
Vijes,2006.0,0,198,0,0,216,0,0,0,0,140,60,95,0,0,0,0,120,"4,900",0,0,0
Yotoco,2006.0,"2,730",112,0,0,100,0,0,0,0,375,18,0,608,0,0,0,"3,910",0,39,0,0
Yumbo,2006.0,264,200,0,0,"1,074",0,0,0,116,90,40,150,0,33,0,0,175,0,0,0,54
Zarzal,2006.0,0,0,0,0,"9,320",0,0,0,816,760,0,34,0,0,0,0,"1,800",0,0,0,0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2005.0,107,63,0,0,"1,800",0,0,0,0,315,50,0,0,0,0,36,0,0,0,118,0
Alcalà,2005.0,198,810,40,0,"5,219",0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0
Andalucia,2005.0,65,331,0,0,"4,410",0,0,0,61,59,0,0,0,0,0,0,0,0,0,0,0
Ansermanuevo,2005.0,143,302,0,0,326,0,0,30,195,0,0,50,0,0,0,45,143,0,60,13,0
Argelia,2005.0,0,"2,400",0,0,84,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0
Bolivar,2005.0,29,300,0,0,408,0,0,660,54,"4,245",425,0,725,"3,780","3,780",125,"1,026","1,120",162,210,55
Buenaventura,2005.0,0,"1,634","3,600","3,254",0,"15,668","3,972",0,0,150,0,0,0,0,0,0,0,0,0,0,0
Buga,2005.0,40,979,0,0,855,0,0,30,135,546,235,90,120,0,0,182,160,"5,900",0,"3,434",3
Bugalagrande,2005.0,280,"6,077",0,0,"11,890",0,0,45,550,102,168,0,252,0,0,0,225,0,0,0,0
Caicedonia,2005.0,"1,668","3,450",0,0,"32,900",0,0,0,0,0,0,0,396,0,0,0,0,300,0,0,0
Candelaria,2005.0,30,0,0,0,150,0,0,0,27,53,0,0,"1,066",0,0,0,0,440,0,0,0
Cartago,2005.0,0,350,0,0,"1,913",0,0,0,23,0,0,0,51,0,0,0,0,0,0,0,0
Dagua,2005.0,400,"1,320",0,242,"1,245",168,0,0,72,"1,032","1,350",0,0,0,0,0,0,"20,700",0,210,0
Darièn,2005.0,"3,090",0,0,0,190,0,0,8,0,220,300,0,0,0,0,82,0,0,117,0,0
El Aguila,2005.0,222,81,0,0,200,0,0,160,0,0,84,0,0,0,0,281,0,0,0,102,0
El Cairo,2005.0,0,462,0,0,0,0,0,0,0,0,49,0,0,0,0,25,0,0,0,0,0
El Cerrito,2005.0,0,72,0,0,342,0,0,0,0,0,0,0,0,152,152,0,0,0,0,0,621
El Dovio,2005.0,0,180,0,0,54,0,0,110,0,3,280,0,33,0,0,12,0,0,0,0,0
Florida,2005.0,112,"1,372",0,0,"3,776",0,0,0,128,113,189,277,0,0,0,190,0,0,0,122,0
Ginebra,2005.0,0,916,0,0,462,0,0,35,0,0,155,0,23,0,0,421,0,0,0,275,"1,500"
Guacarì,2005.0,238,"1,365",0,0,"1,171",0,0,0,124,297,114,0,"1,050",0,0,225,300,0,0,58,"3,078"
Jamundì,2005.0,60,116,0,0,"5,920",16,0,0,41,72,90,675,90,0,0,324,260,372,0,16,0
La Cumbre,2005.0,25,185,0,0,41,0,0,56,0,478,176,0,0,0,0,1,0,"2,872",94,0,0
La Uniòn,2005.0,0,232,0,0,760,0,0,280,93,"4,800",68,110,"3,360","3,249","3,515",0,"8,400",0,62,0,"12,350"
La Victoria,2005.0,9,"1,910",0,0,300,100,0,0,0,536,0,0,120,0,0,0,0,0,0,0,24
Obando,2005.0,41,"6,501",0,0,"1,175",0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0
Palmira,2005.0,160,731,0,0,"1,134",0,0,0,9,360,38,0,72,0,0,45,0,760,0,80,85
Pradera,2005.0,33,350,0,0,325,0,0,0,272,340,15,0,0,0,0,20,0,75,0,30,0
Restrepo,2005.0,213,383,18,0,132,0,0,50,0,128,231,0,45,0,0,12,135,"20,300",168,18,0
Riofrìo,2005.0,280,"4,175",0,0,"1,429",0,0,92,26,374,624,0,0,0,0,114,216,0,25,0,29
Roldanillo,2005.0,18,504,0,0,"1,638",0,0,128,0,"1,400",120,0,"6,950","2,520","2,400",13,"14,706",0,350,15,"1,056"
San Pedro,2005.0,83,387,0,0,323,0,0,0,8,34,36,71,56,0,0,45,49,0,0,29,0
Sevilla,2005.0,0,"13,600",0,0,"17,415",0,0,0,64,0,184,0,0,0,0,0,0,0,0,0,0
Toro,2005.0,55,280,0,0,900,0,0,550,"4,128","1,400",0,0,450,"1,600","2,080",0,"7,200",0,0,0,"3,000"
Trujillo,2005.0,112,"5,605",0,0,195,0,0,120,0,0,144,0,50,152,152,"1,320",102,24,81,375,0
Tuluà,2005.0,200,"5,500",0,0,"2,500",0,0,31,315,120,128,30,625,0,0,816,"3,520",0,0,160,158
Ulloa,2005.0,434,76,0,0,"6,640",0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0
Versalles,2005.0,0,740,0,0,0,0,0,755,0,12,422,0,91,0,0,9,0,0,0,90,0
Vijes,2005.0,43,82,0,0,270,0,0,0,0,201,95,67,0,0,0,0,0,935,0,9,0
Yotoco,2005.0,"1,100",112,0,0,42,0,0,0,0,234,21,0,44,0,0,0,900,0,39,0,0
Yumbo,2005.0,264,200,0,0,855,0,0,0,116,90,40,150,0,0,0,0,40,0,0,0,54
Zarzal,2005.0,0,0,0,0,"4,240",0,0,0,160,"1,427",0,68,836,0,360,0,"1,620",0,0,0,21
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2004.0,107,63,0,0,"1,717",0,0,0,0,315,50,0,0,0,0,34,0,0,0,107,0
Alcalà,2004.0,176,683,21,0,"5,219",0,0,0,0,0,20,0,0,0,0,0,0,196,0,0,0
Andalucia,2004.0,65,331,0,0,"4,410",0,0,0,61,59,0,0,37,0,0,0,0,0,0,0,10
Ansermanuevo,2004.0,143,302,0,0,326,0,0,221,195,0,0,50,0,0,0,5,143,0,68,13,0
Argelia,2004.0,0,"1,874",0,0,14,0,0,129,0,0,102,0,0,0,0,0,0,0,0,0,0
Bolivar,2004.0,29,300,0,0,298,0,0,811,50,"3,312",150,0,210,"2,532","3,020",128,948,"2,960",255,161,353
Buenaventura,2004.0,0,881,"3,696","1,950",0,"15,107","4,719",0,0,242,0,0,0,0,0,0,0,0,0,0,0
Buga,2004.0,49,958,0,0,755,0,0,30,150,443,175,175,100,0,0,439,294,"4,512",6,"4,092",10
Bugalagrande,2004.0,280,"6,269",0,0,"11,357",0,0,18,550,96,72,0,133,0,0,0,230,0,0,0,0
Caicedonia,2004.0,"3,240","1,561",0,0,"31,850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2004.0,15,0,0,0,137,0,0,0,27,0,0,0,0,0,0,0,0,240,0,0,0
Cartago,2004.0,0,332,0,0,"1,913",0,0,0,23,0,0,0,36,0,0,0,0,0,0,0,0
Dagua,2004.0,122,"1,600",0,138,933,187,0,0,0,"1,032",565,0,184,0,0,0,0,"28,939",59,127,0
Darièn,2004.0,"3,065",0,0,,190,0,0,32,0,220,250,0,0,0,0,82,0,0,75,0,0
El Aguila,2004.0,241,31,0,0,210,0,0,94,0,0,70,0,0,0,0,281,0,0,0,119,0
El Cairo,2004.0,0,436,0,0,0,0,0,77,0,0,57,0,0,0,0,24,0,0,21,41,0
El Cerrito,2004.0,0,72,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,736"
El Dovio,2004.0,0,643,0,0,126,0,0,110,0,16,490,0,66,0,0,23,0,0,0,13,0
Florida,2004.0,112,"1,372",0,0,"3,776",0,0,0,128,113,189,277,0,0,0,183,305,"1,793",0,122,0
Ginebra,2004.0,0,687,0,0,416,0,0,21,0,0,105,0,176,0,0,405,0,0,0,294,"4,500"
Guacarì,2004.0,226,"2,186",0,0,"1,525",0,0,0,32,176,141,0,810,0,0,198,118,0,0,31,"2,218"
Jamundì,2004.0,52,80,0,0,"5,920",0,0,0,57,160,56,0,96,0,0,332,0,960,0,6,0
La Cumbre,2004.0,25,81,0,0,41,0,0,56,0,239,74,0,0,0,0,1,0,"2,872",94,0,0
La Uniòn,2004.0,0,86,0,0,624,0,0,280,195,"3,575",26,110,"2,874","3,658","2,534",0,"1,940",0,51,68,"5,231"
La Victoria,2004.0,9,"1,902",0,0,851,90,0,0,0,517,0,0,330,0,0,0,0,0,0,0,36
Obando,2004.0,41,"6,501",0,0,"1,175",0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0
Palmira,2004.0,243,964,0,0,948,0,0,0,7,450,60,0,20,0,0,41,0,950,0,120,60
Pradera,2004.0,33,343,0,0,465,0,0,0,272,376,53,0,0,0,0,102,0,0,0,83,0
Restrepo,2004.0,417,347,12,0,132,0,0,50,0,122,107,0,30,0,0,10,15,"9,429",159,25,0
Riofrìo,2004.0,271,"3,992",0,0,"1,397",0,0,155,22,336,550,0,0,0,0,86,281,0,19,0,23
Roldanillo,2004.0,68,910,0,0,"1,443",0,0,581,0,552,114,17,"6,506","1,080","1,000",17,"1,050",0,300,16,768
San Pedro,2004.0,83,387,0,0,323,0,0,0,8,26,36,60,28,0,0,45,21,0,0,22,0
Sevilla,2004.0,0,"4,344",0,0,"12,754",0,0,0,,0,440,0,0,0,0,0,0,0,0,0,0
Toro,2004.0,55,193,0,0,612,0,0,"1,273","1,562","4,030",67,0,"3,724","1,146","1,587",0,"1,248",0,0,72,"2,535"
Trujillo,2004.0,58,"2,067",0,0,195,0,0,"1,009",0,0,720,0,38,152,171,"2,127",204,240,108,375,0
Tuluà,2004.0,190,"4,041",0,0,880,0,0,14,170,120,91,19,171,0,0,777,140,0,0,132,158
Ulloa,2004.0,434,76,0,0,"6,640",0,0,0,0,5,78,0,0,0,0,0,0,"1,404",0,0,0
Versalles,2004.0,0,0,0,0,0,0,0,851,0,12,366,0,26,0,0,24,0,0,0,96,0
Vijes,2004.0,31,79,0,0,240,0,0,0,0,156,173,56,0,0,0,0,0,"3,338",0,0,0
Yotoco,2004.0,567,98,0,0,39,0,0,0,8,114,9,0,0,0,0,0,50,0,35,0,0
Yumbo,2004.0,226,171,0,0,855,0,0,0,116,82,68,150,16,0,0,20,0,245,0,18,46
Zarzal,2004.0,0,0,0,0,"2,883",0,0,0,76,365,0,0,0,0,0,0,0,0,0,0,34
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2003.0,78,0,0,0,"1,206",0,0,0,0,500,60,0,0,0,0,45,0,0,0,84,0
Alcalà,2003.0,123,0,0,0,"5,488",0,0,0,0,0,74,0,0,0,0,0,0,140,0,0,0
Andalucia,2003.0,65,331,0,0,"4,451",0,0,0,61,59,0,0,77,0,0,0,53,0,0,0,10
Ansermanuevo,2003.0,13,402,0,0,326,0,0,350,150,0,0,20,0,0,0,72,100,0,0,22,0
Argelia,2003.0,0,0,0,0,18,0,0,111,0,0,364,0,0,0,0,26,0,0,0,17,0
Bolivar,2003.0,29,420,0,0,298,0,0,"2,551",50,"4,002",450,0,700,"1,899","2,114",130,"1,276","2,738",158,231,673
Buenaventura,2003.0,0,"1,700","3,881","2,916",0,"9,712","3,400",0,0,242,0,0,0,0,0,0,0,0,0,0,0
Buga,2003.0,49,958,0,0,755,0,0,113,272,341,175,175,100,0,0,325,210,"6,000",23,"3,591",10
Bugalagrande,2003.0,275,"6,634",0,0,"11,483",0,0,34,550,81,138,0,119,0,0,0,215,0,0,0,0
Caicedonia,2003.0,"3,360","1,669",0,0,"27,666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2003.0,15,0,0,0,137,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2003.0,0,332,0,0,"1,857",0,0,0,21,0,0,0,47,0,0,0,0,0,0,0,0
Dagua,2003.0,122,"1,200",0,138,933,200,0,0,0,"1,020",791,0,161,0,0,0,0,"27,876",59,120,0
Darièn,2003.0,"3,035",0,0,0,221,0,0,49,0,260,190,0,0,0,0,154,0,0,75,0,0
El Aguila,2003.0,238,66,0,0,200,0,0,104,0,0,84,0,0,0,0,264,0,0,0,134,0
El Cairo,2003.0,0,432,0,0,0,0,0,90,0,0,68,0,0,0,0,50,8,0,7,41,0
El Cerrito,2003.0,0,68,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,346"
El Dovio,2003.0,0,651,0,0,126,0,0,260,0,15,553,0,147,0,0,38,10,39,0,81,0
Florida,2003.0,68,"1,372",0,0,"3,496",0,0,0,112,113,189,225,0,0,0,172,22,"1,254",0,115,0
Ginebra,2003.0,0,687,0,0,362,0,0,21,0,0,105,0,176,0,0,362,0,0,0,299,"4,500"
Guacarì,2003.0,151,"1,931",0,0,880,0,0,0,140,270,61,0,288,0,0,279,70,459,0,54,"1,415"
Jamundì,2003.0,58,80,0,0,"5,684",0,0,0,48,158,56,0,0,0,0,348,0,690,0,11,0
La Cumbre,2003.0,35,152,0,0,47,0,0,0,0,215,74,0,15,0,0,19,0,"2,082",124,0,0
La Uniòn,2003.0,0,145,0,0,375,0,0,280,138,"2,811",31,110,"9,177","6,521","3,939",0,"1,372",0,49,64,"5,451"
La Victoria,2003.0,10,"1,902",0,0,"1,030",88,0,0,0,437,0,0,218,0,0,0,0,0,0,0,36
Obando,2003.0,57,"4,305",0,0,"1,206",0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0
Palmira,2003.0,261,980,0,0,"1,222",0,0,0,9,528,24,0,18,0,0,39,0,228,0,120,90
Pradera,2003.0,33,343,0,0,467,0,0,0,272,376,53,0,0,0,0,102,0,0,0,78,0
Restrepo,2003.0,418,545,0,0,228,0,0,0,0,122,273,0,0,0,0,0,15,"19,910",159,28,0
Riofrìo,2003.0,271,"3,992",0,0,"1,276",0,0,155,22,296,550,0,0,0,0,81,198,0,15,0,23
Roldanillo,2003.0,67,590,0,0,"1,576",0,0,966,0,432,38,18,"6,643",800,"1,273",43,393,0,0,205,728
San Pedro,2003.0,101,464,0,0,342,0,0,0,8,26,44,52,49,0,0,42,12,0,0,24,0
Sevilla,2003.0,0,"3,239",0,0,"4,193",0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0
Toro,2003.0,55,255,0,0,483,0,0,"1,333","1,177","4,250",106,0,"3,770","2,480","2,070",0,888,0,0,68,"2,836"
Trujillo,2003.0,58,"2,013",0,0,160,0,0,"1,562",0,0,672,0,0,162,167,"2,002",0,0,83,120,0
Tuluà,2003.0,120,"5,091",0,0,"1,800",0,0,32,136,72,258,45,268,0,0,960,0,0,0,161,105
Ulloa,2003.0,254,76,0,0,"6,202",0,0,0,0,5,78,0,0,0,0,0,100,990,0,0,0
Versalles,2003.0,0,0,0,0,0,0,0,"1,196",0,16,604,0,10,0,0,20,,0,0,90,0
Vijes,2003.0,31,79,0,0,240,0,0,0,0,156,173,56,0,0,0,0,0,"2,904",0,0,0
Yotoco,2003.0,"1,016",114,0,0,91,0,0,17,9,112,34,0,0,0,0,0,112,120,35,0,0
Yumbo,2003.0,226,171,0,0,912,0,0,0,131,82,66,130,16,0,0,17,0,470,0,18,46
Zarzal,2003.0,0,0,0,0,"2,341",0,0,0,57,160,0,0,0,0,0,0,0,0,0,0,38
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2002.0,70,0,0,0,"1,125",0,0,0,0,473,60,0,0,0,0,35,0,0,0,42,0
Alcalà,2002.0,60,0,0,0,"4,970",0,0,0,0,0,77,0,0,0,0,0,0,160,0,0,0
Andalucia,2002.0,39,325,0,0,"4,279",0,0,0,61,50,0,0,77,0,0,0,60,0,0,0,6
Ansermanuevo,2002.0,10,425,0,0,324,0,0,403,90,0,0,50,0,0,0,56,60,0,0,22,0
Argelia,2002.0,0,0,0,0,12,0,0,102,0,0,404,0,0,0,0,24,0,0,0,17,0
