Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Tuluà,2006,9.43,4.5,,,30,,,,11.88,15.69,7.85,19,23.41,,,6,111.27,,,7.46,15
Ulloa,2006,10,10,,,35,,,,,,,,,,,,,80,,,
Versalles,2006,,8,,,,,,14.5,,,11.4,,24,,,8,,,,16,
Vijes,2006,,9,,,16.62,,,,,7,5,9.5,,,,,15,70,,,
Yotoco,2006,10,7,,,8.65,,,,,25,2.6,,32,,,,85,,6,,
Yumbo,2006,11,10,,,17.32,,,,7,10,10,10,,33,,,35,,,,18
Zarzal,2006,,,,,40,,,,17,40,,20,,,,,36,,,,
Cali,2005,7,9,0,0,18,0,0,0,0,7,5,0,0,0,0,4,0,0,0,11,0
Alcalà,2005,6.5,10,10,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Andalucia,2005,10,7,0,0,21,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0
Ansermanuevo,2005,10,10,0,0,18,0,0,6,15,0,0,10,0,0,0,4.5,25,0,5,10,0
Argelia,2005,0,20.1,0,0,12,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0
Bolivar,2005,7,12,0,0,20,0,0,12,12,15,5,0,14.5,42,42,5,27,80,4.5,7,15.75
Buenaventura,2005,0,13.5,10,4,0,5,12,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0
Buga,2005,8,11,0,0,15,0,0,10,5,13,5,5,10,0,0,7,10,100,0,17,3
Bugalagrande,2005,10,10.3,0,0,29,0,0,7.5,11,12,6,0,14,0,0,0,25,0,0,0,0
Caicedonia,2005,12,15,0,0,35,0,0,0,0,0,0,0,22,0,0,0,0,60,0,0,0
Candelaria,2005,10,0,0,0,15,0,0,0,9,10,0,0,14.5,0,0,0,0,80,0,0,0
Cartago,2005,0,14,0,0,27.6,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0
Dagua,2005,8,12,0,11,15,8,0,0,6,6,10,0,0,0,0,0,0,69,0,12,0
Darièn,2005,15,0,0,0,10,0,0,8,0,10,10,0,0,0,0,3.5,0,0,9,0,0
El Aguila,2005,7,10,0,0,20,0,0,8,0,0,7,0,0,0,0,5.5,0,0,0,6,0
El Cairo,2005,0,13,0,0,0,0,0,0,0,0,3.23,0,0,0,0,4.3,0,0,0,0,0
El Cerrito,2005,0,6.9,0,0,20,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,2.7
El Dovio,2005,0,4.5,0,0,18,0,0,10,0,3,7,0,11,0,0,4,0,0,0,0,0
Florida,2005,11,10,0,0,40,0,0,0,8,12,7,13,0,0,0,4,0,0,0,11.5,0
Ginebra,2005,0,8,0,0,20,0,0,7,0,0,6.2,0,15,0,0,5.2,0,0,0,11,5
Guacarì,2005,9.5,7,0,0,20,0,0,0,8,11,3,0,30,0,0,5,20,0,0,9,20
Jamundì,2005,8.5,7.7,0,0,20,8,0,0,8.16,8,5,15,12,0,0,4.5,10,31,0,3.2,0
La Cumbre,2005,12.6,6,0,0,9,0,0,13,0,24,6,0,0,0,0,1.24,0,80,5.5,0,0
La Uniòn,2005,0,10.1,0,0,20,0,0,12,12,15,8,11,28,38,38,0,70,0,6.5,0,19
La Victoria,2005,9,10,0,0,15,10,0,0,0,8,0,0,30,0,0,0,0,0,0,0,12
Obando,2005,10,22,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Palmira,2005,10,10.6,0,0,18,0,0,0,8.5,8,4,0,18,0,0,4.5,0,40,0,4,11.5
Pradera,2005,8,7,0,0,13,0,0,0,8,10,3,0,0,0,0,4,0,50,0,6,0
Restrepo,2005,8.5,9,6,0,12,0,0,10,0,8,3.5,0,15,0,0,6,15,70,8,6,0
Riofrìo,2005,10,11.5,0,0,22.5,0,0,11.5,13,11,12,0,0,0,0,5.7,18,0,6.5,0,11
Roldanillo,2005,7,14,0,0,21,0,0,16,0,14,10,0,25,40,40,6.5,86,0,10,3,16
San Pedro,2005,9,7,0,0,14,0,0,0,8,6,4,15,14,0,0,7,14,0,0,7,0
Sevilla,2005,0,8,0,0,43,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0
Toro,2005,9,14,0,0,25,0,0,10,24,10,0,0,25,32,32,0,45,0,0,0,12
Trujillo,2005,8,19,0,0,15,0,0,12,0,0,12,0,10,19,19,6.5,34,12,9,15,0
Tuluà,2005,10,10,0,0,25,0,0,9,15,10,4,7.5,25,0,0,4,80,0,0,8,15
Ulloa,2005,10,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Versalles,2005,0,8,0,0,0,0,0,15.1,0,6,11.4,0,26,0,0,9,0,0,0,20,0
Vijes,2005,7,7.9,0,0,18,0,0,0,0,9,5,9.5,0,0,0,0,0,55,0,4.7,0
Yotoco,2005,5,7,0,0,7,0,0,0,0,18,3.5,0,22,0,0,0,20,0,6,0,0
Yumbo,2005,11,10,0,0,15,0,0,0,7,10,10,10,0,0,0,0,20,0,0,0,20
Zarzal,2005,0,0,0,0,20,0,0,0,20,45,0,40,22,0,18,0,36,0,0,0,6
Cali,2004,7,9,0,0,18,0,0,0,0,7,5,0,0,0,0,4,0,0,0,11,0
Alcalà,2004,6.5,10.5,10.5,0,16.5,0,0,0,0,0,6.5,0,0,0,0,0,0,70,0,0,0
Andalucia,2004,10,7,0,0,21,0,0,0,11,9,0,0,14.5,0,0,0,0,0,0,0,9.5
Ansermanuevo,2004,10,10,0,0,18,0,0,12,15,0,0,10,0,0,0,4.5,25,0,6.8,10,0
Argelia,2004,0,20.82,0,0,9,0,0,10,,0,7.4,,0,0,0,0,0,0,0,0,0
Bolivar,2004,7,12,0,0,20,0,0,12,10,11.5,5,0,14,42.2,37.75,5.2,22,74,6.5,7,16
Buenaventura,2004,0,7,10,2.6,0,4.4,14.7,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0
Buga,2004,8,11,0,0,16,0,0,10,5,13,5,10,10,0,0,7,14,80,6,20,9.6
Bugalagrande,2004,10,10.24,0,0,28,0,0,8,11,12,6,0,14,0,0,0,25,0,0,0,0
Caicedonia,2004,12,18,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2004,10,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,80,0,0,0
Cartago,2004,0,14,0,0,27.6,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0
Dagua,2004,8,12.8,0,11,15,8,0,0,0,6,10,0,16,0,0,0,0,69,6.5,12,0
Darièn,2004,15,0,0,,10,0,0,8,0,10,10,0,0,0,0,3.5,0,0,9,0,0
El Aguila,2004,7.6,10,0,0,21,0,0,8,0,0,7,0,0,0,0,5.5,0,0,0,7.5,0
El Cairo,2004,0,13,0,0,0,0,0,5,0,0,3.33,0,0,0,0,4.2,0,0,6.5,6,0
El Cerrito,2004,0,6.9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5
El Dovio,2004,0,8.5,0,0,28,0,0,10,0,4,7,0,11,0,0,3.5,0,0,0,13,0
Florida,2004,11,10,0,0,40,0,0,0,8,12,7,13,0,0,0,4,43,55,0,11.5,0
Ginebra,2004,0,6,0,0,18,0,0,3,0,0,5,0,22,0,0,5,0,0,0,10.5,15
Guacarì,2004,9.5,7.5,0,0,25,0,0,0,8,11,3,0,30,0,0,4.5,20,0,0,9,20
Jamundì,2004,8,7.7,0,0,20,0,0,0,8.16,9.1,4,0,12,0,0,4.5,10.5,30,0,3,0
La Cumbre,2004,12.6,6,0,0,9,0,0,13,0,12,6,0,0,0,0,1.24,0,80,5.5,0,0
La Uniòn,2004,0,10.06,0,0,21,0,0,12,14,15,8,11,28,38,37.5,0,45,0,6.5,10,17
La Victoria,2004,9,10,0,0,15,10,0,0,0,8,0,0,30,0,0,0,0,0,0,0,12
Obando,2004,10,22,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Palmira,2004,11,12.8,0,0,15,0,0,0,7,10,10,0,20,0,0,5.5,0,50,0,6,20
Pradera,2004,8,7.1,0,0,15,0,0,0,8,10,3.5,0,0,0,0,6,0,0,0,6.5,0
Restrepo,2004,8.5,9,6,0,12,0,0,10,0,8,3.5,0,15,0,0,5,15,70,8,6,0
Riofrìo,2004,10,11,0,0,22,0,0,11.5,11,10,11,0,0,0,0,5.2,11,0,5,0,9
Roldanillo,2004,7,25,0,0,21,0,0,16,0,14,15,5.6,25,40,40,6.5,26,0,10,3,16
San Pedro,2004,9,7,0,0,14,0,0,0,8,5.5,4,15,14,0,0,7,14,0,0,7,0
Sevilla,2004,0,8.5,0,0,35,0,0,0,,,8,0,0,0,0,0,0,0,0,0,0
Toro,2004,9,7.7,0,0,17,0,0,12,11,10,4.8,0,24.5,32,34.5,0,12,0,0,9,13.7
Trujillo,2004,8,19,0,0,15,0,0,12,0,0,12,0,12.5,19,19,6.5,34,60,9,15,0
Tuluà,2004,10,10,0,0,20,0,0,9,10,10,3.2,7.5,12.2,0,0,3.8,20,0,0,7,15
Ulloa,2004,10,10,0,0,35,0,0,0,0,5,13,0,0,0,0,0,0,60,0,0,0
Versalles,2004,0,0,0,0,0,0,0,15,0,6,12,0,26,0,0,9,0,0,0,20,0
Vijes,2004,5,7.6,0,0,16,0,0,0,0,7,4.7,8,0,0,0,0,0,52,0,0,0
Yotoco,2004,7,6.93,0,0,7,0,0,0,7.5,6,4.5,0,0,0,0,0,25,0,5.5,0,0
Yumbo,2004,11,10,0,0,15,0,0,0,7,10,7.5,10,20,0,0,4.9,0,50,0,8,20
Zarzal,2004,0,0,0,0,16.89,0,0,0,9.5,11.5,0,0,0,0,0,0,0,0,0,0,7
Cali,2003,7.5,0,0,0,16,0,0,0,0,10,6,0,0,0,0,4.5,0,0,0,7,0
Alcalà,2003,6.5,0,0,0,16.5,0,0,0,0,0,10.5,0,0,0,0,0,0,70,0,0,0
Andalucia,2003,10,7,0,0,21.5,0,0,0,11,9,0,0,14.5,0,0,0,35,0,0,0,9.5
Ansermanuevo,2003,10,10,0,0,18,0,0,12,15,0,0,10,0,0,0,4.5,25,0,0,10,0
Argelia,2003,0,0,0,0,12,0,0,5,0,0,4,0,0,0,0,4.35,0,0,0,10,0
Bolivar,2003,7,12,0,0,20,0,0,12,10,11.5,5,0,14,42.2,37.75,5.2,22,74,6.5,7,16
Buenaventura,2003,0,13.5,10.5,4,0,3.1,13,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0
Buga,2003,8,11,0,0,16,0,0,10,8,10,5,10,10,0,0,5.5,14,80,6,19,9.6
Bugalagrande,2003,10.5,10.24,0,0,28,0,0,8,11,10,6,0,14,0,0,0,25,0,0,0,0
Caicedonia,2003,12,18,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2003,10,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2003,0,14,0,0,27.6,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,0
Dagua,2003,8,12,0,11,15,8,0,0,0,6,14,0,14,0,0,0,0,69,6.5,12,0
Darièn,2003,15,0,0,0,10,0,0,8,0,10,9.5,0,0,0,0,4.8,0,0,9,0,0
El Aguila,2003,7.5,10,0,0,20,0,0,7,0,0,7,0,0,0,0,5.5,0,0,0,7.5,0
El Cairo,2003,0,12,0,0,0,0,0,5,0,0,3.33,0,0,0,0,4.2,10,0,6.5,6,0
El Cerrito,2003,0,6.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5
El Dovio,2003,0,8.6,0,0,28,0,0,10,0,3,8.5,0,10.5,0,0,4.8,10,38.5,0,13.5,0
Florida,2003,11,10,0,0,40,0,0,0,8,12,7,13,0,0,0,4,4.3,54.5,0,11.5,0
Ginebra,2003,0,6,0,0,18,0,0,3,0,0,5,0,22,0,0,4.7,0,0,0,10.5,15
Guacarì,2003,9,7.5,0,0,25,0,0,0,9,10,1.6,0,12.5,0,0,4.5,10,54,0,9,12
Jamundì,2003,8,7.7,0,0,20,0,0,0,9.5,9,4,0,0,0,0,5,0,30,0,5.5,0
La Cumbre,2003,14,6.4,0,0,10,0,0,0,0,10,6,0,13,0,0,2,0,58,6.5,0,0
La Uniòn,2003,0,9.7,0,0,22,0,0,12,15,13,8,11,25,35,34.4,0,38,0,6.5,10,16
La Victoria,2003,10,10,0,0,18,10,0,0,0,8,0,0,14.5,0,0,0,0,0,0,0,12
Obando,2003,14,14,0,0,20,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Palmira,2003,16,15,0,0,21,0,0,0,9,10,4,0,18,0,0,5.5,0,12,0,6,15
Pradera,2003,8,7.1,0,0,15,0,0,0,8,10,3.5,0,0,0,0,6,0,0,0,6.5,0
Restrepo,2003,8.5,9,0,0,14,0,0,0,0,8,3.25,0,0,0,0,0,15,65,8,7,0
Riofrìo,2003,10,11,0,0,22,0,0,11.5,11,10,11,0,0,0,0,5.2,11,0,5,0,9
Roldanillo,2003,7.5,12,0,0,23,0,0,15,0,11,5,6,24.9,20,19,6,9.5,0,0,18,15
San Pedro,2003,9,7.1,0,0,17,0,0,0,8,5.5,4,13,14,0,0,7,12,0,0,8,0
Sevilla,2003,0,8.5,0,0,12,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0
Toro,2003,9,7.7,0,0,17,0,0,12,11,10,4.8,0,24.8,40,34.5,0,12,0,0,8.5,13.7
Trujillo,2003,8,18.5,0,0,16,0,0,15,0,0,11.2,0,0,18,18.6,6.5,0,0,8,15,0
Tuluà,2003,6,10,0,0,18,0,0,9,8,6,3.85,7.5,12.2,0,0,4.8,0,0,0,7,10
Ulloa,2003,10,10,0,0,35,0,0,0,0,5,13,0,0,0,0,0,17,60,0,0,0
Versalles,2003,0,0,0,0,0,0,0,12.5,0,6,11.4,0,10,0,0,9,,0,0,20,0
Vijes,2003,5,7.6,0,0,16,0,0,0,0,7,4.7,8,0,0,0,0,0,52,0,0,0
Yotoco,2003,6.5,8,0,0,13,0,0,10,9,5,4.5,0,0,0,0,0,28,40,5.5,0,0
Yumbo,2003,11,10,0,0,16,0,0,0,9,10,7.3,10,20,0,0,4.5,0,47,0,8,20
Zarzal,2003,0,0,0,0,16,0,0,0,9.5,6,0,0,0,0,0,0,0,0,0,0,9
Cali,2002,7,0,0,0,15,0,0,0,0,11,6,0,0,0,0,3.5,0,0,0,7,0
Alcalà,2002,6,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,80,0,0,0
Andalucia,2002,10,6.5,0,0,21.5,0,0,0,11,9,0,0,14.5,0,0,0,40,0,0,0,6
Ansermanuevo,2002,10,10,0,0,18,0,0,12,15,0,0,10,0,0,0,3.5,15,0,0,10,0
Argelia,2002,0,0,0,0,8,0,0,4,0,0,4,0,0,0,0,4,0,0,0,10,0
Bolivar,2002,7,12,0,0,20,0,0,12,10,12,5,0,14.5,38,42.2,5,27,80,5,7,15.75
Buenaventura,2002,0,13.5,10,4,0,3,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Buga,2002,10,11,0,0,10,0,0,10,8,24,5,5.5,10,0,0,5,11,105,5,19,3.5
Bugalagrande,2002,10.04,10.24,0,0,28,0,0,7.5,11,12,6,0,14,0,0,0,35,0,0,0,0
Caicedonia,2002,12,18,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2002,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2002,0,14,0,0,27.6,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0
Dagua,2002,8,15,0,10,15,10,0,0,0,6,15,0,15,0,0,0,0,73,5,12,0
Darièn,2002,15,0,0,0,6,0,0,8,0,10,10,0,0,0,0,3.5,0,0,9,0,0
El Aguila,2002,7,10,0,0,20,0,0,6,0,0,7,0,0,0,0,5.2,0,0,0,5,0
El Cairo,2002,0,12,0,0,0,0,0,4.3,0,0,3.33,0,0,0,0,1.6,10,0,6,4.14,0
El Cerrito,2002,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
El Dovio,2002,0,8,0,0,28,0,0,10,0,3,9,0,11,0,0,3.5,10,38.5,0,13,0
Florida,2002,11,10,0,0,40,0,0,0,7,15,7.2,15,0,0,0,2.5,2.3,60,0,10,0
Ginebra,2002,0,5.5,0,0,15,0,0,2,0,0,5,0,25,0,0,4.5,0,0,0,10,11
Guacarì,2002,9,7.5,0,0,25,0,0,0,8,12,1.6,0,13,0,0,3.6,10,60,0,7,8
Jamundì,2002,8,7.7,0,0,18,0,0,0,9.5,9,4,0,0,0,0,4.5,0,30,0,3,0
La Cumbre,2002,14,6,0,0,9,0,0,0,0,12,6,0,13,0,0,1.24,0,80,5.5,0,0
La Uniòn,2002,0,9.7,0,0,19.4,0,0,12,15,14.6,9,12,27.6,38.5,38.5,0,42,0,6,9,15.6
La Victoria,2002,0,10,0,0,15,10,0,0,0,8,0,0,15,0,0,0,0,0,0,0,9
Obando,2002,14,14,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Palmira,2002,16,15,0,0,18,0,0,0,8,10,4,0,18,0,0,4.5,0,12,0,4,15
Pradera,2002,8,7,0,0,13,0,0,0,5.5,10,3.5,0,0,0,0,5,0,0,0,6,0
Restrepo,2002,8.5,9,0,0,12,0,0,0,0,8,3.5,0,0,0,0,0,,70,8,6,0
Riofrìo,2002,10,11,0,0,20.5,0,0,9.5,11,10,12,0,0,0,0,3.7,12,0,4.2,0,7.6
Roldanillo,2002,7,12,0,0,22,0,0,15,0,12,5,5,26,20,20,6,10,0,0,18,14
San Pedro,2002,9,7,0,0,14,0,0,0,0,5.5,4,15,14,0,0,7,14,0,0,7,0
Sevilla,2002,0,8,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Toro,2002,9,7,0,0,16,0,0,10,11,11,5,0,26,40,40,0,12,0,0,8,12
Trujillo,2002,8,18.5,0,0,15,0,0,15,0,0,12,0,0,18,18,6.5,0,0,8,15,0
Tuluà,2002,5,10,0,0,12,0,0,8,7,6,4,7,11,0,0,4,0,0,0,5,8
Ulloa,2002,10,10,0,0,35,0,0,0,0,5,15,0,0,0,0,0,17,65,0,0,0
Versalles,2002,0,0,0,0,0,0,0,12,0,6,12,0,15,0,0,9,,0,0,20,0
Vijes,2002,4,7,0,0,14,0,0,0,0,7,5,8,0,0,0,0,0,55,0,0,0
Yotoco,2002,6,7,0,0,8,0,0,10,8,5,4.5,0,0,0,0,0,35,45,4.5,0,0
Yumbo,2002,11,10,0,0,15,0,0,0,7,10,8,10,20,0,0,4,0,50,0,7,20
Zarzal,2002,0,0,0,0,15,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,6.8
Cali,2001,10,0,0,0,35,0,0,0,0,43,10,0,0,0,0,10,0,0,0,6,0
Alcalà,2001,10,0,0,0,331.31,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
Andalucia,2001,3.9,50,0,0,199,0,0,0,5.5,5.52,0,0,4,0,0,0,2.5,0,0,0,1
Ansermanuevo,2001,10,42.5,0,0,18,0,0,2.6,6,0,0,5,0,0,0,8,3,0,0,1.2,0
Argelia,2001,0,0,0,0,1.5,0,0,0,0,0,44,0,0,0,0,2,0,0,0,1.7,0
Bolivar,2001,4,29,0,0,11.3,0,0,315,5,332,62,0,18,30,37,25,11,24,9,17,40.3
Buenaventura,2001,0,90,127,605,0,3127,190,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Buga,2001,5,73,0,0,47,0,0,4,40,29,25,18,7.5,0,0,55,20,33,6,161.5,1
Bugalagrande,2001,25.4,499.5,0,0,403,0,0,2,50,6.5,20,0,6.5,0,0,0,3.8,0,0,0,0
Caicedonia,2001,274,98,0,0,908.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candelaria,2001,0,0,0,0,9.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cartago,2001,0,25,0,0,65,0,0,0,1.5,0,0,0,4.7,0,0,0,0,0,0,0,0
Dagua,2001,15,77,0,11.5,62,25,0,0,0,145,54.5,0,14.5,0,0,0,0,258,7,8,0
Darièn,2001,187,0,0,0,12,0,0,7,0,22,15,0,0,0,0,20,0,0,3,0,0
El Aguila,2001,31,7,0,0,10,0,0,6,0,0,4,0,0,0,0,39,0,0,0,7,0
El Cairo,2001,0,38,0,0,0,0,0,6.6,0,0,10.7,0,0,0,0,7.9,0.54,0,0,7.13,0
El Cerrito,2001,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
El Dovio,2001,0,80,0,0,4.5,0,0,28,0,3,60,0,12,0,0,3,0,2,0,4,0
Florida,2001,5,105,0,0,91,0,0,0,11,7,21,16,0,0,0,40,1,14,0,8,0
Ginebra,2001,0,91,0,0,17,0,0,3,0,0,15,0,6.5,0,0,64,0,0,0,25,300
Guacarì,2001,26,106,0,0,32,0,0,0,16,17,13,0,6,0,0,12,1,8.5,0,2,70
Jamundì,2001,7,11,0,0,283,0,0,0,5,15,12,0,0,0,0,60.5,0,21,0,2,0
La Cumbre,2001,2.06,24,0,0,3.88,0,0,0,0,18,7.4,0,1,0,0,2.9,0,34.5,12,0,0
La Uniòn,2001,0,7.5,0,0,13,0,0,19.3,6.8,130.4,4.4,10,100.86,126.63,127.65,0,13.3,0,5,9.56,306.92
La Victoria,2001,0,207,0,0,67,8.8,0,0,0,45,0,0,13,0,0,0,0,0,0,0,3
Obando,2001,4,320,0,0,60,0,0,0,6,0,0,14.7,0,0,0,0,0,0,0,0,0
Palmira,2001,9,59,0,0,58,0,0,0,1,30,4,0,0,0,0,0,0,30,0,12,4
Pradera,2001,4,51,0,0,31,0,0,0,34,32,15,0,0,0,0,17,0,0,0,12,0
Restrepo,2001,48,61,0,0,16.2,0,0,0,0,13,62,0,0,0,0,0,0,120,6.2,3,0
Riofrìo,2001,23.4,329,0,0,50.5,0,0,10,2,19.3,30,0,0,0,0,10,12,0,0,0,2.6
Roldanillo,2001,8.7,41,0,0,64.2,0,0,60.22,0,18.6,3.1,6.5,256.8,35,65,1.08,30.37,0,0,7.75,52
San Pedro,2001,11,69,0,0,20,0,0,0,0,4,8,4,4.5,0,0,11,1,0,0,3,0
Sevilla,2001,0,760,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro,2001,6,35,0,0,28.2,0,0,110,56,222,25,0,137,31.5,43.6,0,48.5,0,0,8,200
Trujillo,2001,7,115,0,0,11,0,0,120,0,0,40,0,0,9,9,300,0,0,5,3.5,0
Tuluà,2001,2,515,0,0,93,0,0,3,18,12,47.6,6,20,0,0,163,0,0,0,14,10.5
Ulloa,2001,30.5,6,0,0,177.2,0,0,0,0,0,0,0,0,0,0,0,4.9,4,0,0,0
Versalles,2001,0,0,0,0,0,0,0,50,0,0,22.5,0,3,0,0,2,,0,0,6,0
Vijes,2001,6,9,0,0,15,0,0,0,0,19,36.8,7,0,0,0,0,0,45,0,0,0
Yotoco,2001,153,15,0,0,7,0,0,2,4,19,4,0,0,0,0,0,4,4,5,0,0
Yumbo,2001,17,15,0,0,35,0,0,0,12,2,6,10,0.64,0,0,3.8,0,7.3,0,1.2,1.5
Zarzal,2001,0,0,0,0,146.3,0,0,0,3,14,0,0,0,0,2,0,0,0,0,0,4
Cali,2000,6,,,,15,,,,,11,6,,,,,6,,,,7,
Alcalà,2000,6,,,,12,,,,,,,,,,,,,80,,,
Andalucia,2000,10,6.5,,,21.5,,,,11,12,,,14.5,,,,40,,,,6
Ansermanuevo,2000,10,8,,,18,,,,15,,,2,,,,5,15,,,3.3,
Argelia,2000,,,,,8,,,,,,4,,,,,4,0,,,0,
Bolivar,2000,7,12,,,20,,,15,10,12,5,,14.5,42.2,42.2,5,27,80,5,7,15.75
Buenaventura,2000,,13.5,10,4,,3,12,,,12,,,,,,,,,,,
Buga,2000,12,10,,,12,0,0,10,11,23,4,7,10,,,7,15,90,8,16,4.5
Bugalagrande,2000,9.5,12,,,28,,,7.5,11,12,6,,14,,,,35,,,,
Caicedonia,2000,8,18,,,20,,,,,,,,,,,,,,,,
Candelaria,2000,,,,,20,,,,,,,,,,,,,,,,
Cartago,2000,,11,,,30,,,10,15,,,,,,,,,,,,
Dagua,2000,8,15,,4,14.5,10,,,,4,8,,15,,,,,73,,8,
Darièn,2000,12.5,,,,6,,,,,10,4,,,,,8,,,5,,
El Aguila,2000,7,10,,,12,,,8,,,7,,,,,5.9,,,,7,
El Cairo,2000,,12,,,,,,8.8,,,8,,,,,3.04,,,,3.6,
El Cerrito,2000,,6,,,,,,,,,,,,,,,,,,,8.1
El Dovio,2000,,8.5,,,22.5,,,10,,3,7,,8,,,5.5,,50,,4.27,
Florida,2000,11,13,,,20,,,,7,15,9.5,15,16,,,8,12,70,,11,
Ginebra,2000,,5.5,,,18,,,15,,6,7.4,,20,,,7,,,,11.5,10
Guacarì,2000,13.5,7.5,,,25,,,,7.5,12,1.6,,13,,,4.5,25,60,,7,20
Jamundì,2000,9,7.7,,,14,,,,9,9,5,,,,,5,,65,,,
La Cumbre,2000,,12,,,15,,,,,8,6,,10,,,7,10,80,5.5,,
La Uniòn,2000,,6,,,15,,,8,8,7,,12,25,30,30,,50,,,8.5,12.45
La Victoria,2000,,6.8,,,13,7,,,,,,,18,40,40,,,,,,9
Obando,2000,14,12,,,18,,,,12,,,12,,,,,,,,,
Palmira,2000,7,18,,,10,,,,,10,4,,,,,,,70,,18,8.5
Pradera,2000,8,7,,,13,,,,5.5,10,3.5,,,,,5,,,,6,
Restrepo,2000,8.5,9,,,12,,,,,8,3.5,,,,,,,70,8,6,
Riofrìo,2000,10,12,,,21,,,9.5,11,15,7,,,,,6.8,8.5,,,,7.6
Roldanillo,2000,7,12,,,22,,,15,,12,5,5,26,20,20,6,10,,,18,14
San Pedro,2000,9,7,,,14,,,,,6,4,15,14,,,7,14,65,,7,
Sevilla,2000,,6,,,30,,,,,,,,,,,,,,,,
Toro,2000,9.5,7,,,14.5,,,10,12,12,4,,30,40,40,,7,,,5,13.5
Trujillo,2000,12,18.5,,,15,,,15,,,6,,,,,8.5,,,8,15,
Tuluà,2000,8,9,,,12,,,,12,10,3,7,11,,,5,,,,5,14
Ulloa,2000,15,,,,40,,,,,,,,,,,,20,70,,,
Versalles,2000,,,,,,,,15,,,12,,,,,,,,,,
Vijes,2000,4,7,,,14,,,,7,7,,8,,,,,,52,,,
Yotoco,2000,6,7,,,10,,,10,8,4.5,4,,,,,,0,45,4.5,0,0
Yumbo,2000,11,10,,,15,,,,7,10,8,10,12.8,,,7,,49,,7,20
Zarzal,2000,,,,,15,,,,,,,,,,,,,,,,28
