Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Bugalagrande,2012,10,0,0,0,28,0,0,7,11,12,0,0,14,,0,0,0,0,12,0,0
Caicedonia,2012,12,15,0,0,30,0,0,10,10,8,0,0,15,,0,0,0,50,0,0,0
Calima Darién,2012,15,0,0,0,10,0,0,9,0,10,10,0,0,,0,6,0,0,9,8,0
Candelaria,2012,0,0,0,0,12.4,0,0,0,0,33.4,0,0,40,,0,0,0,0,0,0,0
Cartago,2012,13,9,0,0,18.5,0,0,0,0,10,6.8,0,0,,0,0,0,0,0,0,0
Dagua,2012,7,11,0,0,13,7,0,0,0,0,9,0,12,,0,0,0,68,0,0,0
El Aguila,2012,0,9.9,0,0,13,0,0,8,0,0,0,0,0,,0,5.5,0,0,0,0,0
El Cairo,2012,5,9,0,0,0,0,0,6,0,0,14.5,0,0,,0,7,0,0,10,0,0
El Cerrito,2012,7,6,0,0,14,0,0,0,0,0,0,0,15,,0,5,0,0,0,0,7
El Dovio,2012,8,8,0,0,0,0,0,5,0,0,20,0,5,,0,3,0,0,7,0,0
Florida,2012,18,27,0,0,30,0,0,8,24,10,25,16,0,,0,9,0,0,0,12.5,0
Ginebra,2012,0,11,0,0,15,0,0,9.7,0,0,5.4,0,0,,0,4,0,0,0,8.7,8.2
Guacarì,2012,10,6,0,0,11,0,0,8,10,15,6.9,0,15,,0,8,60,0,0,18.5,20
Jamundì,2012,7.5,8,0,0,14,0,0,0,6.5,7,20,10,15,,0,6,30,45,0,3.5,0
La Cumbre,2012,0,5.57,0,0,0,0,0,0,0,0,6,0,0,,0,0,0,80,0,0,0
La Uniòn,2012,20,9.3,0,0,0,0,0,0,2.1,12,0,0,30,43,42.9,0,75,0,0,0,11
La Victoria,2012,10,6,0,0,15,0,0,0,0,10,0,5,30,,0,0,120,0,0,0,5
Obando,2012,9.4,22,0,0,17.5,0,0,0,0,0,0,5.2,15.8,,0,0,110,0,0,0,0
Palmira,2012,10,10.2,0,0,20,0,0,0,9.4,8,5.8,0,19,,0,4.7,0,53,0,7,9
Pradera,2012,10,10,0,0,8,0,0,0,10,10,3,0,0,,0,4,0,0,0,6,0
Restrepo,2012,8.5,7.5,8,0,12,0,0,8,0,8,15,0,12,,0,8,0,60,15,18,0
Riofrìo,2012,8.5,11.5,0,0,20,0,0,11,0,10.29,7.57,0,0,,0,5.25,16.67,0,0,0,0
Roldanillo,2012,10,25,0,0,25,0,0,8,7,12,10,0,35,35,35,3,120,110,11,0,15
San Pedro,2012,9.2,7,0,0,14,0,0,15,8.5,0,4.1,15,14,,0,7,30,0,0,0,0
Sevilla,2012,30,25,0,0,25,0,0,15,0,0,20,0,0,,0,3,0,0,0,0,0
Toro,2012,8.5,11.5,0,0,20,0,0,0,9,12,0,0,0,28,28,0,35,0,0,0,11.8
Trujillo,2012,6.7,15.8,0,0,16,0,0,0,0,18.5,7,0,8,15,15,2,35,20,0,0,14
Tuluà,2012,8,8,0,0,12,0,0,8,9,10,3,7,11,,0,4.5,74,0,0,10,14
Ulloa,2012,15.1,36.3,0,0,34,0,0,0,0,0,0,0,0,,0,0,0,65,0,0,0
Versalles,2012,2,5,0,0,0,0,0,14,0,0,28.2,0,20,,0,8,40,0,8,0,0
Vijes,2012,11,10,0,0,11,0,0,0,0,0,7.5,1.5,0,,0,0,90,67.5,0,0,0
Yotoco,2012,12.5,0,0,0,2.5,0,0,8.7,0,23,14.8,0,33,,0,0,75,5,0.5,0,0
Yumbo,2012,18,4,0,0,7,0,0,10,5,7,7,8.2,30,25,40,3,90,35,4,5,10
Zarzal,2012,0,0,0,0,40,0,0,0,15,34,0,0,10,15,15,0,15,45,0,0,0
Cali,2011,7.5,10,0,0,14.5,0,0,0,0,17,7.5,6,0,0,0,7.5,0,0,0,8,0
Alcalá,2011,6,5,4.2,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,33.6,0,0,0
Andalucia,2011,9,0,0,0,28.54,0,0,0,0,0,0,0,35,0,0,0,168,0,0,0,0
Ansermanuevo,2011,5,15,0,0,1,0,0,6,0,0,2.8,10,9,0,0,1.17,0,0,0,0,0
Argelia,2011,10,38,0,0,4,0,0,0,0,0,2.8,0,0,0,0,4,0,0,0,0,0
Bolivar,2011,5,12,0,0,20,8,0,15,6,10,5,0,14,42,42,5,27,80,4.5,7,15.75
Candelaria,2010,,,,,12.37,,,,,29.2,,,40,,,,,,,,
Buenaventura,2011,0,13,13,12,0,14,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Buga,2011,8,10,0,0,14,0,0,9,5,10,3,3,19,0,0,5,9,95,0,9,2
Bugalagrande,2011,10,0,0,0,28,0,0,7,11,12,0,0,14,0,0,0,0,0,12,0,0
Caicedonia,2011,15,15,0,0,30,0,0,10,10,8,0,0,20,0,0,0,0,50,0,0,0
Calima Darién,2011,15,0,0,0,0,0,0,9,0,10,10,0,0,0,0,6,0,0,9,8,0
Candelaria,2011,0,0,0,0,12.37,0,0,0,0,33.3,0,0,40,0,0,0,0,0,0,0,0
Cartago,2011,13,7,0,0,30.36,0,0,0,0,10,6,0,8,0,0,0,0,0,0,0,0
Dagua,2011,7,11,0,0,13,7,0,0,0,0,9,0,12,0,0,0,0,68,0,0,0
El Aguila,2011,8.75,9.88,0,0,13,0,0,8,0,0,7,0,0,0,0,5.5,0,0,0,6,0
El Cairo,2011,5,9,0,0,0,0,0,6,0,0,14.5,0,0,0,0,7,0,0,10,0,0
El Cerrito,2011,8,6,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
El Dovio,2011,8,8,0,0,0,0,0,5,0,0,20,0,5,0,0,3,0,0,7,0,0
Florida,2011,18,27,0,0,30,0,0,8,24,10,25,16,0,0,0,9,0,0,0,12.5,0
Ginebra,2011,0,0.05,0,0,0.31,0,0,13.6,0,0,2.05,0,0,0,0,0.55,0,0,0,0,5
Guacarì,2011,10,10.3,0,0,10,0,0,0,10,15,7,0,15,0,0,5.57,60,0,0,10,20
Jamundì,2011,9,10,0,0,16,0,0,0,6.5,8,0,10,0,0,0,7,35,0,0,4,0
La Cumbre,2011,0,5.57,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,80,0,0,0
La Uniòn,2011,0,9.3,0,0,0,0,0,0,6.32,12,0,0,18.53,40,70,0,32,0,0,0,11
La Victoria,2011,10,6,0,0,15,0,0,0,0,10,0,5,30,0,0,0,120,0,0,0,5
Obando,2011,9.75,22.1,0,0,17.5,0,0,0,0,0,0,5.18,17,0,0,0,110,0,0,0,0
Palmira,2011,10,10.2,0,0,19.3,0,0,0,9.4,7.7,5.8,0,18.6,0,0,4.7,0,52.5,0,6.8,8.9
Pradera,2011,10,10,0,0,0.51,0,0,0,10,10,3,0,0,0,0,4,0,0,0,6,0
Restrepo,2011,8.5,7.5,8,0,12,0,0,0,0,8,15,0,12,0,0,8,0,60,10,6,0
Riofrìo,2011,8.5,11.5,0,0,20,0,0,11,0,10.29,7.57,0,0,0,0,5.25,16.67,0,0,0,0
Roldanillo,2011,10,25,0,0,25,0,0,8,7,12,10,0,30,35,35,3,120,0,6,0,15
San Pedro,2011,9.2,7,0,0,14,0,0,0,8.5,0,4,15,14,0,0,7,0,0,0,7,0
Sevilla,2011,30,25,0,0,30,0,0,6,0,0,10,0,0,0,0,3,0,0,0,0,0
Toro,2011,8.5,11.5,0,0,20,0,0,0,9,12,0,0,0,28,28,0,35,0,0,0,11.8
Trujillo,2011,9.31,15.3,0,0,3.5,0,0,0,12,10,0,0,8,0,0,1.8,0,80,0,0,2.5
Tuluà,2011,8,8,0,0,12,0,0,8,9,10,3,7,11,0,0,4.5,74,0,0,10,14
Ulloa,2011,15,35,13.6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
Versalles,2011,6.61,8,0,0,0,0,0,14,0,0,8.5,0,8,0,0,7,0,0,0,0,0
Vijes,2011,11,10,0,0,11,0,0,0,0,0,0,1,0,0,0,0,190,70,0,0,0
Yotoco,2011,12.5,0,0,0,2.5,0,0,0,0,24.98,14.8,0,44.8,0,0,0,75,49.9,0.5,0,0
Yumbo,2011,18.57,3,0,0,14.24,0,0,10,5.33,7.63,7,9,33,0,50,2,95,36.67,4,6,10
Zarzal,2011,0,0,0,0,40,0,0,0,15,55,0,0,12,15,15,0,15,45,0,0,0
Cali,2010,8,8,,,15,,,,,18,8,6,,,,8,,,,8,
Alcalá,2010,3,7,7,,7,,,5,,,,,,,,,,56,,,
Andalucia,2010,8,,,,30.63,,,,,,,,40,,,,168,,,,
Ansermanuevo,2010,10,6,,,15,10,,,,10,,5,30,20,18,,,,,,5
Argelia,2010,10,38,,,4,,,,,,2.8,,,,,0,,,,,
Bolivar,2010,7,12,,,20,8,,20,6,12,5,,14.5,42,42,5,27,80,4.5,7,15.75
Buenaventura,2010,,13,10,12,,14,12,,,13,,,,,,,,,,,
Buga,2010,9,11,,,15,,,10,6,12,4,4,20,,,7,50,100,,11,3
El Aguila,2010,8.75,9.88,,,20,,,8,0,0,7,0,0,,,5.5,0,0,0,6,0
El Cairo,2010,5,9.2,,,,,,8.83,0,0,15.6,0,0,,,7,0,0,11,5.5,0
El Cerrito,2010,8,6,,,15,,,,,,,,15,,,5,,,,,7
El Dovio,2010,,8,,,,,,5,,,20,,5,,,3,,,7,,
Florida,2010,18,27,,,30,,,8,24,10,25,16,,,,9,,,,12.5,
Ginebra,2010,,8,,,20,,,7,0,0,6.36,0,0,,,5.2,0,0,0,11,5
Guacarì,2010,10,10,,,10,,,,10,15,7,,15,,,5,60,,,10,20
Jamundì,2010,12,12,,,18,,,,8,8,15,14,20,,,10,40,,,4,
La Cumbre,2010,,5.57,,,,,,,,,6,,,,,,,80,5.53,,
La Uniòn,2010,,9.3,,,,,,,7.5,15,,,20.2,40,28,,40,,,,20
La Victoria,2010,10,6,,,15,10,,,,10,,5,30,,32,,,,,,5
Obando,2010,9.75,22.14,,,17.5,,,,,,,5.18,17,,,,110,,,,
Palmira,2010,10,10.2,,,19.3,,,,9.4,7.7,5.8,,18.6,,,4.7,,52.5,,6.8,8.9
Pradera,2010,10,7,,,13,,,,10,10,3,,,,,4,,,,6,
Restrepo,2010,8.5,7.5,8,,12,,,,,8,15,,12,,,8,,60,10,6,
Riofrìo,2010,8.5,11.5,,,20,,,11,,10.29,7.57,,,,,5.25,16.67,,,,
Roldanillo,2010,10,25,,,25,,,8,7,12,10,,30,38,40,3,120,,6,,15
San Pedro,2010,9.2,7,,,14,,,,8.5,,4,15,14,,,7,,,,7,
Sevilla,2010,,12,,,12,,,10,,,18,,,,,3,,,,,
Toro,2010,8.5,11.5,,,20,,,,9,12,,,,28,28,,35,,,,11.8
Trujillo,2010,9.31,15.3,,,,,,,,,,,8,,,1.8,,80,,,2.5
Tuluà,2010,8,3,,,12,,,8,9,10,3,7,11,,,4.5,74,,,10,14
Ulloa,2010,15.1,36.3,,,34,,,,,,,,,,,,,65,,,
Versalles,2010,,8,,,,,,14,,,8.5,,8,,,7,,,,14,
Vijes,2010,11,10,,,11,,,,,,,1,,,,,15,70,,,
Yotoco,2010,12.5,,,,2.5,,,,,25,15,,45,,,,75,50,,,
Yumbo,2010,18.57,3,,,14.24,,,10,5.33,7.63,7,9,33,,50,2,95,36.67,4,6,10
Zarzal,2010,,,,,40,,,,15,55,,,20,15,15,,15,,,,
Cali,2009,8,8,0,0,15,0,0,0,0,8,10,6,0,0,0,8,0,0,0,8.5,0
Alcalá,2009,2.62,7,7,0,6.6,0,0,10,0,0,0,0,0,0,0,0,0,56,0,0,0
Andalucia,2009,8,0,0,0,7.67,0,0,0,8,16.7,0,0,27.82,0,0,0,117,0,0,0,0
Ansermanuevo,2009,12.68,15,0,0,4,0,0,5.2,8.5,0,2.8,10,9.8,0,0,2.5,,0,2.5,0,0
Argelia,2009,10,38,0,0,4,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0
Bolivar,2009,7,12,0,0,20,8,0,12,6,12,5,0,14.5,42,42,5,27,80,4.5,7,15.75
Buenaventura,2009,0,13,10,12,0,14,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Buga,2009,9,11,,,8.48,,,10,5,14,4,5,10,,,7,10,100,,15,3
Bugalagrande,2009,10,9,0,0,28,0,0,8,11,12,0,0,14,0,0,0,0,0,14,0,0
Caicedonia,2009,10,15,0,0,30,0,0,,12,0,0,0,15,0,0,0,0,0,0,0,0
Calima Darién,2009,15,,,,10,,,9,,10,10,,,,,6,,,9,,
Candelaria,2009,0,0,0,0,12.37,0,0,0,0,29.5,0,0,,0,0,0,0,0,0,0,0
Cartago,2009,0,7,0,0,25.25,0,0,0,0,0,0,0,10,0,0,0,0,35,0,0,0
Dagua,2009,7,11,0,11,13,7,0,0,,5,9,0,0,0,0,0,0,68,0,11,0
El Aguila,2009,8.75,9.88,0,0,20,0,0,8,0,0,7,0,0,0,0,5.5,0,0,0,6,0
El Cairo,2009,9.9,9.2,0,0,0,0,0,9,0,0,16,0,0,0,0,12,0,0,11,0,0
El Cerrito,2009,8,6,0,0,15,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,7
El Dovio,2009,0,8,0,0,,0,0,5,0,,20,0,5,0,0,3,0,0,7,0,0
Florida,2009,6,9,0,0,30,0,0,0,10.6,10,7,5.37,0,0,0,4,0,0,0,11,0
Ginebra,2009,0,8,0,0,20,0,0,7,0,0,6.2,0,0,0,0,5.2,0,0,0,11,5
Guacarì,2009,10,5,0,0,13.5,0,0,0,10,11,7,0,27,0,0,5,11,0,0,12,20
Jamundì,2009,15,12,0,0,18,,0,9,8,8,15,14,20,0,0,10,40,,0,4,0
La Cumbre,2009,,5.57,0,0,9.25,0,0,0,,,6,0,,0,0,,,80,5.53,,
La Uniòn,2009,0,9.3,0,0,0,0,0,0,7.5,15,0,0,20.2,40,40,0,40,0,0,0,20
La Victoria,2009,0,6,0,0,15,10,0,0,0,10,0,,30,0,0,0,120,0,0,0,5
Obando,2009,9.73,22,0,0,17.5,,0,0,,0,0,5,0,0,0,0,0,0,0,0,0
Palmira,2009,10,10.2,0,0,19.3,0,0,0,9.4,7.7,5.8,10,18.6,0,0,4.7,0,52.5,0,6.8,8.9
Pradera,2009,10,7,0,0,13,0,0,0,10,10,3,0,0,0,0,4,0,0,0,6,0
Restrepo,2009,8.5,7.5,8,,12,,,8,,8,2.6,,12,,,8,,60,10,6,
Riofrìo,2009,8.5,11.5,0,0,20,0,0,11,0,10.29,7.57,0,0,0,0,5.25,16.67,0,,0,0
Roldanillo,2009,10,25,0,0,25,0,0,8,7,12,10,0,30,4,40,3,120,0,6,4,15
San Pedro,2009,9.2,7,0,0,14,0,0,0,8.5,0,4,15,14,0,0,7,,0,0,15,0
Sevilla,2009,0,15,0,0,31.5,0,0,7,0,0,8,0,0,0,0,3.5,0,0,0,0,0
Toro,2009,8.5,11.5,0,0,20,0,0,11.2,9,12,5.8,0,0,28,28,0,35,0,0,0,11.8
Trujillo,2009,6.08,15.27,0,0,15,0,0,8,0,0,7,0,8,15,,1,35,0,7,0,0
Tuluà,2009,8,3,0,0,12,0,0,8,9,10,3,7,11,0,0,4.5,74,0,0,10,14
Ulloa,2009,10,32.4,2.4,0,34.59,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Versalles,2009,0,8,0,0,0,0,0,14,0,0,8.5,0,15,0,0,7,0,0,0,14,0
Vijes,2009,11,10,0,0,11,0,0,0,0,8,,4,0,0,0,0,15,70,0,0,0
Yotoco,2009,12,0,0,0,2,0,0,0,0,23,2.5,0,20,0,0,0,76,34.5,6,0,0
Yumbo,2009,10,3,0,0,14.38,0,0,10,4.94,10,7,9,33,60,60,4,96,45,4,6,10
Zarzal,2009,0,0,0,0,40,0,0,0,20,45,0,40,20,15,15,0,15,0,0,0,0
Cali,2008,7.67,7,0,0,14.83,0,0,0,0,8,8.8,35.71,0,0,0,7.5,0,0,0,8.64,0
Alcalá,2008,2.62,7,7,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
Andalucia,2008,4.3,0,0,0,8.16,0,0,0,8,16.7,0,0,23.37,0,0,0,117,0,0,0,0
Ansermanuevo,2008,8,10,0,0,18,0,0,5,8.5,0,0,10,35,0,0,2,,0,2.5,0,0
Argelia,2008,10,38,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Bolivar,2008,7,12,0,0,20,0,0,12,0,12,5,0,14.5,42,42,5,27,80,4.5,7,15.79
Buenaventura,2008,0,13,10,12,0,14,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Buga,2008,7,9,,,12,,,8,4,11,3,4,9,,,5,8,100,,11,2
Bugalagrande,2008,10,9,0,0,28,0,0,7.5,11,12,0,0,14,0,0,0,0,0,0,0,0
Caicedonia,2008,10.89,15,0,0,25,0,0,,12,0,0,0,15,0,0,0,0,0,0,0,0
Calima Darién,2008,15,,,,10,,,9,,10,10,,,,,6,,,9,,
Candelaria,2008,0,0,0,0,12.37,0,0,0,0,29.5,0,0,,0,0,0,0,0,0,0,0
Cartago,2008,0,7,0,0,27,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0
Dagua,2008,7,11,0,11,13,7,0,0,6,5,9,0,0,0,0,0,0,68,0,11,0
El Aguila,2008,8.75,9.88,0,0,20,0,0,8,0,0,7,0,0,0,0,5.5,0,0,0,5.5,0
El Cairo,2008,9.9,9.2,0,0,0,0,0,8.83,0,0,15.6,0,0,0,0,12,0,0,11,0,0
El Cerrito,2008,8,6,0,0,15,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,7
El Dovio,2008,0,8,0,0,,0,0,8,0,,12,0,5,0,0,3,0,0,8,0,0
Florida,2008,6,10,0,0,40,0,0,0,10,11,7,5.37,0,0,0,4,0,0,0,11.5,0
Ginebra,2008,0,8,0,0,20,0,0,7,0,0,6.2,0,0,0,0,5.2,0,0,0,11,5
Guacarì,2008,10,5,0,0,13.04,0,0,0,10,11,7,0,30,0,0,5,11,0,0,12,20
Jamundì,2008,7,7,0,0,18,8,0,0,8,8,4.47,13.4,9.5,0,0,9.49,12,,0,4,0
La Cumbre,2008,10,5,0,0,13.04,0,0,0,10,11,7,0,30,0,0,5,11,80,5.53,12,20
La Uniòn,2008,0,9.96,0,0,0,0,0,0,7.75,15.14,0,0,20.2,38,38,0,40.45,0,0,0,20
La Victoria,2008,0,6,0,0,15,10,0,0,0,10,0,,30,0,0,0,70,0,0,0,5
Obando,2008,9.73,22,0,0,17.5,,0,0,,0,0,5,0,0,0,0,0,0,0,0,0
Palmira,2008,10,15,0,0,18,0,0,0,9,0,4.12,10,18,0,0,2.5,0,40,0,4,11
Pradera,2008,8,7,0,0,13,0,0,0,10,10,3,0,0,0,0,4,0,0,0,6,0
Restrepo,2008,8.5,7.51,8,,12,,,8,,8,2.6,,12,,,8,,60,10,6,
Riofrìo,2008,8.5,11.5,0,0,20,0,0,11,0,10.29,7.57,0,0,0,0,3,16.67,0,5,0,0
Roldanillo,2008,13,0,0,0,21,0,0,0,0,14,14,0,30,37.14,40,0,120,0,10,0,16
San Pedro,2008,9.2,7,0,0,14,0,0,0,8.5,0,4,15,12.92,0,0,7,14,0,0,7,0
Sevilla,2008,0,8.46,0,0,31.5,0,0,7,0,0,8,0,0,0,0,3.33,0,0,0,0,0
Toro,2008,8.5,11.5,0,0,20,0,0,11.2,9,12,5.8,0,0,0,28,0,35,0,0,0,11.74
Trujillo,2008,5,8,0,0,8,0,0,0,0,0,4,0,0,15,,3,,0,4,0,0
Tuluà,2008,16,13,0,0,27,0,0,0,,,8,,25,0,0,6.84,74,0,0,10,10
Ulloa,2008,10,32.4,2.4,0,34.59,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Versalles,2008,0,8,0,0,0,0,0,13.7,0,0,8.5,0,,0,0,7.09,0,0,0,14,0
Vijes,2008,11,10,0,0,11.6,0,0,0,0,8,,1,0,0,0,0,15,70,0,0,0
Yotoco,2008,10,0,0,0,2,0,0,0,0,23,2.13,0,0,0,0,0,83,0,6,0,0
Yumbo,2008,11,4,0,0,18,0,0,,4,9,7,9,25,0,0,0,35,50,4,6,20
Zarzal,2008,0,0,0,0,40,0,0,0,20,45,0,40,20,15,15,0,15,0,0,0,0
Cali,2007,7.77,7,0,0,14.5,0,0,0,0,8.5,8.75,6.5,0,0,0,7.5,0,0,0,8.64,0
Alcalà,2007,6.5,10,10,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Andalucia,2007,8.2,0,0,0,19.2,0,0,0,70,24.6,0,0,37.54,0,0,0,137,0,0,0,0
Ansermanuevo,2007,10,10,0,0,18,0,0,6,15,0,0,10,0,0,0,4.5,19.5,0,5,0,0
Argelia,2007,8,18,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Bolivar,2007,7,12,0,0,20,0,0,12,0,12,5,0,14.5,42,42,5,27,80,4.5,7,9
Buenaventura,2007,0,13,10,12,0,14,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Buga,2007,8,11,0,0,15,0,0,10,5,14,4,5,10,0,0,7,10,100,0,15,3
Bugalagrande,2007,10,9,0,0,28,0,0,7.5,11,12,0,0,14,0,0,0,0,0,0,0,0
Caicedonia,2007,12,15,0,0,35,0,0,12,12,0,0,0,22,0,0,0,0,0,0,0,0
Candelaria,2007,0,0,0,0,13,0,0,0,0,29.01,0,0,15,0,0,0,0,0,0,0,0
Cartago,2007,0,7,0,0,27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Dagua,2007,7,11,0,11,13,7,0,0,6,5,9,0,0,0,0,0,0,68,0,11,0
Darièn,2007,15,0,0,0,20,0,0,9,0,10,10,0,0,0,0,6,0,0,9,17,0
El Aguila,2007,0,10,0,0,20,0,0,8,0,0,7,0,0,0,0,5.5,0,0,0,6,0
El Cairo,2007,0,12,0,0,0,0,0,8.8,0,0,2.1,0,0,0,0,4.5,0,0,0,0,0
El Cerrito,2007,0,6.9,0,0,20,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,7
El Dovio,2007,0,10,0,0,18,0,0,5,0,10,12,0,5,0,0,3,0,0,8,0,0
Florida,2007,11,10,0,0,40,0,0,0,8,12,7,0,0,0,0,4,0,0,0,11.5,0
Ginebra,2007,0,8,0,0,20,0,0,7,0,0,6.2,0,0,0,0,5.2,0,0,0,11,5
Guacarì,2007,10,7,0,0,0,0,0,0,10,11,7,0,30,0,0,5,11,0,0,12,20
Jamundì,2007,8.5,7.7,0,0,20,8,0,0,8,8.16,3.5,15,15,0,0,2.5,10,30,0,4.5,0
La Cumbre,2007,0,5.57,0,0,9,0,0,0,0,12,6,0,0,0,0,0,0,80,5.5,0,0
La Uniòn,2007,0,10.1,0,0,0,0,0,0,12,15,0,0,28,38,38,0,70,0,0,0,19
La Victoria,2007,0,6,0,0,15,10,0,0,0,10,0,0,30,0,0,0,70,0,0,0,5
Obando,2007,9.7,20,0,0,17.5,10,0,0,2.7,0,0,11.5,0,0,0,0,0,0,0,0,0
Palmira,2007,10,15,0,0,18,0,0,0,9,0,4.12,10,18,0,0,2.5,0,40,0,4,11
Pradera,2007,8,7,0,0,13,0,0,0,10,10,3,0,0,0,0,4,0,0,0,6,0
Restrepo,2007,8.5,9,8,0,12,0,0,10,0,8,3.5,0,15,0,0,8,0,70,10,6,0
Riofrìo,2007,10,11.5,0,0,20,0,0,11,0,11,12,0,0,0,0,5.5,18,0,0,0,0
Roldanillo,2007,13.7,0,0,0,20,0,0,0,0,14,12,0,30,40,40,0,140,0,10,0,16
San Pedro,2007,9.2,7,0,0,14,0,0,0,8,0,4,15,14,0,0,7,14,0,0,7,0
Sevilla,2007,0,8,0,0,45,0,0,7,0,0,8,0,0,0,0,3,0,0,0,0,0
Toro,2007,9,8,0,0,18,0,0,9.5,12,12,8,0,0,0,32,0,45,0,0,0,24
Trujillo,2007,8,15.24,0,0,20,0,0,0,0,0,12,0,0,20,19,10.5,34,0,4,0,0
Tuluà,2007,9.5,4.5,0,0,30,0,0,0,11.67,15.71,7.85,19,23.42,0,0,6,109.41,0,0,7.52,15
Ulloa,2007,10,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
Versalles,2007,0,8,0,0,0,0,0,14.5,0,0,10,0,24,0,0,8,0,0,0,16,0
Vijes,2007,12,9,0,0,12,0,0,0,0,7,5,6,0,0,0,0,15,70,0,0,0
Yotoco,2007,10.5,0,0,0,2.5,0,0,0,0,25,3.5,0,0,0,0,0,165,0,6,0,0
Yumbo,2007,11,10,0,0,17,0,0,15,7,10,10,10,20,0,0,0,35,50,5,8,20
Zarzal,2007,0,0,0,0,40,0,0,0,20,45,0,0,20,0,0,0,35,0,0,0,0
Cali,2006,7,9,,,16,,,,,7,5,,,,,4,,,,11,
Alcalà,2006,6.5,10,10,,16.5,,,,,,,,,,,,,80,,,
Andalucia,2006,10,,,,19.29,,,,12,9,,,20.97,,,,55,,,,
Ansermanuevo,2006,10,10,,,18,,,6,15,,,10,,,,4.5,,,5,10,
Argelia,2006,7,20,,,12,,,,,,7,,,,,,,,,,
Bolivar,2006,7,12,,,20,,,12,12,12.36,5,,14.5,42,42,5,27,80,4.5,7,15.75
Buenaventura,2006,,13,10,12,,14,12,,,13,,,,,,,,,,,
Buga,2006,8,11,,,15,,,10,5,13,5,5,10,,,7,10,100,,17,3
Bugalagrande,2006,10,10,,,28,,,7.5,11,12,6,,14,,,,25,,,,
Caicedonia,2006,12,15,,,35,,,,,,,,22,,,,,,,,
Candelaria,2006,,,,,13,,,,,40.9,,,15,,,,,,,,
Cartago,2006,,7,,,27.6,,,,,,,,10,,,,,,,,
Dagua,2006,8,12,,11,15,8,,,6,6,10,,,,,,,69,,12,
Darièn,2006,15,,,,20,,,,,10,10,,,,,6,,,9,,
El Aguila,2006,,10,,,20,,,8,,,7,,,,,5.5,,,,6,
El Cairo,2006,,13,,,,,,8.8,,,2.4,,,,,4.5,,,,,
El Cerrito,2006,,6.9,,,20,,,,,,,,,,,,,,,,12
El Dovio,2006,,4.5,,,18,,,10,,5,12,,5,,,3,,,12,,
Florida,2006,11,10,,,40,,,,8,12,7,13,,,,4,,,,11.5,
Ginebra,2006,,8,,,20,,,7,,,6.2,,,,,5.2,,,,11,5
Guacarì,2006,10,63.03,,,20,,,,10,11,7,,30,,,5,10,,,13,20
Jamundì,2006,8.5,7.7,,,20,8,,,8,8.16,5,15,11.5,,,4.5,10,30,,5,
La Cumbre,2006,,6,,,9,,,,,12,6,,,,,,,80,5.5,,
La Uniòn,2006,,10.1,,,20,,,,12,15,,12,28,38,38,,70,,,,19
La Victoria,2006,,,,,15,10,,,,10,,,30,,,,,,,,5
Obando,2006,10,22,,,18,,,,,,,12,,,,,,,,,
Palmira,2006,10,10.6,,,18,,,,9,9.55,4.12,,18,,,4.5,,40,,4,11
Pradera,2006,8,7,,,13,,,,10,10,3,,,,,4,,,,6,
Restrepo,2006,8.5,9,8,,12,,,10,,8,3.5,,15,,,8,15,70,8,6,
Riofrìo,2006,,,,,20,,,,,11,12,,,,,5.5,,,,,
Roldanillo,2006,13.74,,,,20,,,,,14,12,,30,40,35,,88,,10,,16
San Pedro,2006,9.2,7,,,14,,,,8,,4,15,14,,,7,14,,,7,
Sevilla,2006,,8,,,45,,,,9,,8,,,,,,,,,,
Toro,2006,9,7.71,,,18,,,9.5,18,12,,,,32,32,,45,,,,24
Trujillo,2006,8,15.19,,,15,,,,,,12,,,,19,6.5,34,12,9,15,
