Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Bugalagrande,2011,27.0,0.0,0.0,0.0,590.0,0.0,0.0,9.0,45.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Caicedonia,2011,201.0,253.0,0.0,0.0,"1,038.0",0.0,0.0,8.0,24.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
Calima Darién,2011,125.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,6.5,0.0,0.0,0.0,0.0,40.5,0.0,0.0,3.0,5.0,0.0
Candelaria,2011,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartago,2011,2.0,25.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,3.8,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dagua,2011,50.0,120.0,0.0,0.0,72.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0
El Aguila,2011,1.0,8.0,0.0,0.0,25.4,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0
El Cairo,2011,16.3,620.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
El Cerrito,2011,12.9,11.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,155.0
El Dovio,2011,1.0,37.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
Florida,2011,2.0,102.0,0.0,0.0,81.0,0.0,0.0,3.0,8.0,9.0,6.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0
Ginebra,2011,0.0,155.0,0.0,0.0,21.5,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,239.7
Guacarì,2011,48.0,230.0,0.0,0.0,58.0,0.0,0.0,0.0,19.0,27.0,42.0,0.0,50.0,0.0,0.0,88.0,32.0,0.0,0.0,21.0,189.0
Jamundì,2011,4.5,10.0,0.0,0.0,437.5,0.0,0.0,0.0,5.0,13.0,0.0,27.0,0.0,0.0,0.0,12.5,2.0,0.0,0.0,3.5,0.0
La Cumbre,2011,0.0,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0
La Uniòn,2011,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,391.0,0.0,0.0,51.2,98.8,70.0,0.0,124.0,0.0,0.0,0.0,864.0
La Victoria,2011,1.0,143.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,6.0,0.0,10.5,20.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,5.3
Obando,2011,4.6,348.0,0.0,0.0,101.6,0.0,0.0,0.0,0.0,0.0,0.0,11.5,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Palmira,2011,5.0,63.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,9.0,15.0,0.0,7.8,0.0,0.0,25.0,0.0,5.0,0.0,14.0,8.0
Pradera,2011,4.0,30.0,0.0,0.0,25.4,0.0,0.0,0.0,30.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
Restrepo,2011,45.0,61.0,11.0,0.0,25.5,0.0,0.0,0.0,0.0,21.0,33.5,0.0,12.0,0.0,0.0,4.0,0.0,509.0,35.0,3.0,0.0
Riofrìo,2011,5.0,380.0,0.0,0.0,61.0,0.0,0.0,3.0,0.0,10.3,82.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0
Roldanillo,2011,15.0,26.0,0.0,0.0,12.3,0.0,0.0,9.0,14.3,149.3,2.4,0.0,106.3,117.0,58.3,4.2,165.8,0.0,7.2,0.0,2.3
San Pedro,2011,14.0,73.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,23.0,5.0,66.6,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0
Sevilla,2011,128.0,"1,725.0",0.0,0.0,"1,171.9",0.0,0.0,7.5,0.0,0.0,51.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Toro,2011,9.0,12.0,0.0,0.0,86.0,0.0,0.0,0.0,338.0,87.0,0.0,0.0,0.0,45.0,44.0,0.0,107.0,0.0,0.0,0.0,422.0
Trujillo,2011,29.0,692.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,126.0,0.0,1.0,0.0,0.0,8.0
Tuluà,2011,22.1,525.0,0.0,0.0,140.7,0.0,0.0,9.0,18.0,12.0,155.0,6.0,110.0,0.0,0.0,109.7,130.0,0.0,0.0,53.0,10.0
Ulloa,2011,45.7,72.8,3.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0
Versalles,2011,11.5,87.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Vijes,2011,4.2,19.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,13.0,80.0,0.0,0.0,0.0
Yotoco,2011,95.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,19.5,11.7,0.0,2.7,0.0,0.0,0.0,40.0,12.0,6.5,0.0,0.0
Yumbo,2011,21.0,17.0,0.0,0.0,53.1,0.0,0.0,4.0,12.0,19.0,6.2,20.7,45.8,0.0,2.0,2.5,29.3,15.0,1.0,2.0,2.5
Zarzal,2011,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,41.7,1.8,0.0,0.0,29.5,97.5,100.0,0.0,40.0,2.1,0.0,0.0,0.0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Calima Darién,2008,189.0,,,,20.0,,,6.0,,16.0,77.0,,,,,29.0,,,10.0,,
Cali,2010,15.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,12.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0
Alcalá,2010,65.0,99.0,6.0,0.0,336.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
Andalucia,2010,16.3,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
Ansermanuevo,2010,12.6,35.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,0.0,4.5,10.0,3.0,66.0,64.0,13.5,0.0,0.0,4.0,0.0,0.0
Argelia,2010,103.0,170.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2010,29.0,46.0,0.0,0.0,33.0,3.0,0.0,39.0,7.0,250.0,165.0,0.0,52.0,54.0,45.0,27.5,67.0,21.0,32.0,28.0,13.5
Buenaventura,2010,0.0,100.0,340.0,813.0,0.0,"3,472.0",325.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2010,13.0,130.0,0.0,0.0,70.0,0.0,0.0,4.0,13.0,33.0,28.0,20.0,30.0,0.0,0.0,28.0,9.0,50.0,0.0,30.0,1.0
Bugalagrande,2010,37.0,0.0,0.0,0.0,610.0,0.0,0.0,9.0,50.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Caicedonia,2010,201.0,245.0,0.0,0.0,"1,038.0",0.0,0.0,8.0,15.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
Calima Darién,2010,150.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,90.5,0.0,0.0,0.0,0.0,36.5,0.0,0.0,3.0,2.5,0.0
Candelaria,2010,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartago,2010,0.0,25.0,0.0,0.0,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Dagua,2010,50.0,110.0,0.0,0.0,72.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0
El Aguila,2010,1.0,11.1,0.0,0.0,5.1,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0
El Cairo,2010,13.8,616.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,2.0,0.0
El Cerrito,2010,12.9,11.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,150.0
El Dovio,2010,0.0,38.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,38.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.5,0.0,0.0
Florida,2010,2.0,102.0,0.0,0.0,81.0,0.0,0.0,3.0,8.0,9.0,6.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0
Ginebra,2010,0.0,120.0,0.0,0.0,23.5,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,25.0,300.0
Guacarì,2010,48.0,237.0,0.0,0.0,58.0,0.0,0.0,0.0,19.0,27.0,42.0,0.0,50.0,0.0,0.0,98.0,32.0,0.0,0.0,21.0,189.0
Jamundì,2010,4.3,18.5,0.0,0.0,482.0,0.0,0.0,0.0,3.0,6.0,8.0,27.0,8.0,0.0,0.0,20.0,5.0,0.0,0.0,6.0,0.0
La Cumbre,2010,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,17.0,0.0,0.0
La Uniòn,2010,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,419.0,0.0,0.0,130.0,90.0,20.0,0.0,171.0,0.0,0.0,0.0,"1,094.0"
La Victoria,2010,1.0,140.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,65.0,0.0,10.5,5.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,2.0
Obando,2010,4.3,302.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Palmira,2010,51.0,62.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,9.0,15.0,0.0,11.5,0.0,0.0,25.0,0.0,5.0,0.0,14.0,8.0
Pradera,2010,4.0,33.0,0.0,0.0,25.4,0.0,0.0,0.0,30.0,14.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
Restrepo,2010,43.0,51.0,5.0,0.0,23.0,0.0,0.0,0.0,0.0,24.0,51.5,0.0,11.0,0.0,0.0,6.0,0.0,420.0,27.0,3.0,0.0
Riofrìo,2010,5.0,380.0,0.0,0.0,61.0,0.0,0.0,3.0,0.0,10.3,82.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0
Roldanillo,2010,36.7,25.7,0.0,0.0,14.0,0.0,0.0,12.3,17.4,151.6,5.6,0.0,199.9,96.0,47.0,3.2,173.9,0.0,9.5,0.0,20.0
San Pedro,2010,14.0,66.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,20.0,5.0,56.6,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0
Sevilla,2010,0.0,"1,700.0",0.0,0.0,"1,168.9",0.0,0.0,7.5,0.0,0.0,36.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Toro,2010,7.5,14.0,0.0,0.0,87.0,0.0,0.0,0.0,340.0,85.0,0.0,0.0,0.0,45.0,40.0,0.0,106.0,0.0,0.0,0.0,422.0
Trujillo,2010,29.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,126.0,0.0,1.0,0.0,0.0,8.0
Tuluà,2010,23.6,533.0,0.0,0.0,142.2,0.0,0.0,7.0,18.0,12.0,150.0,6.0,110.0,0.0,0.0,113.7,130.0,0.0,0.0,52.0,10.0
Ulloa,2010,10.7,95.3,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0
Versalles,2010,0.0,90.5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,4.0,0.0,0.0,8.4,0.0,0.0,0.0,3.5,0.0
Vijes,2010,15.2,28.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,26.0,72.0,0.0,0.0,0.0
Yotoco,2010,95.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,23.0,9.5,0.0,3.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0
Yumbo,2010,21.0,15.0,0.0,0.0,53.1,0.0,0.0,3.0,12.0,19.0,6.2,20.7,30.8,0.0,2.0,2.0,29.3,15.0,1.0,2.0,2.5
Zarzal,2010,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,38.7,1.8,0.0,0.0,129.5,180.0,120.0,0.0,220.0,0.0,0.0,0.0,0.0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2009,12.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0
Alcalá,2009,60.0,99.0,6.0,0.0,336.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Andalucia,2009,50.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,3.0,8.0,0.0,,17.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Ansermanuevo,2009,19.0,31.0,0.0,0.0,3.0,0.0,0.0,9.0,6.0,0.0,3.0,10.0,41.0,0.0,0.0,12.0,,0.0,4.0,0.0,0.0
Argelia,2009,103.0,170.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2009,30.0,50.0,0.0,0.0,31.0,3.0,0.0,26.0,7.0,250.0,115.0,0.0,40.0,4.5,3.5,19.0,51.0,23.0,34.0,25.0,12.0
Buenaventura,2009,0.0,100.0,340.0,800.0,0.0,"3,467.0",325.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2009,6.0,100.0,,,43.0,,,2.0,19.0,33.0,7.0,18.0,30.0,,,16.0,4.0,50.0,,39.0,1.0
Bugalagrande,2009,36.0,590.0,0.0,0.0,460.0,0.0,0.0,8.0,50.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Caicedonia,2009,201.0,233.0,0.0,0.0,"1,018.0",0.0,0.0,,15.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calima Darién,2009,162.0,,,,20.0,,,8.0,,4.0,84.5,,,,,31.5,,,3.0,,
Candelaria,2009,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,0.0,17.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartago,2009,0.0,25.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Dagua,2009,50.0,90.0,0.0,19.6,72.0,11.0,0.0,0.0,,110.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,3.0,0.0
El Aguila,2009,1.0,8.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0
El Cairo,2009,8.0,616.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
El Cerrito,2009,12.0,11.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,150.0
El Dovio,2009,0.0,40.0,0.0,0.0,,0.0,0.0,8.0,0.0,,30.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Florida,2009,2.0,134.0,0.0,0.0,93.0,0.0,0.0,0.0,13.0,9.0,14.0,9.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,16.0,0.0
Ginebra,2009,0.0,120.0,0.0,0.0,23.5,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,25.0,300.0
Guacarì,2009,28.0,223.0,0.0,0.0,57.0,0.0,0.0,0.0,18.0,27.0,56.0,0.0,50.0,0.0,0.0,85.0,26.0,0.0,0.0,20.0,179.0
Jamundì,2009,3.0,20.0,0.0,0.0,474.0,,0.0,2.0,3.0,6.0,10.0,25.0,5.0,0.0,0.0,48.0,16.0,,0.0,3.0,0.0
La Cumbre,2009,,36.0,0.0,0.0,9.0,0.0,0.0,0.0,,,36.0,0.0,,0.0,0.0,,,54.0,17.0,,
La Uniòn,2009,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,392.0,0.0,0.0,262.0,48.0,38.0,0.0,218.0,0.0,0.0,0.0,"1,199.0"
La Victoria,2009,0.0,140.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,65.0,0.0,,30.0,0.0,0.0,0.0,63.5,0.0,0.0,0.0,2.0
Obando,2009,4.0,200.0,0.0,0.0,60.0,,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmira,2009,51.0,62.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,9.0,15.0,25.0,11.5,0.0,0.0,25.0,0.0,5.0,0.0,14.0,8.0
Pradera,2009,4.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,30.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
Restrepo,2009,41.0,51.0,5.0,,20.0,,,2.0,,22.0,74.0,,10.0,,,6.0,,430.0,23.0,4.0,0.0
Riofrìo,2009,5.0,380.0,0.0,0.0,61.0,0.0,0.0,3.0,0.0,34.0,82.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0
Roldanillo,2009,36.7,25.0,0.0,0.0,13.6,0.0,0.0,15.3,21.4,80.0,5.6,0.0,222.9,101.8,50.9,1.2,193.9,0.0,9.5,1.5,25.0
San Pedro,2009,14.0,55.0,0.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,15.0,5.0,50.0,0.0,0.0,8.0,,0.0,0.0,5.0,0.0
Sevilla,2009,0.0,"1,581.0",0.0,0.0,756.0,0.0,0.0,8.5,0.0,0.0,48.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Toro,2009,7.0,14.0,0.0,0.0,85.0,0.0,0.0,5.0,320.0,85.0,4.0,0.0,0.0,56.0,50.0,0.0,100.0,0.0,0.0,0.0,380.0
Trujillo,2009,25.0,381.0,0.0,0.0,10.0,0.0,0.0,5.0,,0.0,13.0,0.0,8.0,7.0,,116.0,8.0,0.0,6.0,0.0,0.0
Tuluà,2009,22.0,533.0,0.0,0.0,140.0,0.0,0.0,7.0,18.0,12.0,70.0,6.0,110.0,0.0,0.0,93.7,130.0,0.0,0.0,52.0,10.0
Ulloa,2009,44.0,22.0,4.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Versalles,2009,0.0,90.5,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,32.0,0.0,4.0,0.0,0.0,3.4,0.0,0.0,0.0,2.5,0.0
Vijes,2009,14.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,,8.0,0.0,0.0,0.0,0.0,8.0,60.0,0.0,0.0,0.0
Yotoco,2009,93.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,3.0,0.0,0.0,0.0,26.0,1.2,10.0,0.0,0.0
Yumbo,2009,25.0,17.0,0.0,0.0,57.0,0.0,0.0,3.0,17.0,5.0,6.2,19.0,15.8,3.0,3.8,1.0,25.8,14.0,1.0,1.0,3.0
Zarzal,2009,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,45.0,45.0,0.0,2.0,29.0,270.0,150.0,0.0,350.0,0.0,0.0,0.0,0.0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2008,6.0,10.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,10.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0
Alcalá,2008,55.0,99.0,6.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Andalucia,2008,50.0,0.0,0.0,0.0,459.7,0.0,0.0,0.0,6.1,8.4,0.0,0.0,190.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Ansermanuevo,2008,13.0,30.0,0.0,0.0,23.0,0.0,0.0,8.0,7.0,0.0,0.0,10.0,9.0,0.0,0.0,12.0,,0.0,6.0,0.0,0.0
Argelia,2008,40.0,145.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2008,23.0,38.0,0.0,0.0,22.0,0.0,0.0,28.0,0.0,255.0,100.0,0.0,28.0,32.0,20.0,16.0,36.0,25.0,33.0,30.0,10.0
Buenaventura,2008,0.0,100.0,340.0,800.0,0.0,"3,467.0",325.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2008,6.0,100.0,,,60.0,,,2.0,22.0,35.0,19.0,18.0,8.0,,,17.0,4.0,59.0,,60.0,1.0
Bugalagrande,2008,35.0,560.0,0.0,0.0,460.0,0.0,0.0,8.0,50.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caicedonia,2008,169.0,233.0,0.0,0.0,994.0,0.0,0.0,,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candelaria,2008,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartago,2008,0.0,25.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dagua,2008,50.0,104.0,0.0,22.0,70.0,11.0,0.0,0.0,8.0,120.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,3.0,0.0
El Aguila,2008,1.0,8.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0
El Cairo,2008,8.0,602.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
El Cerrito,2008,12.0,11.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,150.0
El Dovio,2008,0.0,55.0,0.0,0.0,,0.0,0.0,8.0,0.0,,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Florida,2008,2.0,108.0,0.0,0.0,90.0,0.0,0.0,0.0,10.0,5.0,14.0,9.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.0,0.0
Ginebra,2008,0.0,114.5,0.0,0.0,23.5,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,25.0,300.0
Guacarì,2008,28.0,223.0,0.0,0.0,57.0,0.0,0.0,0.0,18.0,27.0,56.0,0.0,41.0,0.0,0.0,85.0,54.0,0.0,0.0,20.0,169.0
Jamundì,2008,3.0,17.0,0.0,0.0,472.0,3.0,0.0,0.0,6.0,6.0,17.0,25.0,25.0,0.0,0.0,88.0,16.0,,0.0,3.0,0.0
La Cumbre,2008,28.0,233.0,0.0,0.0,57.0,0.0,0.0,0.0,18.0,27.0,56.0,0.0,41.0,0.0,0.0,85.0,24.0,40.0,17.0,20.0,169.0
La Uniòn,2008,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,370.0,0.0,0.0,297.0,130.0,100.0,0.0,440.0,0.0,0.0,0.0,"1,000.0"
La Victoria,2008,0.0,170.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,65.0,0.0,,20.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
Obando,2008,4.0,190.0,0.0,0.0,105.0,,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmira,2008,51.0,62.0,0.0,0.0,63.0,0.0,0.0,0.0,8.0,0.0,5.5,25.0,11.5,0.0,0.0,9.5,0.0,5.0,0.0,15.5,10.0
Pradera,2008,4.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,30.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
Restrepo,2008,37.0,47.0,4.0,,15.0,,,2.0,,28.0,56.0,,8.5,,,5.0,,370.0,19.0,3.0,0.0
Riofrìo,2008,4.0,380.0,0.0,0.0,60.0,0.0,0.0,3.0,0.0,34.0,43.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0
