Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
El Dovio,2015,4.0,47.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Florida,2015,6.0,153.0,0.0,0.0,12.0,0.0,0.0,9.0,4.0,7.0,0.0,4.0,9.0,0.0,0.0,58.0,10.0,5.0,1.0,5.0,0.0
Ginebra,2015,0.0,120.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,220.0,8.0,0.0,0.0,0.0,56.0
Guacarì,2015,48.0,242.0,0.0,0.0,61.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,63.0,0.0,0.0,51.0,166.0,0.0,0.0,18.0,180.0
Jamundì,2015,6.0,11.0,0.0,0.0,453.0,0.0,0.0,0.0,4.0,20.0,6.0,23.0,14.5,0.0,0.0,9.5,4.5,15.5,0.0,3.0,0.0
La Cumbre,2015,0.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0
La Uniòn,2015,12.4,25.5,0.0,0.0,12.3,0.0,0.0,0.0,8.0,247.4,5.5,0.0,34.3,48.0,47.0,0.0,153.7,0.0,0.0,0.0,877.0
La Victoria,2015,15.0,135.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,5.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,5.0
Obando,2015,20.6,419.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Palmira,2015,65.2,77.0,0.0,0.0,75.0,0.0,0.0,6.4,0.0,10.0,40.2,0.0,6.7,0.0,0.0,9.0,0.0,0.0,0.0,3.8,9.0
Pradera,2015,2.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,30.0,3.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,5.0,0.0
Restrepo,2015,42.0,70.0,24.0,0.0,25.0,0.0,0.0,1.0,0.0,18.0,87.0,2.0,17.0,0.0,0.0,8.0,0.0,385.0,32.0,1.0,0.0
Riofrìo,2015,17.0,492.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,163.0,9.0,0.0,0.0,0.0,31.0,0.0,3.0,5.0,0.0,0.0
Roldanillo,2015,26.0,30.0,0.0,0.0,14.0,0.0,0.0,4.0,14.3,193.0,4.0,0.0,61.0,22.3,22.3,4.0,131.8,9.0,8.0,0.0,47.6
San Pedro,2015,19.0,65.0,0.0,0.0,32.0,0.0,0.0,33.0,7.0,0.0,24.0,7.0,30.0,0.0,0.0,16.0,35.0,0.0,0.0,14.0,0.0
Sevilla,2015,320.0,"1,660.0",0.0,0.0,"1,182.0",0.0,0.0,10.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Toro,2015,12.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,129.5,0.0,0.0,25.0,28.0,30.0,0.0,50.0,0.0,0.0,0.0,250.0
Trujillo,2015,62.0,632.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,6.0,25.0,0.0,12.0,5.0,0.0,140.0,16.0,0.0,16.0,0.0,9.0
Tuluà,2015,12.0,522.0,0.0,0.0,53.0,0.0,0.0,5.0,7.0,0.0,100.0,5.0,6.0,0.0,0.0,99.5,25.0,0.0,0.0,40.0,6.0
Ulloa,2015,81.5,103.8,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Versalles,2015,39.5,97.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,10.0,0.0,0.0,27.4,0.0,0.0,3.0,0.0,0.0
Vijes,2015,19.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,40.0,287.0,0.0,0.0,0.0
Yotoco,2015,39.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,20.9,5.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0
Yumbo,2015,34.0,10.0,0.0,0.0,65.5,0.0,0.0,4.0,10.0,18.2,10.0,27.0,9.0,10.0,10.0,3.0,16.3,5.0,2.5,1.0,20.0
Zarzal,2015,0.0,0.0,0.0,0.0,251.0,2.0,0.0,0.0,19.5,5.6,0.0,0.0,45.0,45.0,30.0,0.0,32.7,0.0,0.0,0.0,0.0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2014,5.0,,,,28.0,,,,,14.0,,,,,,13.0,,,,9.0,
Alcalá,2014,45.0,160.0,1.0,,372.0,,,,,4.0,10.0,,,,,,2.0,20.0,,,
Andalucia,2014,9.0,19.5,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Ansermanuevo,2014,37.2,18.0,,,5.0,,,36.0,10.0,0.5,4.5,12.0,1.0,,,3.0,,,13.0,,
Argelia,2014,267.8,211.0,,,5.0,,,,,,8.0,,,,,6.0,,,,,
Bolivar,2014,43.0,94.0,,,41.0,6.0,,44.0,20.0,220.0,278.0,,132.0,45.0,40.0,30.0,75.0,57.0,29.0,43.0,31.0
Buenaventura,2014,,122.0,367.0,800.0,,"3,280.0",322.0,,,16.0,,,,,,,,,,,
Buga,2014,7.0,62.0,,,10.0,,,20.0,,2.0,5.0,5.0,3.0,,,6.0,15.0,70.0,,3.0,2.0
Bugalagrande,2014,27.0,,,,593.0,,,9.0,45.0,9.0,,,10.0,,,,,,10.0,,
Caicedonia,2014,257.0,322.0,,,"1,940.0",,,,62.0,,,,,,,,,27.0,,,
Calima Darién,2014,28.0,6.0,,,4.0,,,4.0,,5.0,59.5,,,,,18.0,,,1.0,8.0,
Candelaria,2014,,,,,24.8,,,,,12.5,,,10.5,,,,,,,,
Cartago,2014,7.2,30.0,,,114.0,,,,,4.0,4.0,,,,,,,1.5,,,
Dagua,2014,65.0,119.0,,,95.0,17.0,,4.5,6.0,5.0,30.0,,20.0,,,,,"1,100.0",6.0,,
El Aguila,2014,9.0,6.0,,,3.5,,,8.0,,,26.0,,,,,25.0,,3.5,,5.0,
El Cairo,2014,30.0,,,,,,,,,,8.0,,,,,24.0,,,,,
El Cerrito,2014,36.4,15.0,,,25.0,,,,,,,,18.0,,,4.0,,,,,280.0
El Dovio,2014,3.0,43.0,,,,,,3.0,,,17.0,,7.0,,,,,,2.0,,
Florida,2014,6.0,130.0,,,83.0,,,11.0,4.0,9.0,,4.0,5.0,,,40.0,16.0,5.0,0.0,5.0,
Ginebra,2014,0.0,147.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,215.0,10.0,0.0,0.0,0.0,50.0
Guacarì,2014,43.0,237.0,,,54.0,,,,14.0,,40.0,,66.0,,,20.0,48.0,,,15.0,179.0
Jamundì,2014,4.5,8.0,,,453.0,,,,4.0,22.0,6.0,27.0,9.5,,,8.5,2.5,4.0,,3.0,
La Cumbre,2014,,63.5,,,,,,,,,24.0,,,,,,,105.0,,,
La Uniòn,2014,10.0,17.0,,,7.0,,,,8.0,279.4,6.0,,46.0,59.2,58.0,,114.0,,,,885.0
La Victoria,2014,9.0,140.0,,,47.0,,,,,22.0,,28.0,10.0,,,,4.0,,,,4.0
Obando,2014,9.6,393.0,,,46.0,,,,,,,11.0,8.0,,,,8.0,,,,
Palmira,2014,69.0,92.0,,,75.0,,,0.6,,10.0,17.0,,21.0,,,26.0,,,,14.0,9.0
Pradera,2014,2.0,30.0,,,25.0,,,,30.0,3.0,13.0,,,,,15.0,,20.0,,5.0,
Restrepo,2014,42.0,67.0,22.0,,25.0,,,1.0,,18.0,74.0,,16.0,,,8.0,,160.0,31.0,1.0,
Riofrìo,2014,17.0,478.0,,,6.0,,,,3.0,5.0,166.0,9.0,7.0,,,27.0,,4.0,3.0,,9.0
Roldanillo,2014,26.0,32.0,,,14.0,,,4.0,14.3,186.0,4.0,,134.0,59.6,35.0,4.0,135.0,43.0,7.0,,37.0
San Pedro,2014,15.0,65.0,,,30.5,,,30.0,7.0,,24.0,6.0,25.0,,,14.0,30.0,,,15.0,
Sevilla,2014,320.0,"1,753.0",0.0,0.0,"1,182.0",0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,0.0
Toro,2014,8.0,4.0,,,2.0,,,,118.0,109.5,,,22.0,38.0,38.0,,50.0,,,,235.0
Trujillo,2014,58.0,562.0,,,22.0,,,,3.0,5.0,27.0,,10.0,5.0,2.0,135.0,21.0,,14.0,,8.0
Tuluà,2014,10.0,520.0,,,53.0,,,9.0,8.0,,122.0,6.0,,,,101.0,30.0,,,40.0,6.0
Ulloa,2014,81.5,88.0,3.0,,67.0,,,,,,,,,,,,,8.0,,,
Versalles,2014,37.5,96.0,,,,,,28.0,,,46.0,,18.0,,,21.0,,,3.0,,
Vijes,2014,19.0,39.0,,,36.0,,,,,,,13.0,,,,,45.0,246.0,,,
Yotoco,2014,36.0,,,,32.0,,,,,20.3,5.0,,,,,,,4.0,2.0,,
Yumbo,2014,29.0,14.0,,,52.0,,,3.0,11.0,16.2,7.0,18.0,10.0,6.0,5.0,2.5,16.0,5.0,2.0,1.0,11.0
Zarzal,2014,,,,,246.0,2.0,,,19.5,5.6,,,40.0,51.2,30.0,,29.7,,,,
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2013,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0
Alcalá,2013,65.0,138.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0
Andalucia,2013,25.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Ansermanuevo,2013,32.0,15.0,0.0,0.0,3.0,0.0,0.0,17.0,10.0,0.5,3.5,10.0,1.0,0.0,0.0,5.5,0.0,0.0,7.0,0.0,0.0
Argelia,2013,227.5,180.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2013,40.0,72.0,0.0,0.0,39.0,8.0,0.0,36.0,20.0,240.0,250.0,0.0,118.0,40.0,42.0,30.0,55.0,35.0,27.0,37.0,23.0
Buenaventura,2013,0.0,122.0,367.0,803.0,0.0,"3,466.0",333.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2013,7.0,62.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,1.5,5.0,2.0,0.0,0.0,4.0,10.0,50.0,0.0,3.0,2.0
Bugalagrande,2013,27.0,0.0,0.0,0.0,590.0,0.0,0.0,9.0,45.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Caicedonia,2013,239.0,381.0,0.0,0.0,"1,787.0",0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
Calima Darién,2013,50.0,5.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,66.5,0.0,0.0,0.0,0.0,20.5,0.0,0.0,1.0,8.0,0.0
Candelaria,2013,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartago,2013,6.2,30.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,4.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dagua,2013,60.0,119.0,0.0,0.0,10.0,17.0,0.0,4.5,6.0,5.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,950.0,6.0,0.0,0.0
El Aguila,2013,8.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,3.0,0.0
El Cairo,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
El Cerrito,2013,20.0,14.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,280.0
El Dovio,2013,4.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Florida,2013,6.0,120.0,0.0,0.0,78.0,0.0,0.0,4.0,4.0,9.0,0.0,4.0,5.0,0.0,0.0,25.0,6.0,5.0,0.0,6.0,0.0
Ginebra,2013,0.0,147.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,215.0,10.0,0.0,0.0,0.0,50.0
Guacarì,2013,46.0,239.0,0.0,0.0,56.0,0.0,0.0,0.0,17.0,0.0,35.0,0.0,70.0,0.0,0.0,0.0,95.0,0.0,0.0,20.0,184.0
Jamundì,2013,4.0,6.0,0.0,0.0,434.0,0.0,0.0,0.0,4.0,19.0,7.0,27.0,4.5,0.0,0.0,8.5,3.5,3.0,0.0,3.0,0.0
La Cumbre,2013,0.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,105.5,0.0,0.0,0.0
La Uniòn,2013,13.0,31.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,33.4,3.0,0.0,114.0,42.0,43.0,0.0,143.0,0.0,0.0,0.0,"1,039.0"
La Victoria,2013,3.0,143.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,26.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0
Obando,2013,12.0,387.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Palmira,2013,65.5,88.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,19.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,7.7
Pradera,2013,2.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,30.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0
Restrepo,2013,57.0,65.0,17.0,0.0,25.0,0.0,0.0,1.0,0.0,18.0,71.0,0.0,15.0,0.0,0.0,10.0,0.0,250.0,35.0,2.0,0.0
Riofrìo,2013,21.0,105.5,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,153.0,2.0,6.0,0.0,0.0,21.0,0.0,3.0,2.0,0.0,6.0
Roldanillo,2013,25.0,33.0,0.0,0.0,14.0,0.0,0.0,7.0,17.0,173.0,4.0,0.0,153.0,53.1,47.0,4.0,135.2,5.0,9.0,0.0,32.0
San Pedro,2013,15.0,65.0,0.0,0.0,30.0,0.0,0.0,25.0,7.0,0.0,20.0,6.0,65.0,0.0,0.0,12.0,30.0,0.0,0.0,12.0,0.0
Sevilla,2013,320.0,"1,753.0",0.0,0.0,"1,182.0",0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Toro,2013,7.0,3.5,0.0,0.0,9.0,0.0,0.0,0.0,145.0,108.0,0.0,0.0,20.0,38.5,38.5,0.0,49.0,0.0,0.0,0.0,234.0
Trujillo,2013,46.0,494.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,14.0,4.0,2.5,118.0,40.0,3.0,2.0,0.0,6.0
Tuluà,2013,12.1,527.0,0.0,0.0,53.0,0.0,0.0,9.0,3.0,0.0,120.0,0.0,0.0,0.0,0.0,93.0,30.0,0.0,0.0,0.0,10.0
Ulloa,2013,46.0,70.0,3.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Versalles,2013,12.0,93.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,39.0,0.0,18.0,0.0,0.0,13.4,0.0,0.0,3.0,0.0,0.0
Vijes,2013,13.0,34.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,38.0,75.0,0.0,0.0,0.0
Yotoco,2013,32.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,11.0,0.0,0.0
Yumbo,2013,29.0,14.0,0.0,0.0,52.0,0.0,0.0,3.0,11.0,16.2,7.0,18.0,10.0,6.0,5.0,2.5,17.0,5.0,2.0,1.0,11.0
Zarzal,2013,0.0,0.0,0.0,0.0,346.3,0.0,0.0,0.0,10.0,5.6,0.0,0.0,11.7,18.0,12.0,0.0,23.4,7.7,0.0,0.0,0.0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2012,12.0,11.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,9.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0
Alcalá,2012,42.2,68.0,3.6,0.0,336.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andalucia,2012,8.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
Ansermanuevo,2012,21.3,35.0,0.0,0.0,3.0,0.0,0.0,17.0,11.5,0.5,14.5,10.0,2.0,0.0,0.0,15.5,0.0,0.0,4.0,0.0,0.0
Argelia,2012,102.0,170.0,102.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2012,31.4,62.5,0.0,0.0,34.0,10.0,0.0,35.0,9.0,247.5,232.5,0.0,117.5,30.0,20.0,32.0,50.0,31.0,28.5,46.0,17.0
Buenaventura,2012,0.0,127.0,416.0,808.0,0.0,"3,466.0",321.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2012,14.0,140.0,0.0,0.0,75.0,0.0,0.0,3.0,13.0,33.0,20.0,22.0,5.0,0.0,0.0,25.0,10.0,50.0,0.0,25.0,1.0
Bugalagrande,2012,27.0,0.0,0.0,0.0,590.0,0.0,0.0,9.0,45.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Caicedonia,2012,219.0,259.0,0.0,0.0,"1,406.0",0.0,0.0,6.0,24.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
Calima Darién,2012,73.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,5.0,60.5,0.0,0.0,0.0,0.0,18.5,0.0,0.0,3.0,5.0,0.0
Candelaria,2012,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartago,2012,6.0,30.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,4.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dagua,2012,50.0,120.0,0.0,0.0,72.0,12.0,0.0,0.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0
El Aguila,2012,0.0,8.0,0.0,0.0,5.1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
El Cairo,2012,16.3,620.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
El Cerrito,2012,17.9,11.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,160.0
El Dovio,2012,2.0,43.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0
Florida,2012,2.0,102.0,0.0,0.0,81.0,0.0,0.0,3.0,8.0,9.0,6.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0
Ginebra,2012,0.0,155.0,0.0,0.0,21.5,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.5,135.0
Guacarì,2012,51.0,183.0,0.0,0.0,83.0,0.0,0.0,5.0,17.0,27.0,13.0,0.0,29.0,0.0,0.0,59.0,36.0,0.0,0.0,3.0,154.0
Jamundì,2012,4.0,10.0,0.0,0.0,426.0,0.0,0.0,0.0,5.0,20.0,1.0,27.0,8.0,0.0,0.0,7.5,4.0,7.0,0.0,3.5,0.0
La Cumbre,2012,0.0,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,0.0,0.0
La Uniòn,2012,12.3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,331.0,0.0,0.0,120.0,63.0,70.0,0.0,163.0,0.0,0.0,0.0,"1,062.0"
La Victoria,2012,1.0,143.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,6.0,0.0,10.5,20.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,5.3
Obando,2012,6.3,345.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Palmira,2012,66.0,88.0,0.0,0.0,68.0,0.0,0.0,0.0,8.0,9.0,15.0,0.0,18.5,0.0,0.0,25.0,0.0,20.0,0.0,14.0,8.0
Pradera,2012,4.0,30.0,0.0,0.0,25.4,0.0,0.0,0.0,30.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
Restrepo,2012,54.0,63.0,16.0,0.0,25.0,0.0,0.0,1.0,0.0,22.0,61.0,0.0,12.7,0.0,0.0,9.0,0.0,430.0,40.0,3.0,0.0
Riofrìo,2012,5.0,380.0,0.0,0.0,61.0,0.0,0.0,3.0,0.0,10.3,82.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0
Roldanillo,2012,15.0,27.0,0.0,0.0,14.0,0.0,0.0,9.0,17.0,148.0,1.0,0.0,106.0,25.0,34.6,2.0,135.0,0.0,6.0,0.0,2.0
San Pedro,2012,15.0,65.0,0.0,0.0,30.0,0.0,0.0,20.0,7.0,0.0,19.0,6.0,67.0,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0
Sevilla,2012,320.0,"1,775.0",0.0,0.0,"1,181.9",0.0,0.0,12.5,0.0,0.0,71.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Toro,2012,9.0,5.5,0.0,0.0,28.0,0.0,0.0,0.0,109.0,113.0,0.0,0.0,0.0,52.0,56.0,0.0,90.0,0.0,0.0,0.0,420.0
Trujillo,2012,27.0,536.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,2.0,110.0,8.0,1.0,0.0,0.0,7.0
Tuluà,2012,12.1,537.0,0.0,0.0,127.0,0.0,0.0,9.0,18.0,12.0,131.0,0.0,110.0,0.0,0.0,0.0,130.0,0.0,0.0,63.0,10.0
Ulloa,2012,46.0,103.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0
Versalles,2012,1.0,82.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,4.9,2.0,0.0,1.0,0.0,0.0
Vijes,2012,3.2,22.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0
Yotoco,2012,95.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,0.0,18.0,14.0,0.0,3.0,0.0,0.0,0.0,38.0,2.0,9.0,0.0,0.0
Yumbo,2012,31.0,17.0,0.0,0.0,41.0,0.0,0.0,3.0,10.0,13.0,6.0,22.0,2.0,6.0,8.0,2.5,4.0,10.0,0.5,0.5,12.0
Zarzal,2012,0.0,0.0,0.0,0.0,245.7,0.0,0.0,0.0,10.0,1.8,0.0,0.0,5.7,50.0,1.1,0.0,15.7,5.9,0.0,0.0,0.0
Municipios,año,Aguacate,Bananito,Banano,Borojó,Chontaduro,Citricos,Coco,Granadilla,Guana bana,Guayaba,Lulo,Mango,Maracuyá,Melón a,Melon b,Mora,Papaya,Piña,Pitaya,Tomate Arbol,Vid
Cali,2011,10.0,20.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,13.0,8.0,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0
Alcalá,2011,40.2,63.0,3.6,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Andalucia,2011,8.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
Ansermanuevo,2011,16.6,35.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.5,10.0,4.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0
Argelia,2011,103.0,170.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bolivar,2011,26.4,56.5,0.0,0.0,30.0,10.0,0.0,31.0,7.0,243.5,170.5,0.0,75.0,36.0,34.0,32.0,52.0,31.0,31.0,30.0,13.5
Buenaventura,2011,0.0,127.0,466.0,811.0,0.0,"3,476.0",321.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buga,2011,14.0,140.0,0.0,0.0,75.0,0.0,0.0,3.0,13.0,33.0,20.0,22.0,5.0,0.0,0.0,25.0,10.0,50.0,0.0,25.0,1.0
